ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2014	01-JUL-14	EL DORADO	09	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.5996	BIFENTHRIN	.0473684			
NO	2014	01-AUG-14	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.2724	BIFENTHRIN	.0215196			
NO	2014	01-JUL-14	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.5449	BIFENTHRIN	.0430471			
NO	2014	01-MAR-14	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.2656	BIFENTHRIN	.0209824			
NO	2014	01-APR-14	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2014	01-MAY-14	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	4.5811	BIFENTHRIN	.3619069			
NO	2014	01-FEB-14	EL DORADO	09	LANDSCAPE MAINTENANCE	QUALI PRO BIFENTHRIN I/T 7.9 F INSECTICIDE/TERMITICIDE	1.3513	BIFENTHRIN	.1067527			
NO	2014	01-SEP-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR GC GRANULAR INSECTICIDE	100	BIFENTHRIN	.2			
NO	2014	01-SEP-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR GC GRANULAR INSECTICIDE	100	BIFENTHRIN	.2			
NO	2014	01-MAY-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.3426	BIFENTHRIN	.0270654			
NO	2014	01-AUG-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	1.0318	BIFENTHRIN	.0815122			
NO	2014	01-JUL-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	2.0636	BIFENTHRIN	.1630244			
NO	2014	01-APR-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.3439	BIFENTHRIN	.0271681			
NO	2014	01-SEP-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.8598	BIFENTHRIN	.0679242			
NO	2014	01-JUN-14	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	2.4075	BIFENTHRIN	.1901925			
NO	2014	01-JUL-14	EL DORADO	09	RIGHTS OF WAY	MP400-EXT	516.1489	BIFENTHRIN	.20645956			
NO	2014	01-AUG-14	EL DORADO	09	RIGHTS OF WAY	MP400-EXT	310.2242	BIFENTHRIN	.12408968			
NO	2014	01-AUG-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.081	BIFENTHRIN	.085399			
NO	2014	01-MAR-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.0162	BIFENTHRIN	.0012798			
NO	2014	01-JAN-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.6756	BIFENTHRIN	.0533724			
NO	2014	01-FEB-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.5405	BIFENTHRIN	.0426995			
NO	2014	01-MAY-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.6419	BIFENTHRIN	.0507101			
NO	2014	01-JUL-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1216	BIFENTHRIN	.0096064			
NO	2014	01-MAR-14	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8108	BIFENTHRIN	.0640532			
