ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	18.8842	BIFENTHRIN	1.4918518
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	10.54	BIFENTHRIN	.83266
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.1621	BIFENTHRIN	.1708059
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	9.7292	BIFENTHRIN	.7686068
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	13.3507	BIFENTHRIN	1.0547053
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	18.4788	BIFENTHRIN	1.4598252
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	15.8945	BIFENTHRIN	1.2556655
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	18.7913	BIFENTHRIN	1.4845127
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	17.5075	BIFENTHRIN	1.3830925
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	10.9454	BIFENTHRIN	.8646866
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	10.9454	BIFENTHRIN	.8646866
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	11.5535	BIFENTHRIN	.9127265
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	9.6556	BIFENTHRIN	.7627924
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.1615	BIFENTHRIN	.9607585
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	9.9995	BIFENTHRIN	.7899605
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.1486	BIFENTHRIN	.0907394
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	15.8776	BIFENTHRIN	1.2543304
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	14.9992	BIFENTHRIN	1.1849368
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	7.0267	BIFENTHRIN	.5551093
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	15.2019	BIFENTHRIN	1.2009501
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.3378	BIFENTHRIN	.0266862
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8108	BIFENTHRIN	.0640532
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	10.6751	BIFENTHRIN	.8433329
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8108	BIFENTHRIN	.0640532
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	927.95	BIFENTHRIN	1.8559
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	426.75	BIFENTHRIN	.8535
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	263.2	BIFENTHRIN	.5264
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	477	BIFENTHRIN	.954
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	451.28	BIFENTHRIN	.90256
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	643	BIFENTHRIN	1.286
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	881.5	BIFENTHRIN	1.763
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1025.25	BIFENTHRIN	2.0505
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	772.7	BIFENTHRIN	1.5454
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	797.5	BIFENTHRIN	1.595
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	379.4	BIFENTHRIN	.7588
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1288.4	BIFENTHRIN	2.5768
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	352.8866	BIFENTHRIN	27.8780414
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	1.5693	BIFENTHRIN	.1239747
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	5.8575	BIFENTHRIN	.4627425
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	399.7148	BIFENTHRIN	31.5774692
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	570.9691	BIFENTHRIN	45.1065589
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	8.1733	BIFENTHRIN	.6456907
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	5.7213	BIFENTHRIN	.4519827
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	123.444	BIFENTHRIN	9.752076
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	426.1725	BIFENTHRIN	33.6676275
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	473.9474	BIFENTHRIN	37.4418446
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	554.8712	BIFENTHRIN	43.8348248
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	59.4607	BIFENTHRIN	4.6973953
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	592.5058	BIFENTHRIN	46.8079582
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	10.0804	BIFENTHRIN	.7963516
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.8718	BIFENTHRIN	.0688722
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	400.0963	BIFENTHRIN	31.6076077
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	454.529	BIFENTHRIN	35.907791
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.6975	BIFENTHRIN	.0551025
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	68.9281	BIFENTHRIN	5.4453199
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1	BIFENTHRIN	.002
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.313	BIFENTHRIN	.002626
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	2	BIFENTHRIN	.004
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10	BIFENTHRIN	.02
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	26.875	BIFENTHRIN	.05375
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1	BIFENTHRIN	.002
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5	BIFENTHRIN	.01
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	28	BIFENTHRIN	.056
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	72	BIFENTHRIN	.144
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.25	BIFENTHRIN	.0005
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	21.5	BIFENTHRIN	.043
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	39	BIFENTHRIN	.078
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	28	BIFENTHRIN	.056
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.5	BIFENTHRIN	.003
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.1764	BIFENTHRIN	.0003528
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	9	BIFENTHRIN	.018
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	60	BIFENTHRIN	.12
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	31.5	BIFENTHRIN	.063
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5	BIFENTHRIN	.01
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1	BIFENTHRIN	.002
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK GC GRANULAR INSECTICIDE	10.6688	BIFENTHRIN	.0213376
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0176	BIFENTHRIN	.0000352
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0529	BIFENTHRIN	.0001058
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	61	BIFENTHRIN	.122
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.3527	BIFENTHRIN	.0007054
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0551	BIFENTHRIN	.0001102
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0551	BIFENTHRIN	.0001102
NO	2013	01-FEB-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.1191	BIFENTHRIN	.0002382
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0882	BIFENTHRIN	.0001764
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.2646	BIFENTHRIN	.0005292
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0529	BIFENTHRIN	.0001058
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	14.2215	BIFENTHRIN	1.1234985
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	16.9233	BIFENTHRIN	1.3369407
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	21.1834	BIFENTHRIN	1.6734886
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	13.6112	BIFENTHRIN	1.0752848
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.1732	BIFENTHRIN	.0136828
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.1266	BIFENTHRIN	.0100014
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.2132	BIFENTHRIN	.0168428
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.3731	BIFENTHRIN	.0294749
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.1066	BIFENTHRIN	.0084214
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.1766	BIFENTHRIN	.0139514
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.6596	BIFENTHRIN	.0521084
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS GC INSECTICIDE/MITICIDE	.533	BIFENTHRIN	.042107
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.3992	BIFENTHRIN	.1105368
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.1999	BIFENTHRIN	.0157921
NO	2013	01-JUN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.2665	BIFENTHRIN	.0210535
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.0333	BIFENTHRIN	.0026307
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.9322	BIFENTHRIN	.1526438
NO	2013	01-OCT-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.5457	BIFENTHRIN	.1221103
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.8828	BIFENTHRIN	.0697412
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.0333	BIFENTHRIN	.0026307
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.9322	BIFENTHRIN	.1526438
NO	2013	01-JAN-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	13.8584	BIFENTHRIN	1.0948136
NO	2013	01-MAY-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	2.865	BIFENTHRIN	.226335
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	6.5294	BIFENTHRIN	.5158226
NO	2013	01-MAR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.3165	BIFENTHRIN	.0250035
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.2665	BIFENTHRIN	.0210535
NO	2013	01-APR-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.6823	BIFENTHRIN	.1329017
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.0333	BIFENTHRIN	.0026307
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	15.4575	BIFENTHRIN	1.2211425
NO	2013	01-JUL-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.9994	BIFENTHRIN	.0789526
NO	2013	01-AUG-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	5.9465	BIFENTHRIN	.4697735
NO	2013	01-NOV-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.8395	BIFENTHRIN	.0663205
NO	2013	01-DEC-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.2499	BIFENTHRIN	.0197421
NO	2013	01-SEP-13	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	4.1309	BIFENTHRIN	.3263411
