"date","peak_fol002"
2013-03-05,0.30946
2013-03-06,0.30522
2013-03-07,0.30136
2013-03-08,0.30629
2013-03-09,0.30568
2013-03-10,0.30447
2013-03-11,0.30404
2013-03-12,0.30404
2013-03-13,0.30443
2013-03-14,0.30533
2013-03-15,0.30618
2013-03-16,0.30497
2013-03-17,0.30366
2013-03-18,0.30256
2013-03-19,0.30541
2013-03-20,0.30374
2013-03-21,0.29965
2013-03-22,0.30088
2013-03-23,0.29997
2013-03-24,0.30208
2013-03-25,0.30508
2013-03-26,0.30309
2013-03-27,0.30205
2013-03-28,0.30368
2013-03-29,0.30313
2013-03-30,0.30235
2013-03-31,0.47269
2013-04-01,0.172
2013-04-02,0.27891
2013-04-03,0.29658
2013-04-04,0.30218
2013-04-05,0.29743
2013-04-06,0.29749
2013-04-07,0.29718
2013-04-08,0.29438
2013-04-09,0.29091
2013-04-10,0.29394
2013-04-11,0.29697
2013-04-12,0.29462
2013-04-13,0.29572
2013-04-14,0.29426
2013-04-15,0.29355
2013-04-16,0.29193
2013-04-17,0.29047
2013-04-18,0.29169
2013-04-19,0.29489
2013-04-20,0.29408
2013-04-21,0.2929
2013-04-22,0.29323
2013-04-23,0.2923
2013-04-24,0.29163
2013-04-25,0.29214
2013-04-26,0.29336
2013-04-27,0.29226
2013-04-28,0.29192
2013-04-29,0.29075
2013-04-30,0.28908
2013-05-01,0.28822
2013-05-02,0.28528
2013-05-03,0.28737
2013-05-04,0.29196
2013-05-05,0.28963
2013-05-06,0.28875
2013-05-07,0.28899
2013-05-08,0.28679
2013-05-09,0.28662
2013-05-10,0.28672
2013-05-11,0.28651
2013-05-12,0.28802
2013-05-13,0.28672
2013-05-14,0.28655
2013-05-15,0.28586
2013-05-16,0.28367
2013-05-17,0.28333
2013-05-18,0.28306
2013-05-19,0.2824
2013-05-20,0.2809
2013-05-21,0.28429
2013-05-22,0.28086
2013-05-23,0.27859
2013-05-24,0.27995
2013-05-25,0.28103
2013-05-26,0.28033
2013-05-27,0.279
2013-05-28,0.28008
2013-05-29,0.27953
2013-05-30,0.2792
2013-05-31,0.27802
2013-06-01,0.27852
2013-06-02,0.27861
2013-06-03,0.27834
2013-06-04,0.28114
2013-06-05,0.27918
2013-06-06,0.27865
2013-06-07,0.27747
2013-06-08,0.27647
2013-06-09,0.27884
2013-06-10,0.27643
2013-06-11,0.27296
2013-06-12,0.27541
2013-06-13,0.27388
2013-06-14,0.27172
2013-06-15,0.27331
2013-06-16,0.2743
2013-06-17,0.27131
2013-06-18,0.27111
2013-06-19,0.26998
2013-06-20,0.26969
2013-06-21,0.26988
2013-06-22,0.26921
2013-06-23,0.26964
2013-06-24,0.2695
2013-06-25,0.26917
2013-06-26,0.26756
2013-06-27,0.27111
2013-06-28,0.26978
2013-06-29,0.2672
2013-06-30,0.2658
2013-07-01,0.26675
2013-07-02,0.26636
2013-07-03,0.26731
2013-07-04,0.26609
2013-07-05,0.26475
2013-07-06,0.2642
2013-07-07,0.26486
2013-07-08,0.26536
2013-07-09,0.26496
2013-07-10,0.26428
2013-07-11,0.26447
2013-07-12,0.2627
2013-07-13,0.26226
2013-07-14,0.26259
2013-07-15,0.26263
2013-07-16,0.26084
2013-07-17,0.25957
2013-07-18,0.26006
2013-07-19,0.25979
2013-07-20,0.25889
2013-07-21,0.25865
2013-07-22,0.2575
2013-07-23,0.25641
2013-07-24,0.25559
2013-07-25,0.25534
2013-07-26,0.25578
2013-07-27,0.25465
2013-07-28,0.2541
2013-07-29,0.25333
2013-07-30,0.2533
2013-07-31,0.25422
2013-08-01,0.25265
2013-08-02,0.25116
2013-08-03,0.25232
2013-08-04,0.2524
2013-08-05,0.25063
2013-08-06,0.24981
2013-08-07,0.24957
2013-08-08,0.248
2013-08-09,0.24754
2013-08-10,0.24729
2013-08-11,0.24752
2013-08-12,0.24751
2013-08-13,0.24692
2013-08-14,0.24738
2013-08-15,0.2459
2013-08-16,0.24693
2013-08-17,0.24695
2013-08-18,0.24575
2013-08-19,0.24589
2013-08-20,0.24666
2013-08-21,0.24544
2013-08-22,0.24481
2013-08-23,0.24405
2013-08-24,0.24308
2013-08-25,0.24205
2013-08-26,0.24252
2013-08-27,0.24309
2013-08-28,0.24353
2013-08-29,0.24332
2013-08-30,0.24317
2013-08-31,0.24193
2013-09-01,0.24164
2013-09-02,0.24134
2013-09-03,0.24001
2013-09-04,0.24023
2013-09-05,0.24
2013-09-06,0.23868
2013-09-07,0.23854
2013-09-08,0.24187
2013-09-09,0.23973
2013-09-10,0.24018
2013-09-11,0.24006
2013-09-12,0.23689
2013-09-13,0.23541
2013-09-14,0.23482
2013-09-15,0.23568
2013-09-16,0.23623
2013-09-17,0.23606
2013-09-18,0.23287
2013-09-19,0.23334
2013-09-20,0.23518
2013-09-21,0.23488
2013-09-22,0.23128
2013-09-23,0.23188
2013-09-24,0.23578
2013-09-25,0.23188
2013-09-26,0.22922
2013-09-27,0.2282
2013-09-28,0.2318
2013-09-29,0.23376
2013-09-30,0.22912
2013-10-01,0.22869
2013-10-02,0.22973
2013-10-03,0.22852
2013-10-04,0.2266
2013-10-05,0.22499
2013-10-06,0.2273
2013-10-07,0.22996
2013-10-08,0.22836
2013-10-09,0.22751
2013-10-10,0.22606
2013-10-11,0.22865
2013-10-12,0.22893
2013-10-13,0.2277
2013-10-14,0.22679
2013-10-15,0.22622
2013-10-16,0.22475
2013-10-17,0.2265
2013-10-18,0.22723
2013-10-19,0.22597
2013-10-20,0.22781
2013-10-21,0.2262
2013-10-22,0.22532
2013-10-23,0.22657
2013-10-24,0.22729
2013-10-25,0.22729
2013-10-26,0.22734
2013-10-27,0.2257
2013-10-28,0.22494
2013-10-29,0.22132
2013-10-30,0.22386
2013-10-31,0.22628
2013-11-01,0.22291
2013-11-02,0.22195
2013-11-03,0.22417
2013-11-04,0.22102
2013-11-05,0.22021
2013-11-06,0.22226
2013-11-07,0.22236
2013-11-08,0.2249
2013-11-09,0.22375
2013-11-10,0.22275
2013-11-11,0.22134
2013-11-12,0.22198
2013-11-13,0.22309
2013-11-14,0.22075
2013-11-15,0.22112
2013-11-16,0.21961
2013-11-17,0.21986
2013-11-18,0.22255
2013-11-19,0.22226
2013-11-20,0.21687
2013-11-21,0.19869
2013-11-22,0.21452
2013-11-23,0.20873
2013-11-24,0.21397
2013-11-25,0.21809
2013-11-26,0.21847
2013-11-27,0.21671
2013-11-28,0.21601
2013-11-29,0.21712
2013-11-30,0.21927
2013-12-01,0.2194
2013-12-02,0.21749
2013-12-03,0.21753
2013-12-04,0.21534
2013-12-05,0.2164
2013-12-06,0.21619
2013-12-07,0.21492
2013-12-08,0.21494
2013-12-09,0.21578
2013-12-10,0.2137
2013-12-11,0.21396
2013-12-12,0.21318
2013-12-13,0.21387
2013-12-14,0.21575
2013-12-15,0.21315
2013-12-16,0.21299
2013-12-17,0.21171
2013-12-18,0.21239
2013-12-19,0.21438
2013-12-20,0.21267
2013-12-21,0.21406
2013-12-22,0.21548
2013-12-23,0.21387
2013-12-24,0.21318
2013-12-25,0.2127
2013-12-26,0.21114
2013-12-27,0.2108
2013-12-28,0.21107
2013-12-29,0.21224
2013-12-30,0.20979
2013-12-31,0.21088
2014-01-01,0.21244
2014-01-02,0.2113
2014-01-03,0.21123
2014-01-04,0.21218
2014-01-05,0.21114
2014-01-06,0.20826
2014-01-07,0.20983
2014-01-08,0.21252
2014-01-09,0.21222
2014-01-10,0.21172
2014-01-11,0.21297
2014-01-12,0.21089
2014-01-13,0.21087
2014-01-14,0.20945
2014-01-15,0.20829
2014-01-16,0.2075
2014-01-17,0.20635
2014-01-18,0.2073
2014-01-19,0.20796
2014-01-20,0.20775
2014-01-21,0.20783
2014-01-22,0.20753
2014-01-23,0.20852
2014-01-24,0.20438
2014-01-25,0.20421
2014-01-26,0.20656
2014-01-27,0.20729
2014-01-28,0.20921
2014-01-29,0.21088
2014-01-30,0.20753
2014-01-31,0.20721
2014-02-01,0.20651
2014-02-02,0.20708
2014-02-03,0.20531
2014-02-04,0.20814
2014-02-05,0.20914
2014-02-06,0.20766
2014-02-07,0.20506
2014-02-08,0.25988
2014-02-09,10.51
2014-02-10,3.3834
2014-02-11,0.019035
2014-02-12,0.27054
2014-02-13,0.31133
2014-02-14,0.31907
2014-02-15,0.3186
2014-02-16,0.31651
2014-02-17,0.32021
2014-02-18,0.32198
2014-02-19,0.32175
2014-02-20,0.31862
2014-02-21,0.31927
2014-02-22,0.31781
2014-02-23,0.31864
2014-02-24,0.31953
2014-02-25,0.31886
2014-02-26,0.31841
2014-02-27,0.35245
2014-02-28,0.25178
2014-03-01,4.8649
2014-03-02,0.015451
2014-03-03,0.29055
2014-03-04,0.33658
2014-03-05,0.34514
2014-03-06,0.55101
2014-03-07,0.14229
2014-03-08,0.31081
2014-03-09,0.33942
2014-03-10,0.3442
2014-03-11,0.34238
2014-03-12,0.34036
2014-03-13,0.33656
2014-03-14,0.34213
2014-03-15,0.34414
2014-03-16,0.34289
2014-03-17,0.34442
2014-03-18,0.33991
2014-03-19,0.33877
2014-03-20,0.34125
2014-03-21,0.34265
2014-03-22,0.34223
2014-03-23,0.34334
2014-03-24,0.34428
2014-03-25,0.34106
2014-03-26,0.3394
2014-03-27,0.33551
2014-03-28,0.33161
2014-03-29,0.33518
2014-03-30,1.3693
2014-03-31,0.042288
2014-04-01,0.43535
2014-04-02,0.30759
2014-04-03,0.15833
2014-04-04,0.30888
2014-04-05,0.333
2014-04-06,0.33498
2014-04-07,0.3361
2014-04-08,0.33617
2014-04-09,0.33996
2014-04-10,0.33819
2014-04-11,0.33749
2014-04-12,0.33659
2014-04-13,0.33326
2014-04-14,0.33663
2014-04-15,0.33506
2014-04-16,0.33261
2014-04-17,0.3307
2014-04-18,0.33233
2014-04-19,0.33277
2014-04-20,0.33141
2014-04-21,0.33092
2014-04-22,0.33397
2014-04-23,0.32963
2014-04-24,0.33134
2014-04-25,0.32935
2014-04-26,0.39601
2014-04-27,0.20999
2014-04-28,0.30626
2014-04-29,0.32383
2014-04-30,0.3254
2014-05-01,0.3231
2014-05-02,0.32716
2014-05-03,0.32711
2014-05-04,0.32556
2014-05-05,0.32367
2014-05-06,0.32223
2014-05-07,0.31985
2014-05-08,0.32142
2014-05-09,0.32221
2014-05-10,0.32074
2014-05-11,0.31934
2014-05-12,0.32007
2014-05-13,0.32245
2014-05-14,0.32258
2014-05-15,0.32555
2014-05-16,0.32313
2014-05-17,0.32128
2014-05-18,0.31887
2014-05-19,0.31679
2014-05-20,0.31841
2014-05-21,0.31662
2014-05-22,0.31717
2014-05-23,0.32158
2014-05-24,0.31774
2014-05-25,0.31596
2014-05-26,0.31555
2014-05-27,0.31498
2014-05-28,0.31489
2014-05-29,0.31272
2014-05-30,0.31427
2014-05-31,0.31559
2014-06-01,0.31432
2014-06-02,0.3164
2014-06-03,0.3131
2014-06-04,0.31349
2014-06-05,0.31296
2014-06-06,0.31432
2014-06-07,0.31201
2014-06-08,0.31143
2014-06-09,0.31093
2014-06-10,0.31361
2014-06-11,0.31124
2014-06-12,0.31051
2014-06-13,0.30845
2014-06-14,0.30641
2014-06-15,0.30769
2014-06-16,0.30555
2014-06-17,0.30484
2014-06-18,0.3045
2014-06-19,0.30742
2014-06-20,0.30649
2014-06-21,0.30465
2014-06-22,0.30383
2014-06-23,0.30383
2014-06-24,0.30198
2014-06-25,0.30016
2014-06-26,0.30061
2014-06-27,0.30097
2014-06-28,0.3019
2014-06-29,0.3007
2014-06-30,0.3005
2014-07-01,0.30317
2014-07-02,0.30119
2014-07-03,0.29788
2014-07-04,0.29786
2014-07-05,0.29902
2014-07-06,0.29989
2014-07-07,0.29789
2014-07-08,0.29744
2014-07-09,0.29764
2014-07-10,0.29639
2014-07-11,0.29597
2014-07-12,0.29584
2014-07-13,0.29482
2014-07-14,0.29267
2014-07-15,0.29268
2014-07-16,0.29275
2014-07-17,0.29068
2014-07-18,0.28957
2014-07-19,0.28948
2014-07-20,0.29028
2014-07-21,0.28856
2014-07-22,0.29039
2014-07-23,0.29065
2014-07-24,0.28965
2014-07-25,0.28779
2014-07-26,0.28891
2014-07-27,0.28934
2014-07-28,0.28751
2014-07-29,0.28613
2014-07-30,0.28514
2014-07-31,0.28568
2014-08-01,0.28505
2014-08-02,0.28592
2014-08-03,0.28431
2014-08-04,0.28319
2014-08-05,0.28262
2014-08-06,0.28262
2014-08-07,0.28193
2014-08-08,0.28111
2014-08-09,0.28067
2014-08-10,0.27997
2014-08-11,0.28085
2014-08-12,0.28136
2014-08-13,0.27977
2014-08-14,0.27791
2014-08-15,0.27875
2014-08-16,0.27886
2014-08-17,0.27883
2014-08-18,0.27714
2014-08-19,0.27634
2014-08-20,0.27356
2014-08-21,0.27311
2014-08-22,0.27426
2014-08-23,0.27358
2014-08-24,0.2761
2014-08-25,0.27551
2014-08-26,0.27245
2014-08-27,0.27315
2014-08-28,0.27391
2014-08-29,0.27176
2014-08-30,0.26953
2014-08-31,0.26896
2014-09-01,0.26959
2014-09-02,0.27004
2014-09-03,0.27073
2014-09-04,0.27057
2014-09-05,0.27085
2014-09-06,0.27405
2014-09-07,0.27161
2014-09-08,0.2698
2014-09-09,0.26855
2014-09-10,0.26643
2014-09-11,0.26828
2014-09-12,0.27152
2014-09-13,0.27005
2014-09-14,0.26702
2014-09-15,0.26901
2014-09-16,0.26901
2014-09-17,0.26693
2014-09-18,0.26476
2014-09-19,0.26349
2014-09-20,0.26395
2014-09-21,0.26468
2014-09-22,0.26174
2014-09-23,0.26303
2014-09-24,0.26291
2014-09-25,0.26269
2014-09-26,0.25902
2014-09-27,0.2603
2014-09-28,0.25692
2014-09-29,0.25919
2014-09-30,0.25976
2014-10-01,0.25798
2014-10-02,0.25608
2014-10-03,0.25819
2014-10-04,0.25852
2014-10-05,0.25886
2014-10-06,0.2583
2014-10-07,0.26036
2014-10-08,0.25767
2014-10-09,0.25527
2014-10-10,0.25571
2014-10-11,0.25564
2014-10-12,0.25488
2014-10-13,0.25313
2014-10-14,0.25361
2014-10-15,0.25119
2014-10-16,0.25251
2014-10-17,0.25609
2014-10-18,0.25418
2014-10-19,0.25749
2014-10-20,0.25606
2014-10-21,0.25261
2014-10-22,0.25404
2014-10-23,0.25589
2014-10-24,0.25282
2014-10-25,0.25067
2014-10-26,0.2459
2014-10-27,0.24958
2014-10-28,0.24993
2014-10-29,0.251
2014-10-30,0.25161
2014-10-31,0.25225
2014-11-01,0.23724
2014-11-02,0.16722
2014-11-03,0.23375
2014-11-04,0.24452
2014-11-05,0.24753
2014-11-06,0.24607
2014-11-07,0.24784
2014-11-08,0.24849
2014-11-09,0.24643
2014-11-10,0.24903
2014-11-11,0.24897
2014-11-12,0.24702
2014-11-13,0.24741
2014-11-14,0.24429
2014-11-15,0.24565
2014-11-16,0.24418
2014-11-17,0.24338
2014-11-18,0.2424
2014-11-19,0.24167
2014-11-20,0.24107
2014-11-21,0.24268
2014-11-22,0.24488
2014-11-23,0.24055
2014-11-24,0.2442
2014-11-25,0.24333
2014-11-26,0.2437
2014-11-27,0.24271
2014-11-28,0.24311
2014-11-29,0.24075
2014-11-30,0.23983
2014-12-01,0.23818
2014-12-02,0.23898
2014-12-03,0.58529
2014-12-04,4.1998
2014-12-05,0.0081491
2014-12-06,0.22573
2014-12-07,0.26211
2014-12-08,0.26944
2014-12-09,0.2701
2014-12-10,0.27033
2014-12-11,0.26831
2014-12-12,6.1068
2014-12-13,0.006801
2014-12-14,0.26417
2014-12-15,0.30436
2014-12-16,0.44386
2014-12-17,0.17362
2014-12-18,0.16984
2014-12-19,0.28372
2014-12-20,0.69818
2014-12-21,0.052693
2014-12-22,0.26252
2014-12-23,0.30037
2014-12-24,0.30388
2014-12-25,0.30536
2014-12-26,0.30179
2014-12-27,0.30316
2014-12-28,0.30236
2014-12-29,0.30627
2014-12-30,0.30506
2014-12-31,0.30112
