ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2013	01-JUL-13	SUTTER	51	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.5449	BIFENTHRIN	.0430471			
NO	2013	01-JUL-13	SUTTER	51	PUBLIC HEALTH PEST CONTROL	WISDOM TC FLOWABLE	.162	BIFENTHRIN	.012798			
NO	2013	01-NOV-13	SUTTER	51	RIGHTS OF WAY	TALSTAR PL GRANULAR INSECTICIDE	13	BIFENTHRIN	.026			
NO	2013	01-NOV-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	13.3182	BIFENTHRIN	1.0521378			
NO	2013	01-AUG-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4432	BIFENTHRIN	.0350128			
NO	2013	01-JUL-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	52.0622	BIFENTHRIN	4.1129138			
NO	2013	01-JUL-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.3669	BIFENTHRIN	.0289851			
NO	2013	01-SEP-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.5392	BIFENTHRIN	.0425968			
NO	2013	01-JUN-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.3932	BIFENTHRIN	.0310628			
NO	2013	01-MAY-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	50.1596	BIFENTHRIN	3.9626084			
NO	2013	01-MAR-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.6756	BIFENTHRIN	.0533724			
NO	2013	01-DEC-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.148	BIFENTHRIN	.011692			
NO	2013	01-MAR-13	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	26.8094	BIFENTHRIN	2.1179426			
