ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2009	30-NOV-09	SUTTER	51	RIGHTS OF WAY	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.2665	BIFENTHRIN	.0210535			
NO	2009	30-OCT-09	SUTTER	51	RIGHTS OF WAY	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	14.7119	BIFENTHRIN	1.1622401			
	2009	30-OCT-09	SUTTER	51	RIGHTS OF WAY	MP400-EXT	16.0461	BIFENTHRIN	.00641844			
	2009	30-NOV-09	SUTTER	51	RIGHTS OF WAY	MP400-EXT	2.6743	BIFENTHRIN	.00106972			
	2009	30-SEP-09	SUTTER	51	RIGHTS OF WAY	MP400-EXT	5.3487	BIFENTHRIN	.00213948			
NO	2009	30-OCT-09	SUTTER	51	RIGHTS OF WAY	TALSTAR PL GRANULAR INSECTICIDE	3.1875	BIFENTHRIN	.006375			
NO	2009	30-OCT-09	SUTTER	51	RIGHTS OF WAY	TALSTAR PL GRANULAR INSECTICIDE	12.5	BIFENTHRIN	.025			
NO	2009	30-OCT-09	SUTTER	51	RIGHTS OF WAY	TALSTAR TERMITICIDE/INSECTICIDE	1.2496	BIFENTHRIN	.0987184			
NO	2009	30-MAY-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4054	BIFENTHRIN	.0320266			
NO	2009	30-MAY-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3107	BIFENTHRIN	.1035453			
NO	2009	30-JUL-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4054	BIFENTHRIN	.0320266			
NO	2009	31-JAN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.0676	BIFENTHRIN	.0053404			
NO	2009	30-OCT-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1351	BIFENTHRIN	.0106729			
NO	2009	30-OCT-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1351	BIFENTHRIN	.0106729			
NO	2009	30-JUN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8648	BIFENTHRIN	.0683192			
NO	2009	28-FEB-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4054	BIFENTHRIN	.0320266			
NO	2009	30-MAR-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1351	BIFENTHRIN	.0106729			
NO	2009	30-MAR-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.6081	BIFENTHRIN	.0480399			
NO	2009	30-MAR-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.2298	BIFENTHRIN	.0971542			
NO	2009	30-JUN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.2162	BIFENTHRIN	.0960798			
NO	2009	28-FEB-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.5945	BIFENTHRIN	.1259655			
NO	2009	31-JAN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3513	BIFENTHRIN	.1067527			
NO	2009	30-AUG-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.2162	BIFENTHRIN	.0960798			
NO	2009	30-JUL-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.8377	BIFENTHRIN	.1451783			
NO	2009	30-SEP-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1351	BIFENTHRIN	.0106729			
NO	2009	30-SEP-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.3378	BIFENTHRIN	.0266862			
NO	2009	30-JUN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.2703	BIFENTHRIN	.0213537			
NO	2009	28-FEB-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	.0625	BIFENTHRIN	.000125			
NO	2009	31-JAN-09	SUTTER	51	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	.1875	BIFENTHRIN	.000375			
