"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"70",0.767,15.359,0.164,4.603,0.237,8.34,4243.534,61.203,0.845,0.298,1.375,0.132,0.21,0.953,4.749,1.033,0.342,0.107,0.107,958.205,307.027,21.859,722.163,20.121,160.967,40,293.04,0.145,0.896,0.327,1.024,0.018,48.12,2.774,14.494,0.444,0.085,12.165,5.734,0,1.2957,0.0056235,0.0037525,4.9387e-05,959,0.047362133
"71",0.744,18.057,0.111,4.291,0.685,8.761,4910.942,52.871,0.891,0.149,1.438,0.089,0.204,1.631,0.612,1.615,0.173,0.197,0.197,5825.593,164.327,20.861,136.397,24.136,102.682,40,284.676,0.306,0.104,0.665,1.73,0.01,40.812,3.484,49.759,1.136,0.102,10.754,5.641,0.001,0.68387,0.0011638,0.00080647,3.3411e-05,5840,0.19512024
"72",0.745,18.586,0.478,1.51,0.492,46.495,2423.668,85.72,0.861,0.23,1.496,0.125,0.142,0.893,5.402,1.767,0.247,0.039,0.039,2119.042,109.762,22.682,546.613,23.167,181.919,40,111.451,0.636,0.239,0.305,0.92,0.015,37.415,0.924,47.233,0.408,0.057,14.071,5.313,0.001,4.6431,0.0085996,0.0070824,0.00083702,2120,1.7744824
"73",0.735,16.881,0.389,4.751,0.421,15.252,4018.99,59.03,0.713,0.285,1.369,0.061,0.263,0.031,5.393,1.632,0.955,0.008,0.008,3268.059,249.874,24.899,500.845,24.07,245.748,40,160.443,0.738,0.524,0.706,1.425,0.009,55.953,3.908,39.493,0.826,0.077,9.761,6.215,0.001,1.1466,0.0063752,0.0045024,6.3987e-05,3280,0.20987736
"74",0.721,16.125,0.179,3.852,0.767,18.134,3045.295,76.307,0.8,0.448,1.394,0.012,0.258,0.206,5.299,1.182,0.504,0.159,0.159,1852.275,182.281,21.469,330.056,21.844,188.184,40,47.061,0.056,0.856,0.625,1.187,0.018,39.669,4.831,76.853,0.054,0.01,1.592,8.387,0,3.066,0.024486,0.013445,0.00011647,1860,0.2166342
"75",0.771,15.603,0.462,3.57,0.431,23.788,2167.253,61.387,0.576,0.106,1.356,0.145,0.162,1.378,3.224,1.649,0.403,0.099,0.099,3980.402,74.727,21.995,428.075,20.313,408.458,40,280.647,0.657,0.215,0.434,1.284,0.007,4.302,0.726,77.801,1.145,0.088,10.305,8.431,0,1.297,0.0017845,0.001529,8.5706e-05,3980,0.34110988
"76",0.742,17.749,0.27,1.976,0.151,27.547,2216.138,88.422,0.1,0.111,1.512,0.143,0.164,1.378,0.136,0.956,0.648,0.186,0.186,1245.945,18.59,21.597,239.463,20.017,400.286,40,350.215,0.541,0.612,0.175,1.748,0.002,13.07,2.33,44.74,0.316,0.04,13.01,8.443,0.001,5.0072,0.0034048,0.0031057,0.00019793,1250,0.2474125
"77",0.731,17.425,0.463,0.342,0.244,22.707,3862.208,94.238,0.12,0.441,1.533,0.003,0.111,1.712,3.183,1.138,0.454,0.044,0.044,2572.469,200.788,21.315,645.992,22.856,361.698,40,231.216,0.187,0.133,0.411,1.009,0.007,28.614,3.125,57.743,0.035,0.029,8.956,4.463,0,6.2468,0.0013802,0.0011465,0.00035748,2580,0.9222984
"78",0.77,16.45,0.201,3.671,0.775,49.596,3838.724,62.201,0.678,0.3,1.5,0.089,0.275,1.959,4.538,1.101,0.72,0.004,0.004,2755.16,94.153,20.9,372.665,21.774,232.161,40,294.738,0.682,0.204,0.295,1.34,0.019,33.364,4.186,74.086,0.807,0.066,12.232,4.088,0.001,1.4012,0.0072537,0.0043878,0.000123,2760,0.33948
"79",0.762,17.24,0.116,1.522,0.923,44.516,3478.428,54.404,0.776,0.151,1.475,0.009,0.224,1.686,4.088,1.103,0.805,0.072,0.072,3086.284,353.023,23.557,23.087,24.624,235.078,40,351.423,0.077,0.551,0.52,1.653,0.017,1.938,0.94,8.538,0.342,0.048,11.213,9.448,0,0.74846,0.0023672,0.0011513,4.11e-06,3090,0.0126999
"80",0.756,19.041,0.386,2.82,0.451,10.85,4139.908,64.897,0.754,0.309,1.406,0.056,0.17,0.901,2.475,0.615,0.5,0.13,0.13,2479.125,95.196,21.65,104.581,20.713,198.898,40,56.619,0.684,0.425,0.743,1.753,0.014,18.341,2.554,39.064,0.305,0.027,9.512,4.166,0.001,1.7408,0.0084179,0.0037003,2.5753e-05,2480,0.06386744
"81",0.769,18.273,0.283,1.187,0.207,31.519,3943.033,68.176,0.145,0.406,1.302,0.092,0.149,0.209,0.626,0.61,0.729,0.049,0.049,2465.567,277.022,22.255,674.078,22.27,234.325,40,169.186,0.553,0.921,0.351,1.741,0.026,43.575,3.875,25.212,1.382,0.075,9.43,3.046,0,2.0592,0.0048233,0.0016017,1.591e-05,2470,0.0392977
"82",0.729,16.224,0.176,3.226,0.444,8.676,2716.901,77.29,0.516,0.425,1.414,0.124,0.267,0.343,0.924,1.963,0.202,0.076,0.076,4276.925,341.753,24.532,99.181,21.138,109.218,40,77.433,0.558,0.049,0.445,1.044,0.022,56.525,0.16,19.12,0.671,0.136,5.897,1.687,0,3.1822,0.021082,0.010726,0.00067241,4280,2.8779148
"83",0.739,17.849,0.211,1.575,0.699,41.836,2096.198,64.092,0.01,0.108,1.369,0.023,0.21,1.181,5.762,1.872,0.938,0.14,0.14,1152.454,255.238,24.585,124.753,24.668,326.82,40,197.169,0.347,0.417,0.519,1.016,0.011,38.85,1.563,72.424,1.405,0.004,11.165,3.899,0.001,1.6272,0.0046352,0.0031371,4.7125e-05,1160,0.054665
"84",0.76,19.558,0.368,3.33,0.371,8.129,2925.084,71.01,0.636,0.32,1.545,0.157,0.264,1.304,5.282,1.205,0.142,0.073,0.073,4901.352,288.24,24.654,555.951,20.255,383.804,40,4.531,0.581,0.189,0.324,1.619,0.011,37.027,2.039,7.623,0.769,0.042,14.623,4.859,0.001,2.4254,0.0012674,0.00069908,3.8622e-05,4910,0.18963402
"85",0.751,18.098,0.235,1.693,0.439,43.924,2415.962,85.545,0.594,0.156,1.578,0.086,0.102,0.845,3.411,1.964,0.689,0.192,0.192,2788.588,231.479,22.014,138.615,21.153,363.503,40,238.081,0.339,0.309,0.492,1.478,0.015,47.875,4.942,41.59,1.154,0.011,3.133,6.56,0.001,4.6388,0.026063,0.015653,0.00043991,2790,1.2273489
"86",0.733,16.14,0.375,0.549,0.142,13.685,4766.844,65.724,0.837,0.241,1.54,0.034,0.236,0.785,1.832,0.586,0.876,0.03,0.03,5326.715,283.175,22.013,276.45,21.037,385.2,40,13.97,0.227,0.616,0.75,1.093,0.014,34.86,3.002,64.215,1.458,0.042,5.395,5.394,0.001,1.8161,0.0013317,0.00082051,1.1074e-05,5340,0.05913516
"87",0.749,16.074,0.252,0.256,0.451,2.816,2863.808,51.512,0.152,0.393,1.456,0.015,0.152,1.18,0.495,0.638,0.627,0.043,0.043,2911.99,113.155,23.67,399.251,23.273,278.059,40,238.188,0.381,0.107,0.673,0.987,0.006,39.034,4.845,6.517,0.479,0.106,8.434,8.619,0,0.60303,0.001217,0.00098373,0.00010934,2930,0.3203662
"88",0.73,16.521,0.489,1.702,0.81,32.285,4643.799,75.075,0.225,0.287,1.44,0.085,0.226,0.803,3.648,1.606,0.868,0.146,0.146,1348.937,18.798,21.977,116.071,21.466,102.175,40,219.695,0.039,0.03,0.558,1.617,0.003,1.104,4.93,27.524,1.162,0.089,11.579,3.04,0,2.9132,0.010713,0.0092268,0.0020416,1360,2.776576
"89",0.777,19.245,0.239,2.161,0.789,6.995,4801.425,87.371,0.938,0.062,1.41,0.155,0.15,1.072,5.922,0.723,0.103,0.192,0.192,2827.939,44.711,20.638,6.731,24.334,342.228,40,256.534,0.633,0.361,0.612,0.952,0.025,22.552,0.283,67.677,0.997,0.13,10.708,0.353,0.001,4.8456,0.0016007,0.0011905,1.622e-05,2830,0.0459026
"90",0.758,17.072,0.404,2.807,0.524,19.905,2751.443,83.672,0.841,0.025,1.45,0.103,0.112,0.161,4.613,1.901,0.24,0.065,0.065,4472.367,92.307,20.708,80.895,23.979,243.588,40,58.376,0.165,0.965,0.114,1.437,0.013,48.895,1.738,34.277,0.997,0.135,9.539,2.791,0,4.2817,0.0067952,0.00466,4.7427e-05,4470,0.21199869
"91",0.724,15.133,0.171,3.747,0.505,9.318,2592.882,66.379,0.611,0.143,1.381,0.139,0.255,1.537,4.356,1.691,0.898,0.067,0.067,2908.647,219.145,24.795,654.133,22.169,118.111,40,310.326,0.667,0.667,0.346,1.451,0.006,39.095,3.743,12.185,0.631,0.116,5.889,0.455,0,1.8121,0.010874,0.0063088,6.9322e-05,2910,0.20172702
"92",0.739,15.236,0.468,3.634,0.451,18.418,2728.916,62.502,0.792,0.158,1.437,0.024,0.249,1.493,2.651,0.774,0.821,0.072,0.072,5261.255,251.322,21.367,86.024,24.67,273.878,40,223.605,0.164,0.56,0.79,1.08,0.028,48.324,4.886,4.443,0.19,0.075,7.527,6.789,0,1.5035,0.021112,0.0076601,3.6691e-05,5270,0.19336157
"93",0.752,17.558,0.423,3.073,0.499,28.48,2567.552,51.541,0.65,0.276,1.463,0.081,0.163,1.123,4.7,1.462,0.208,0.079,0.079,1066.687,290.714,22.262,227.511,22.266,252.018,40,313.953,0.737,0.549,0.548,1.034,0.018,0.314,2.762,0.986,1.309,0.059,3.215,5.274,0.001,0.60955,0.0080424,0.004365,4.5862e-05,1070,0.04907234
"94",0.731,17.008,0.366,1.81,0.744,37.795,3857.397,94.572,0.658,0.412,1.645,0.137,0.279,1.332,3.758,0.833,0.523,0.096,0.096,5009.779,217.702,23.707,501.234,22.613,103.154,40,2.819,0.689,0.699,0.394,1.181,0.014,40.602,3.339,47.314,0.095,0.02,8.423,9.639,0,6.4416,0.0098965,0.0065014,0.00027751,5020,1.3931002
"95",0.76,16.097,0.131,2.065,0.738,6.088,3847.623,77.42,0.458,0.384,1.366,0.103,0.273,0.966,0.825,1.348,0.25,0.189,0.189,4160.52,92.417,21.566,23.734,23.792,273.988,40,183.309,0.261,0.156,0.287,1.132,0.024,43.785,3.611,9.401,1.306,0.051,10.621,7.531,0,3.1741,0.013184,0.0066277,0.00011369,4160,0.4729504
"96",0.777,17.066,0.142,1.508,0.73,19.284,2603.649,82.302,0.48,0.392,1.329,0.143,0.233,1.507,5.508,1.034,0.133,0.199,0.199,3417.779,225.215,23.464,5.031,21.539,322.254,40,307.074,0.455,0.279,0.632,1.559,0.013,28.145,2.639,26.31,0.058,0.005,13.384,2.016,0,3.9463,0.0018974,0.0010204,4.6999e-06,3420,0.016073658
"97",0.756,15.15,0.15,4.017,0.39,44.135,3608,63.097,0.856,0.074,1.418,0.126,0.166,0.351,1.401,0.749,0.299,0.14,0.14,2002.926,212.277,23.042,326.25,23.163,250.374,40,106.633,0.351,0.8,0.69,0.863,0.017,17.866,3.946,18.067,0.724,0.041,2.763,6.396,0.001,1.4983,0.0097945,0.0054543,4.1617e-05,2010,0.08365017
"98",0.772,17.357,0.424,2.521,0.135,17.759,2044.918,88.096,0.809,0.368,1.634,0.106,0.225,1.806,0.835,1.433,0.399,0.023,0.023,4675.049,141.111,21.025,488.023,24.027,265.061,40,58.425,0.579,0.039,0.223,1.724,0.007,17.769,2.05,21.256,1.108,0.068,4.252,6.918,0,4.999,0.017989,0.012961,0.0043066,4680,20.154888
"99",0.72,18.283,0.357,4.243,0.49,46.779,3232.355,68.198,0.764,0.338,1.371,0.034,0.275,0.077,1.451,0.957,0.195,0.092,0.092,2052.447,51.878,24.978,485.62,20.388,221.286,40,49.059,0.514,0.928,0.709,0.974,0.013,9.714,3.509,47.399,1.172,0.079,12.48,5.341,0.001,2.0721,0.010422,0.0078323,8.8221e-05,2050,0.18085305
"100",0.731,15.949,0.145,2.298,0.292,42.128,3840.642,55.412,0.624,0.149,1.443,0.143,0.154,1.869,1.477,0.867,0.431,0.116,0.116,2771.922,49.856,24.048,96.324,22.851,116.083,40,239.87,0.559,0.299,0.473,1.149,0.021,14.22,1.768,24.035,1.457,0.051,12.53,9.932,0.001,0.82462,0.0026181,0.0015408,2.0582e-05,2770,0.05701214
"101",0.728,17.284,0.39,0.782,0.445,7.973,4936.208,65.612,0.475,0.203,1.587,0.052,0.2,1.75,3.473,0.589,0.396,0.044,0.044,2752.545,219.577,22.769,378.031,23.091,257.187,40,271.416,0.316,0.254,0.422,1.213,0.013,57.582,2.691,20.026,1.033,0.051,0.109,6.494,0,1.8239,0.0032713,0.0016928,5.075e-05,2760,0.14007
"102",0.745,18.834,0.459,4.917,0.795,6.68,4689.113,77.203,0.012,0.175,1.339,0.114,0.142,0.674,2.91,0.512,0.42,0.122,0.122,4446.413,96.029,22.392,174.367,24.539,259.967,40,245.852,0.631,0.387,0.547,1.743,0.012,7.284,4.154,76.658,1.079,0.126,0.318,1.296,0,3.1967,0.00076618,0.00052842,1.2973e-05,4450,0.05772985
"103",0.738,19.633,0.326,1.424,0.528,18.975,4286.337,62.185,0.106,0.09,1.548,0.132,0.206,1.01,2.321,0.856,0.73,0.081,0.081,5471.416,310.94,23.421,439.384,23.406,249.236,40,309.355,0.737,0.336,0.768,1.744,0.023,32.167,4.265,66.854,1.363,0.048,1.832,7.275,0.001,1.4272,0.0018812,0.00071247,1.455e-05,5480,0.079734
"104",0.725,15.283,0.453,1.831,0.291,25.499,4504.169,83.437,0.766,0.231,1.604,0.095,0.109,0.904,4.844,1.619,0.521,0.172,0.172,1237.615,181.864,22.862,579.961,22.801,292.928,40,93.25,0.423,0.846,0.735,1.322,0.003,54.184,3.342,33.672,0.449,0.138,4.406,8.739,0,4.1352,0.0057978,0.0053421,0.00033558,1250,0.419475
"105",0.753,15.723,0.402,3.647,0.458,33.159,3566.812,83.568,0.287,0.353,1.32,0.036,0.159,1.939,5.573,0.831,0.441,0.166,0.166,5224.347,97.259,22.466,603.71,20.169,414.267,40,319.025,0.672,0.796,0.37,1.478,0.017,43.439,4.507,55.813,1.004,0.024,5.851,3.792,0.001,4.2751,0.0044015,0.0021905,3.6122e-05,5230,0.18891806
"106",0.767,16.538,0.477,3.076,0.678,25.323,2617.263,89.214,0.021,0.051,1.345,0.065,0.285,1.699,3.673,1.139,0.83,0.198,0.198,4215.459,61.728,23.341,188.012,20.258,176.638,40,244.152,0.619,0.914,0.14,0.981,0.027,21.573,1.948,19.937,1.16,0.139,8.12,0.903,0.001,5.2137,0.0056577,0.0034438,5.3492e-05,4220,0.22573624
"107",0.737,16.131,0.448,3.311,0.759,17.105,2586.251,52.778,0.33,0.334,1.409,0.026,0.255,1.456,0.685,0.524,0.719,0.089,0.089,4863.536,201.636,20.03,208.614,22.206,169.6,40,50.368,0.734,0.882,0.151,1.326,0.012,23.45,3.196,53.204,0.951,0.028,0.962,8.189,0,0.6743,0.0052827,0.0027677,1.0386e-05,4870,0.05057982
"108",0.774,19.416,0.176,0.03,0.695,44.922,4073.623,94.452,0.198,0.389,1.552,0.137,0.192,0.492,1.416,1.05,0.144,0.057,0.057,4732.483,344.948,22.51,527.456,20.74,187.363,40,221.64,0.398,0.748,0.404,1.395,0.019,42.858,2.19,23.451,0.188,0.088,12.368,1.175,0,6.2484,0.0015476,0.00083482,1.185e-05,4740,0.056169
"109",0.744,16.674,0.207,2.143,0.191,20.082,3766.014,93.882,0.958,0.165,1.467,0.155,0.153,0.976,0.918,0.688,0.976,0.068,0.068,4113.34,285.527,21.966,499.278,21.869,373.366,40,181.827,0.601,0.156,0.483,1.071,0.021,15.324,0.798,62.209,1.03,0.011,13.092,9.243,0,6.2433,0.028589,0.01948,0.0035744,4120,14.726528
"110",0.755,17.913,0.218,4.223,0.252,31.361,2551.348,86.977,0.681,0.17,1.353,0.131,0.284,0.21,0.293,0.837,0.197,0.061,0.061,5121.871,176.441,23.908,449.546,23.815,236.986,40,28.967,0.567,0.974,0.693,1.637,0.019,38.826,3.635,79.515,0.553,0.112,11.81,2.593,0.001,4.843,0.0061098,0.0041272,8.8367e-05,5130,0.45332271
"111",0.771,19.946,0.439,4.886,0.487,46.807,2582.412,73.921,0.2,0.151,1.451,0.003,0.227,0.306,4.778,1.852,0.303,0.062,0.062,4824.477,134.645,21.065,360.981,20.71,290.819,40,143.741,0.305,0.365,0.43,1.754,0.026,47.638,3.685,47.579,0.627,0.048,6.692,7.495,0.001,2.8137,0.0083205,0.0029876,4.5855e-05,4830,0.22147965
"112",0.768,17.493,0.434,4.939,0.715,15.279,4556.064,81.692,0.939,0.369,1.396,0.056,0.106,0.346,0.702,1.282,0.631,0.066,0.066,5545.642,268.747,22.083,181.009,20.024,147.057,40,132.046,0.18,0.934,0.251,1.311,0.007,35.456,4.662,70.834,1.394,0.054,13.169,6.657,0,3.9514,0.037785,0.031034,0.00062792,5550,3.484956
"113",0.734,17.172,0.151,1.587,0.287,3.046,2429.191,76.107,0.932,0.03,1.47,0.038,0.169,1.288,1.967,0.855,0.411,0.173,0.173,4586.199,17.299,22.489,101.214,21.545,228.927,40,81.298,0.471,0.322,0.465,1.49,0.029,2.272,3.167,73.896,0.715,0.087,1.883,3.993,0,3.0703,0.0044523,0.0020142,2.5615e-05,4590,0.11757285
"114",0.744,17.123,0.306,1.645,0.831,16.818,4727.026,52.863,0.725,0.454,1.403,0.101,0.299,1.53,0.274,1.787,0.577,0.168,0.168,2655.142,89.32,23.239,441.91,22.653,342.117,40,138.008,0.112,0.08,0.386,1.277,0.001,17.942,3.14,2.567,0.373,0.104,1.859,0.708,0.001,0.67918,0.0094613,0.0070779,0.00047503,2690,1.2778307
"115",0.776,18.029,0.369,3.169,0.21,48.729,2285.844,62.561,0.969,0.263,1.457,0.125,0.131,1.501,4.405,1.372,0.589,0.091,0.091,1040.797,304.522,23.054,523.174,20.55,161.469,40,48.988,0.181,0.042,0.502,1.578,0.016,31.796,4.621,14.213,0.722,0.082,7.775,9.609,0,1.512,0.014846,0.0086456,0.00083424,1040,0.8676096
"116",0.734,19.842,0.128,0.91,0.851,9.103,3203.611,76.565,0.138,0.219,1.623,0.081,0.284,0.95,0.997,1.869,0.567,0.179,0.179,5551.917,345.308,23.497,224.533,20.787,280.072,40,66.769,0.024,0.302,0.378,1.616,0.022,33.74,1.467,43.229,1.172,0.004,13.461,4.045,0,3.2052,0.0087026,0.0030686,4.5976e-05,5550,0.2551668
"117",0.772,17.301,0.216,4.918,0.895,7.825,3400.02,68.172,0.018,0.325,1.462,0.132,0.161,1.266,1.985,1.872,0.842,0.186,0.186,1999.591,49.034,21.168,32.79,20.766,120.671,40,41.762,0.298,0.978,0.761,0.985,0.02,28.557,3.992,12.415,1.3,0.121,8.73,5.92,0,2.0522,0.0091563,0.0053338,1.5722e-05,2000,0.031444
"118",0.742,15.18,0.422,4.934,0.936,46.545,2342.687,88.474,0.964,0.388,1.433,0.031,0.234,0.344,0.124,0.54,0.857,0.014,0.014,4574.308,85.8,24.998,573.16,24.987,282.419,40,8.213,0.515,0.232,0.284,1.682,0.022,7.837,2.06,18.698,1.243,0.059,4.161,0.893,0.001,4.993,0.2518,0.089519,0.0039383,4580,18.037414
"119",0.743,16.183,0.48,2.728,0.502,45.441,3257.655,62.225,0.156,0.183,1.437,0.078,0.122,0.676,1.839,0.89,0.702,0.149,0.149,3381.991,88.863,24.315,443.433,24.813,211.566,40,73.813,0.197,0.292,0.755,1.383,0.029,8.742,1.609,29.371,1.153,0.108,7.007,7.31,0.001,1.4071,0.0069803,0.0030202,5.8808e-05,3380,0.19877104
"120",0.759,15.375,0.19,1.046,0.746,26.126,2234.235,91.989,0.482,0.194,1.62,0.16,0.148,1.49,4.184,1.031,0.415,0.091,0.091,2559.076,105.298,24.344,653.408,22.473,126.374,40,183.175,0.083,0.527,0.683,1.643,0.007,36.101,1.299,6.537,0.167,0.066,7.433,2.199,0.001,5.7958,0.005034,0.0031779,0.00019017,2570,0.4887369
"121",0.733,15.511,0.28,0.602,0.506,13.368,3446.165,70.94,0.243,0.469,1.597,0.106,0.189,0.081,2.319,0.9,0.17,0.152,0.152,5193.863,43.719,20.906,698.141,21.132,224.692,40,149.845,0.566,0.195,0.306,1.193,0.012,15.006,4.437,8.614,0.939,0.024,9.511,3.151,0,2.4054,0.0018551,0.00094987,3.9539e-05,5200,0.2056028
"122",0.759,19.406,0.382,0.626,0.432,42.816,4373.104,85.691,0.478,0.212,1.418,0.06,0.176,1.862,0.116,1.357,0.417,0.023,0.023,4559.153,274.43,21.25,547.777,20.957,238.224,40,133.396,0.265,0.495,0.781,1.629,0.028,29.836,0.434,13.092,0.575,0.044,1.083,7.954,0,4.6432,0.028911,0.012296,0.00027929,4560,1.2735624
"123",0.737,16.222,0.205,3.573,0.372,37.573,3820.297,61.095,0.318,0.455,1.519,0.032,0.116,1.584,4.693,1.246,0.374,0.162,0.162,4418.92,42.025,22.376,272.113,24.085,201.73,40,86.496,0.332,0.943,0.166,1.486,0.015,7.544,3.975,37.044,0.986,0.054,14.684,2.321,0.001,1.3078,0.0016275,0.00085184,6.366e-06,4420,0.02813772
"124",0.735,17.334,0.428,4.938,0.298,7.815,4733.712,51.928,0.318,0.296,1.453,0.138,0.197,1.356,0.686,0.866,0.298,0.089,0.089,3267.141,115.505,20.689,639.422,24.893,344.46,40,254.108,0.29,0.747,0.142,1.077,0.025,15.261,0.443,14.197,0.077,0.074,2.201,2.602,0.001,0.61039,0.0085727,0.002342,1.9891e-05,3270,0.06504357
"125",0.735,19.764,0.337,0.614,0.878,8.527,4796.03,69.845,0.229,0.432,1.554,0.029,0.259,1.896,2.938,0.989,0.247,0.011,0.011,1352.111,305.649,22.05,551.704,22.07,225.164,40,64.446,0.225,0.349,0.202,1.381,0.024,45.316,0.071,6.43,0.182,0.074,0.346,0.862,0,2.2986,0.0085364,0.0033182,7.2687e-05,1350,0.09812745
"126",0.729,15.759,0.443,3.751,0.355,23.099,4572.091,67.331,0.985,0.27,1.452,0.138,0.167,1.677,5.327,1.423,0.755,0.081,0.081,5082.292,124.387,22.154,225.477,23.822,200.055,40,159.489,0.562,0.466,0.583,1.465,0.002,35.746,4.8,65.344,1.257,0.135,10.472,7.264,0,1.9306,0.00080564,0.00076838,5.1981e-05,5120,0.26614272
"127",0.729,17.33,0.417,1.431,0.691,42.754,2960.654,94.176,0.054,0.383,1.403,0.015,0.105,0.535,4.972,0.716,0.692,0.137,0.137,1141.586,237.711,22.11,47.692,24.934,224.568,40,321.148,0.669,0.73,0.312,1.284,0.005,45.012,1.958,55.661,0.786,0.035,6.061,3.471,0.001,6.2468,0.0030364,0.002463,8.0149e-05,1140,0.09136986
"128",0.767,15.074,0.301,1.142,0.233,2.455,2294.481,89.001,0.065,0.456,1.517,0.047,0.152,1.314,2.714,0.882,0.288,0.024,0.024,5054.906,144.605,22.103,142.127,23.685,365.272,40,299.629,0.011,0.186,0.629,1.63,0.029,14.39,0.166,17.055,0.021,0.087,1.125,8.439,0,5.2053,0.0020277,0.00081187,2.7277e-05,5060,0.13802162
"129",0.744,19.836,0.137,0.399,0.853,3.816,3948.694,75.53,0.228,0.379,1.622,0.099,0.183,1.002,2.511,1.533,0.509,0.003,0.003,1643.656,50.353,22.812,120.938,20.597,105.129,40,343.781,0.064,0.831,0.753,1.247,0.023,36.514,3.086,72.166,0.71,0.089,11.123,0.121,0.001,3.0851,0.0035171,0.002214,2.1149e-05,1650,0.03489585
"130",0.767,16.352,0.406,1.965,0.242,29.652,2259.436,56.798,0.573,0.059,1.405,0.146,0.267,1.685,2.867,0.767,0.828,0.054,0.054,3328.035,185.59,21.032,398.637,24.691,252.657,40,171.108,0.562,0.705,0.707,0.963,0.021,36.146,4.222,32.912,0.212,0.038,2.577,7.509,0,0.96114,0.0039564,0.0019316,1.9977e-05,3330,0.06652341
"131",0.724,18.144,0.13,3.349,0.207,44.227,2561.181,91.707,0.175,0.401,1.36,0.098,0.185,0.835,4.264,1.989,0.522,0.024,0.024,4635.074,19.731,21.667,391.082,22.898,399.315,40,221.793,0.483,0.887,0.416,1.28,0.01,52.507,4.87,6.709,0.632,0.104,13.435,0.647,0.001,5.8146,0.00309,0.0019013,5.8534e-05,4640,0.27159776
"132",0.734,15.037,0.425,0.786,0.499,9.078,2763.719,65.579,0.725,0.092,1.646,0.089,0.285,1.129,2.734,0.925,0.715,0.047,0.047,1504.722,239.971,23.194,248.321,23.432,134.271,40,65.391,0.609,0.295,0.706,1.482,0.005,37.667,2.884,64.555,0.671,0.046,0.791,9.929,0.001,1.808,0.0037001,0.0029687,9.7725e-05,1510,0.14756475
"133",0.736,16.709,0.245,0.536,0.631,4.521,4590.412,79.28,0.982,0.228,1.35,0.027,0.243,0.013,5.953,0.705,0.134,0.157,0.157,2466.998,106.33,22.6,278.799,20.39,334.551,40,106.567,0.439,0.051,0.532,1.41,0.023,36.029,4.243,8.299,1.266,0.003,13.054,0.699,0.001,3.5114,0.003629,0.0017921,0.00018237,2470,0.4504539
"134",0.763,16.651,0.116,3.573,0.722,33.425,2786.792,97.346,0.462,0.182,1.443,0.126,0.2,1.204,2.786,1.848,0.442,0.054,0.054,3842.739,232.443,20.243,264.559,22.887,181.898,40,85.376,0.472,0.691,0.539,0.908,0.005,54.51,0.724,62.016,0.263,0.118,12.746,1.648,0.001,6.9148,0.0083219,0.0072443,0.000787,3870,3.04569
"135",0.767,18.439,0.159,0.867,0.893,34.628,4491.204,84.495,0.296,0.245,1.347,0.033,0.166,0.026,0.488,0.56,0.97,0.114,0.114,5335.789,185.732,22.884,11.724,20.659,118.881,40,214.687,0.059,0.662,0.765,0.952,0.025,3.118,0.117,30.941,1.292,0.017,12.096,9.22,0,4.2868,0.013312,0.0084549,4.4043e-05,5340,0.23518962
"136",0.763,19.648,0.309,4.594,0.143,20.126,3512.547,75.367,0.938,0.405,1.432,0.083,0.148,0.245,3.707,1.429,0.446,0.114,0.114,1486.361,88.545,22.391,142.211,24.295,413.922,40,105.653,0.415,0.525,0.497,1.238,0.011,23.182,2.985,50.629,1.309,0.07,11.448,3.838,0,2.9255,0.012293,0.0089238,0.00011918,1490,0.1775782
"137",0.737,18.29,0.126,2.212,0.405,4.479,4802.258,75.826,0.412,0.292,1.4,0.08,0.103,1.068,1.923,1.953,0.978,0.045,0.045,3036.981,39.105,22.409,576.894,22.103,354.454,40,363.072,0.734,0.8,0.507,1.342,0.002,23.362,1.01,13.797,0.28,0.071,3.203,6.689,0,3.0759,0.0050872,0.0043776,0.00012928,3050,0.394304
"138",0.738,17.415,0.354,4.472,0.683,4.713,3019.356,95.351,0.94,0.449,1.301,0.153,0.114,1.329,4.968,1.226,0.332,0.155,0.155,1772.543,309.642,23.588,444.506,21.81,393.886,40,180.334,0.392,0.972,0.469,1.604,0.024,55.943,0.289,29.005,1.477,0.017,12.15,3.835,0.001,6.4417,0.028487,0.017954,0.00041633,1770,0.7369041
"139",0.732,18.455,0.385,0.268,0.544,20.476,3710.558,65.353,0.026,0.393,1.5,0.154,0.255,1.453,1.242,0.718,0.459,0.095,0.095,1025.333,103.978,23.879,403.164,21.756,273.529,40,333.273,0.424,0.183,0.48,1.489,0.012,8.93,4.874,39.102,1.125,0.067,3.502,4.256,0,1.7457,0.0046695,0.0029107,0.00012382,1030,0.1275346
