"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"932",0.00255109392199074,-0.0503746054317917,0.0604637914146228,0.103821731737537,0.0446083362672233,-0.018345670506546,0.0316404159420147,0.225208697358104,0.150355264118666,-0.0768730014310569,-0.0232650440688339,0.0340599576796477,-0.105442700124095,0.0169922550754976,0.00361663408571192,-0.0699681013904361,-0.0209042910025111,0.0484579164915895,-0.177745351879922,0.18762195819925,0.144663876154967,-0.0384068247904333,-0.0384068247904333,-0.0752222567096773,0.0601716024713417,0.0198672511389176,0.202647582975104,0.186028625455321,-0.0169769072037357,0.00686046437016247,0.0588506048288166,-0.0209901504610903,-0.20202273352443,-0.0523308266503573,-0.0348432800207444,-0.00230156450841887,0.00605902769335959,-0.0341374387093356,-0.0727515251959754,0.0301807562795109,0.0514241833855118,0.0608601275721707,-0.0177891929624903,-0.0731467542827345
"933",0.00256122995725574,-0.0502359793292261,0.0600716419622836,0.103664128103351,0.0442695882256571,-0.0186543580669189,0.0312880798497418,0.224425715506978,0.149665018398349,-0.0769607926381842,-0.0236134525248293,0.0343173941955055,-0.105463503797759,0.0169192763159968,0.00358554045853752,-0.0699106891172179,-0.0206862290880919,0.0485655214973202,-0.177202220893007,0.187249530023128,0.144200827302614,-0.0382033907733835,-0.0382033907733835,-0.0753274152429768,0.0602910260309048,0.0197569463479302,0.202698427605983,0.186053726778397,-0.0171935418989634,0.00718212559541417,0.0585403423379004,-0.0208805600770228,-0.201028502477401,-0.0527376822618248,-0.034849181458914,-0.0021221011322298,0.00625339030970548,-0.0340058549545004,-0.0726345031181725,0.029841664446727,0.0515819990504635,0.0611424370592262,-0.018106804011854,-0.072913546833021
"934",0.00255172238707864,-0.050109584667924,0.0596894548285249,0.103508977301389,0.0439452107811427,-0.0189643089479981,0.0309306121334203,0.22366802267259,0.148996448710798,-0.0770290835032493,-0.0239827756826004,0.0345686267625066,-0.105473442028719,0.0168332170605939,0.00354858677645502,-0.069851083016897,-0.020459167597022,0.0486613178342091,-0.176693292474629,0.186907547099768,0.143767522709251,-0.0380153529331885,-0.0380153529331885,-0.0753829914865438,0.060384033237532,0.0196225934666146,0.202778980828204,0.186075086945092,-0.0174111446633308,0.00750821809447871,0.0582024023090429,-0.0207466337584356,-0.20005781893648,-0.0531545488544511,-0.0348150005613592,-0.0018912200390201,0.00645402545274804,-0.0338677371560962,-0.0725268387844992,0.0294907209324144,0.0517195683814167,0.0614421328904102,-0.0184075755587672,-0.0726500407185756
"935",0.00254300134775014,-0.049977648478523,0.0593000133374849,0.103353917931855,0.0436083696039176,-0.0192833693679023,0.0305556571984599,0.222894481876889,0.14831544364972,-0.0770935345244009,-0.024373373268845,0.0348376350153256,-0.1054662708923,0.0167370618862631,0.0035017868451572,-0.0697804703326349,-0.0202363502710852,0.0487582239528302,-0.176175394624141,0.186557093672346,0.143315355110705,-0.0378218070180451,-0.0378218070180451,-0.0754678423693357,0.0604957655143527,0.0194895708926557,0.202858299919231,0.186068691190686,-0.0176291752674531,0.00783643056531679,0.0578604378956668,-0.020600228721437,-0.199072540379961,-0.0535896879492186,-0.0348070557952224,-0.00163217592786167,0.00666422743532639,-0.0337366231799277,-0.0724214754304174,0.0291391811742124,0.0518537386050987,0.061754651301297,-0.0187309128384892,-0.0723783118289426
"936",0.00254346681710791,-0.0498383529548188,0.0589037729693763,0.103197338679316,0.0432580848115842,-0.0196080966866027,0.0301689987436169,0.222100497874404,0.147619494294901,-0.0771641718140357,-0.0247682067579252,0.0351219641482529,-0.105451925473001,0.0166395053692528,0.00345503809196901,-0.0697029946356884,-0.0200212667263006,0.0488603667888108,-0.175638146501191,0.186189867425105,0.142838563892867,-0.0376183562679666,-0.0376183562679666,-0.0755879254151076,0.0606301543890084,0.0193642300348217,0.202918925032785,0.186040688092228,-0.0178463917153262,0.00816184647454803,0.057524125462782,-0.0204553033576696,-0.198069643223398,-0.0540340012565315,-0.0348294241184655,-0.00137384840284302,0.00687780190202603,-0.0336120952171243,-0.0723140351786748,0.028793774426157,0.0519920601675966,0.0620676485373566,-0.0190744304626888,-0.0721119255873033
"937",0.00256926952648095,-0.0497049793500193,0.0585122009557837,0.103038345599256,0.0429132475553344,-0.0199110617016273,0.0297954812368487,0.221299719764816,0.146918996655939,-0.0772410287033683,-0.0251321573942362,0.0353864946185362,-0.105447501373384,0.0165581571704388,0.00341755216722099,-0.0696321154355633,-0.0198168025394191,0.0489666885231132,-0.17508305368978,0.185808981495304,0.142352347405529,-0.0374128987527905,-0.0374128987527905,-0.0757041711751977,0.0607481648176672,0.0192269672627589,0.202940570839989,0.18601357525569,-0.0180585388841205,0.00848031943270793,0.0572081667410099,-0.0203374183170122,-0.197063320977553,-0.0544583651004341,-0.034861858521024,-0.00117371105164521,0.00707666941884984,-0.0334840427935663,-0.0721833314268815,0.0284597190313214,0.0521393640400245,0.062371150287354,-0.0194096032554301,-0.0718581177974815
"938",0.00258379052832583,-0.0495823492011087,0.058134237159404,0.10288282743411,0.0425885250829556,-0.0201998352241013,0.0294186002766102,0.220530113813266,0.146234495627257,-0.0773003362948191,-0.0255008100623743,0.0356263011809506,-0.105437526268015,0.016472621135845,0.00338378796711964,-0.069562829065367,-0.0196119298560767,0.0490676094689742,-0.174563555595173,0.185450641048492,0.141893225587777,-0.0372229810854353,-0.0372229810854353,-0.0757822671317347,0.0608187004712235,0.0190526792891388,0.202980301589703,0.185997971606801,-0.0182654025529022,0.00880125511776297,0.0568881602305335,-0.0202152931101446,-0.196085037581917,-0.0548767295526758,-0.0348767531983077,-0.000960189283759357,0.00727752498915472,-0.0333551625786939,-0.0720493679876412,0.0281230888907136,0.0522672848445056,0.0626866790985398,-0.0197241096692194,-0.0715800682631303
"939",0.00262019367037133,-0.0494748463203618,0.0577654724940757,0.102725585341788,0.0422774261282884,-0.020461809512978,0.0290552838556144,0.219761830742649,0.145547204260553,-0.0773580201666845,-0.0258418852708622,0.0358366613364463,-0.105437523690742,0.0163976962444151,0.00335487015377803,-0.0694995878965252,-0.0194134993150293,0.0491697851589161,-0.174038810364587,0.185087018176787,0.141431922036593,-0.0370370320969369,-0.0370370320969369,-0.0758453075656924,0.0608514931441309,0.0188475035920894,0.202989422297885,0.185983828037524,-0.0184658570685286,0.00911808278077809,0.0565916253091319,-0.0201159443788195,-0.195108646424383,-0.0552740810278801,-0.0349002612087144,-0.00079774643632092,0.00746486080533024,-0.0332252052190487,-0.0718892728168814,0.0277926600721622,0.0523939841270038,0.0629994212013241,-0.0200266753287028,-0.0713055673622983
"940",0.00266069281791675,-0.0493926544827088,0.0574215738644556,0.102564233772207,0.0420009016078674,-0.0206994309631033,0.02872655253365,0.219036399827372,0.14490405178954,-0.0774109235531119,-0.0261492127447295,0.0360144408176683,-0.105457497714072,0.0163400471461656,0.00333221516340583,-0.0694522535460861,-0.0192063688447644,0.049263391389121,-0.173543159490012,0.184758430885708,0.141017580435381,-0.036868528341839,-0.036868528341839,-0.0758264406522921,0.0608546013591751,0.0186321243735077,0.202994876836386,0.185993650963439,-0.0186640415511541,0.00942529261175911,0.0562806741503472,-0.020023732691321,-0.194177531481026,-0.0556446903061295,-0.0348552551676628,-0.000659576758463028,0.00763067003722647,-0.0330768488410382,-0.0717259117516603,0.0274651809195354,0.052517983945407,0.063298097086765,-0.0202775570811351,-0.0710342671950024
"941",0.0026961339253165,-0.0493320769726446,0.0570983528524116,0.102403258744979,0.0417535273933133,-0.0209182317655441,0.0284165258643091,0.218348175939001,0.144295337088885,-0.0774489848080512,-0.026446096150211,0.0361639673944715,-0.105483007683848,0.0162844884095597,0.0033094737964164,-0.0694108399526026,-0.0189902870132099,0.0493450967811105,-0.173081730375414,0.184464558497838,0.140645341928474,-0.0367203328923801,-0.0367203328923801,-0.0757372221275387,0.0608161412807414,0.0183914677650083,0.20301407727196,0.186017816685704,-0.0188600866468696,0.00973036513652432,0.0559596008078179,-0.0199263263702775,-0.193284251668246,-0.0559984292014539,-0.0347571289742773,-0.000516008394544505,0.00778746259266342,-0.0329153761793744,-0.0715593971085434,0.027132983159785,0.0526282467130978,0.0635981085848496,-0.0204898492761331,-0.0707481331364148
"942",0.00269240648377859,-0.0492665360860156,0.0567618543159983,0.102247304716958,0.0414934874111987,-0.0211754393695622,0.0280532537873948,0.217654259630035,0.143673137019881,-0.0774570779291293,-0.0268276706754416,0.0363515918764933,-0.105458315923497,0.0161811647854741,0.003260028012356,-0.0693425630864746,-0.0187656445456894,0.0494198503155294,-0.172651921982036,0.184183596239482,0.140266548709737,-0.0365751603607073,-0.0365751603607073,-0.0756720106814949,0.0607868267069844,0.0181293012942331,0.203092825734824,0.185990055689388,-0.0190592734913954,0.0100527386395475,0.0556023267444633,-0.0197675825317726,-0.192377431611008,-0.0564116067091998,-0.0346815039831355,-0.000232990406969262,0.00798420087510331,-0.0327684660106123,-0.0714231655076594,0.0267766589493446,0.0527007776925457,0.0639449978591685,-0.0207424735454905,-0.0704080907078537
"943",0.00273488447604092,-0.0491818415306943,0.0564054827012851,0.102092696419263,0.0411974879557424,-0.0214248301072993,0.027674043181552,0.216897593190691,0.142991457561101,-0.0774900499325285,-0.0271884839652503,0.0365514623137233,-0.105427957451512,0.0160875363919855,0.0032172324625214,-0.0692609717939324,-0.0185774293408286,0.0495167543824257,-0.172151887718551,0.18383139243381,0.139801883490569,-0.036399663253591,-0.036399663253591,-0.075738916676501,0.0607922587234473,0.0178770864140347,0.203096750645788,0.18591822078722,-0.0192459891539351,0.0103669546565846,0.0553151758885413,-0.0196492532650766,-0.191408483933377,-0.0568166760481079,-0.0347359549231376,-2.96085173374944e-05,0.00817534179200573,-0.0326495228574051,-0.0712572681342758,0.0264506954213525,0.0527969619107231,0.0642817826194056,-0.0210538005019926,-0.0701066340211784
"944",0.00280789238193028,-0.0491926766009518,0.0560386062292949,0.101912920410229,0.0408310871712271,-0.0214686511249224,0.0270834812405869,0.216074012367347,0.142136767260416,-0.0775355901214672,-0.0274279812851654,0.0368194172023075,-0.105303864599213,0.0160010959063026,0.00317441533162333,-0.069116132600015,-0.0181666062593093,0.0495657662597504,-0.171651613058242,0.183557087504405,0.139304127156923,-0.036188907223774,-0.036188907223774,-0.076852105118818,0.0612330756674714,0.0180354346914611,0.202954739512732,0.185872334482831,-0.0194217240124596,0.0106715082165203,0.0559766184158726,-0.0194274653208029,-0.190249577833344,-0.0571826168347986,-0.0359187884433867,0.00137405664787703,0.00850930907988216,-0.0325289652447365,-0.0715815779383388,0.0260575859422099,0.0523212826394431,0.064464227201257,-0.0214454338764887,-0.0698771208088882
"945",0.00284082830941889,-0.0491231781396198,0.0556717389968416,0.101733053465282,0.0404929391872131,-0.0218042930511828,0.0267340755345843,0.215322618040751,0.141516585186833,-0.0775203236753297,-0.0277981948163793,0.0370634293491125,-0.105312375363742,0.0158973154119525,0.00320219823632169,-0.0690255925471931,-0.018083938104871,0.0496818601812134,-0.171145406278648,0.183130222072578,0.138846077126968,-0.0359556282172514,-0.0359556282172514,-0.0773991328444743,0.0615902074287616,0.0181355550718098,0.202868154780608,0.185754990700776,-0.0195996667959081,0.0109687638188273,0.0559440193318598,-0.0194301792568001,-0.189358409570949,-0.0576571385114353,-0.0367499605575658,0.000578183017486486,0.00865618818126569,-0.0323776081381182,-0.0709595563612664,0.0257433582704665,0.0528903335917722,0.0648650091259501,-0.0216808410283108,-0.0695541295663295
"946",0.00291335515140123,-0.0489823660536816,0.0553001922289764,0.101636597184736,0.0402079582716169,-0.0221185586019685,0.0264029180087334,0.21458785669813,0.140867835177935,-0.0775640283054465,-0.0281812461947551,0.0372454456121218,-0.105301502939543,0.015854450928315,0.00318629700872044,-0.068954464268299,-0.0180369021443385,0.0498210887430814,-0.170609502749137,0.182717171418822,0.138332427350561,-0.0357619625943781,-0.0357619625943781,-0.0773624438013883,0.0615432552792763,0.0178177016191373,0.202841459570254,0.185632764426542,-0.0197682509366391,0.0112545052875249,0.0554117140179894,-0.0193791295541532,-0.188462535154192,-0.0580788506032819,-0.0367093683347747,0.000380993909395626,0.00877975986000687,-0.0322753904028958,-0.070674775352867,0.0255036165186443,0.053157964440898,0.0652533482312971,-0.0220173718194094,-0.0692633262734108
"947",0.00300916143196861,-0.0488487506445909,0.054952321859485,0.10151300690708,0.0399324440106387,-0.022388396208029,0.0260693996104053,0.213846805036802,0.140201993731312,-0.0776277433456428,-0.0285138768747848,0.0374249679377834,-0.105297257435083,0.0158251147277316,0.00316269486327184,-0.0688891722328837,-0.0179493539485073,0.0499578963364989,-0.170067655621453,0.182309610374597,0.137819858465865,-0.0355742308474312,-0.0355742308474312,-0.0772081591287995,0.061427708180788,0.0174395424071482,0.202789649285443,0.18552260235304,-0.0199348088067251,0.0115272322541134,0.0548925126447266,-0.019330952520666,-0.187555424910314,-0.0584541033869691,-0.0364639088208807,0.00037701341614973,0.00891216838965705,-0.0321722779733153,-0.070471132502497,0.0252652176069462,0.053321525836853,0.0655789211843509,-0.0223553408514575,-0.0690181122850048
"948",0.00312031507689956,-0.0487552853283925,0.0546440357643644,0.10136447173464,0.0396923017818794,-0.0225970353546753,0.025782811897851,0.213151914249584,0.13958635585855,-0.0776974700223677,-0.0287659298819567,0.0375687460039047,-0.105326711643735,0.0158195923848044,0.00314870116794945,-0.0688501922353756,-0.0178223631565198,0.050075651721741,-0.169554158713834,0.181948139787415,0.13737578508937,-0.0354082760257986,-0.0354082760257986,-0.0769714028637214,0.0613007229026499,0.0170838785749317,0.202712306604513,0.185471733017011,-0.0201021189096003,0.0117861940274165,0.0544364435399719,-0.0193020866368036,-0.186698635677585,-0.0587706956932742,-0.0361402498538049,0.000395951477877948,0.00902518551841898,-0.0320416636066954,-0.0702821648178202,0.025017751005283,0.0534563861309512,0.0658454045412147,-0.0226147819306693,-0.0688023362573293
"949",0.00317762386910541,-0.048684043524743,0.0543527129238394,0.10120815229141,0.0394719237196146,-0.0228116569003569,0.0254809115242275,0.212509173923507,0.139023685145159,-0.0777319486754967,-0.0290586282587484,0.0377239886154249,-0.105328231240257,0.0157778522891282,0.00311747930860718,-0.0688073698194053,-0.0176484057654364,0.0501621119822695,-0.169118025130923,0.181658191148293,0.137009341902564,-0.0352716697404953,-0.0352716697404953,-0.0766992161230534,0.0611908053558603,0.0167535935802963,0.20271121128559,0.185432644911912,-0.0202748641922423,0.0120532470402017,0.0539825130378909,-0.0192066355548306,-0.185888645320658,-0.0591151023286744,-0.0357982638045201,0.000578268679416195,0.00916828541681014,-0.0318961730606183,-0.0701404022723811,0.0247301295550375,0.0535377834746624,0.0661242843095335,-0.0228346583084322,-0.0685325509155258
"950",0.00325620005501595,-0.0486342478159611,0.0540686631892091,0.10104901576524,0.0392549444881049,-0.0229877193354528,0.0251877699137321,0.211857053479006,0.138450647611009,-0.0777651568115039,-0.0293210535326036,0.0378507924778654,-0.105331601228227,0.0157363948344175,0.0030902990563676,-0.0687630455848503,-0.0174763647252667,0.0502452210139952,-0.168670478792265,0.181360902235098,0.136634503609656,-0.0351379477301437,-0.0351379477301437,-0.0764829170715063,0.0610718823633679,0.0164191692796354,0.202673601436734,0.185393510661101,-0.0204420424381404,0.0123214093045689,0.0536121327125083,-0.0191320767754525,-0.185064342969047,-0.0594338432659838,-0.0355548779111647,0.000711457536337212,0.0093005888123125,-0.0317536969612996,-0.0699655134741859,0.0244439974087028,0.0536177801754384,0.0664004342209169,-0.0230457388569835,-0.0682637030607309
"951",0.00329046614431461,-0.0485958788079068,0.0537842147411494,0.1008967987105,0.0390451099921698,-0.0231781872151479,0.0248555902550167,0.211226823958521,0.137883728252749,-0.0777581026947185,-0.0296458222213283,0.0379846500570478,-0.105292627184189,0.0156517803485573,0.00304566411919098,-0.0687011044535563,-0.0172873743012834,0.0503141326818095,-0.168279643654332,0.181097978806185,0.136286412724913,-0.0350208967612767,-0.0350208967612767,-0.0762851577755496,0.0609358558978038,0.0160626257629259,0.202702429019295,0.185333627043999,-0.0206100144605678,0.0126076908377675,0.05323951608237,-0.0190036116294393,-0.184247171477768,-0.0597947272474667,-0.0353612883956615,0.000963437554138995,0.00946602540348914,-0.0316163989833313,-0.0698113844249702,0.0241300975857094,0.0536509619333745,0.066720314782871,-0.0232647275980301,-0.0679296941884002
