"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"899",0.00558145503037556,-0.0562884543587823,0.075057250970896,0.108053305040788,0.0571360007841105,-0.00552664804335536,0.0433261360683153,0.251442600126811,0.174064530309066,-0.0729461922091416,-0.00959581637905748,0.0238063499588835,-0.103974114307707,0.021169122608335,0.00634820796273948,-0.0715178251296904,-0.0300241086971126,0.0450100900968179,-0.194116987023974,0.199479756019572,0.159426086530083,-0.0454275463463579,-0.0454275463463579,-0.0685276028531567,0.055468782215292,0.0213571752440277,0.192828855437915,0.181344076722341,-0.0083405318272887,-0.00595354422040071,0.0695016958754901,-0.0266397586912368,-0.237516125676483,-0.0376764551619966,-0.0334766860180257,-0.0116536836433298,-0.00178338694735527,-0.0374684463206073,-0.0740302078339343,0.0433571386811642,0.0461068900963626,0.0514822827402722,-0.0046714251842706,-0.0803781834147903
"900",0.00546105232419956,-0.0560867790141677,0.0745743657250359,0.10796738720347,0.0567514644199394,-0.00592275371901038,0.0429837471514007,0.250628018091695,0.173283795117578,-0.0731157766434911,-0.00998471995480203,0.0240950962364214,-0.104047746978208,0.0210183832068368,0.00622982959607197,-0.0715013280921423,-0.0297443411754267,0.0451352865409621,-0.193674535054495,0.199090047910599,0.158944912480785,-0.0452057592521987,-0.0452057592521987,-0.0689160598658283,0.0555065473247352,0.0212552617981462,0.193317826003639,0.181615315833994,-0.00861786075159392,-0.00551544123770396,0.069322066450836,-0.026480597186349,-0.236335808393011,-0.0381006757880524,-0.0337274687515328,-0.0114185375364339,-0.00151692740507914,-0.037445474966417,-0.0739989355741017,0.0429378198988904,0.0462638667950752,0.0517612108329168,-0.00517238406421377,-0.0801990888282455
"901",0.0053295285312134,-0.0558911017461405,0.0741103255909272,0.107876561514956,0.0563819484341589,-0.00631986622427274,0.0426593932136714,0.249851065555211,0.172552350116783,-0.0732790703441893,-0.0103671737792961,0.024390695579267,-0.104130309652162,0.020886545849224,0.00611866018960116,-0.0714886623437328,-0.0294558181205643,0.045245659594443,-0.193246024667627,0.198729138100801,0.158512554211126,-0.0449917704576916,-0.0449917704576916,-0.0692344046191222,0.0555825844600989,0.0212002074945297,0.193799323036677,0.181885090192272,-0.00889406100029975,-0.00509297360545731,0.0690856617758914,-0.0263137123597543,-0.235207170582159,-0.0385225989539119,-0.033887974007284,-0.0111679806902085,-0.00126432625470384,-0.0373952486571473,-0.0739906994276482,0.0425238073914648,0.0464239799439138,0.0520241550982723,-0.00562997745731641,-0.080025025501826
"902",0.00518119476069193,-0.0556760922611114,0.0736319072778066,0.107795146034591,0.0559811405665307,-0.00676023270102556,0.0423010193833894,0.249065420308985,0.171813742217256,-0.0734386026973458,-0.0108081314258461,0.0247429024824322,-0.104187164937938,0.0207374785141225,0.00599239168382084,-0.071453162578995,-0.029166567381685,0.0453594959271474,-0.192814712095233,0.198370589773729,0.158065786411684,-0.0447677315534506,-0.0447677315534506,-0.0696146458240611,0.0557282571356404,0.0211814545277239,0.194304652406419,0.182118586247351,-0.00917188678379515,-0.00466820142899708,0.0688299202607723,-0.0261110970964785,-0.234075080381075,-0.0389892761705007,-0.0340836705044749,-0.010840369775428,-0.000985980227100994,-0.0373566166054653,-0.0740069702375848,0.0421050460913286,0.0465891446684052,0.0523048575010148,-0.00613084098210695,-0.0798442848431481
"903",0.00511141761642259,-0.0554884925582441,0.073190685097862,0.107668812754663,0.0556225273007273,-0.00709777906225178,0.0420600797082036,0.248273626262505,0.171102577055837,-0.0736368856941849,-0.0110571394316301,0.0249964211334951,-0.104323135665692,0.0206675954321086,0.00592203779503281,-0.0714684105508961,-0.0288883282577366,0.0454742446522676,-0.192298386776959,0.197970674242702,0.157625371420145,-0.0445381452779416,-0.0445381452779416,-0.0698652050556832,0.055848815855136,0.0212124390197073,0.194618481373274,0.182401093686735,-0.00944388141230005,-0.00428786360891788,0.0686047662304268,-0.0260289931001947,-0.232967322215889,-0.0393210025575378,-0.0341577954735885,-0.0107775756189991,-0.000805681243084927,-0.0372658794626006,-0.0739548418025022,0.0417356615868346,0.0467930432243523,0.0524728162407212,-0.00650324874915143,-0.0797499336809133
"904",0.00494327135257458,-0.0553209227756677,0.072784279584966,0.107556666531616,0.0552989442114706,-0.00748614323491933,0.0418094340627556,0.247590732097437,0.17051682313693,-0.0737836626103806,-0.011412225680327,0.0252961096383787,-0.104433299976439,0.020570542797608,0.00582243618599593,-0.0714722760161598,-0.0285614807588791,0.0455351633804684,-0.19190315716223,0.197698679373512,0.157329161698563,-0.044357280366376,-0.044357280366376,-0.0699365981593846,0.0560023628650634,0.0212691900273538,0.195085075485389,0.18267953291663,-0.00973352701620317,-0.00390215429239723,0.0682085110111047,-0.0258324722430629,-0.231980971271276,-0.039714483735014,-0.0340189336285041,-0.0104773686177159,-0.000601917689234278,-0.0371346335871123,-0.0740038729101467,0.0413211389379398,0.0469582627538429,0.0526842797857937,-0.00681777380874967,-0.0795813725853464
"905",0.00473075669169707,-0.0550981179329857,0.0723160503829998,0.107477538827891,0.0548776980020997,-0.00799103910182944,0.0414315158486169,0.24684019562446,0.169851969401455,-0.0739190001333005,-0.0119546929876505,0.0257337696579004,-0.104457772502627,0.0203928262371523,0.00566818992199857,-0.0714069859854387,-0.0282341553110638,0.0456162230420575,-0.191498589368616,0.197407254757549,0.156949171151634,-0.0441476051937131,-0.0441476051937131,-0.0702409860724021,0.0562718221196971,0.0213425939370982,0.195657076433798,0.182867643672579,-0.0100280341823937,-0.00348142129791035,0.067818251777593,-0.0255353744177893,-0.230916062337953,-0.0402443806770484,-0.0340697561871335,-0.00996025305985175,-0.000302648340097112,-0.0370650455916835,-0.074095365430879,0.0408747982355247,0.0471191318595935,0.0529844009976574,-0.00730533159186403,-0.0793630621929626
"906",0.00458560361291315,-0.0548625633685498,0.0718312607657779,0.107380018977677,0.054434282950464,-0.00845626210330363,0.0410754888268869,0.246017395356151,0.169117910379207,-0.0740908412241743,-0.0124116920381692,0.0261390813429094,-0.104505437226236,0.0202452124850159,0.0055424751092038,-0.0713525009602948,-0.0279361107531163,0.0457268649933417,-0.190996016420176,0.197033110387357,0.156482813585016,-0.0439057618035112,-0.0439057618035112,-0.0706214366310355,0.0565373328584661,0.0214227760681583,0.196095451844821,0.183057282815851,-0.0103142594432707,-0.00307245174577994,0.0675161223117985,-0.0253208290143111,-0.229785939522472,-0.0407226214428752,-0.0342067580892336,-0.00961399199449695,-3.27396308169574e-05,-0.037004309296947,-0.0741206388071799,0.0404640344897953,0.0473140514496517,0.0532397802753582,-0.00780462987492187,-0.0791984675601394
"907",0.00446804223116314,-0.0546386324266298,0.0713636889269661,0.10726385576456,0.0540103958918592,-0.00888294913389024,0.0407626516201505,0.245195319694034,0.16839999495076,-0.0742749787346455,-0.0127979433869793,0.0265093519661179,-0.104586214785691,0.0201321548408676,0.00544163187252887,-0.0713205536067272,-0.0276394781245952,0.0458369890191261,-0.190463296858829,0.196646519601955,0.15602654292095,-0.0436642368479482,-0.0436642368479482,-0.0709285711202796,0.0567924818949011,0.0215212351817687,0.196459222526884,0.183269370194251,-0.0106021478673343,-0.00267878243767899,0.0672075596821542,-0.0251529249108889,-0.228672258484574,-0.0411551482754824,-0.0342740437082125,-0.00936426426097529,0.000198155585404572,-0.0369150572503785,-0.0741242857202182,0.0400684446366266,0.0475232839614641,0.0534558767250087,-0.00824532884653189,-0.079061765564315
"908",0.00433615592470318,-0.0544220778214008,0.0709092734075981,0.107140016284603,0.0535975908630896,-0.00931562732531948,0.0404716737462001,0.244395745856084,0.167725464032755,-0.0744565646005953,-0.0131784651205445,0.0268893275282675,-0.104678266315738,0.0200313849886326,0.00534248087702251,-0.0712960150694242,-0.0273259232821608,0.0459321922838891,-0.189936153170049,0.19628810195296,0.155611301503316,-0.0434311728830882,-0.0434311728830882,-0.071156094311968,0.0570815904258551,0.0216605576237546,0.196826139109257,0.183488478716131,-0.0108973071241121,-0.00229427183997107,0.0668411657364812,-0.0249704201824924,-0.22759813844676,-0.0415865584328011,-0.0342401608538177,-0.00908813886928054,0.00041868317513693,-0.0367983297579636,-0.0741503483822292,0.0396678377559433,0.0477373803494306,0.0536582911281777,-0.00864406263462614,-0.0789249683727853
"909",0.00419067593992062,-0.0542130231783824,0.0704629795143307,0.107011765713516,0.0531895810524761,-0.00975159967402603,0.0401858120604266,0.243604929399423,0.167074100920728,-0.0746306249494856,-0.0135704350801576,0.0272723449412495,-0.104771362927204,0.019928896534072,0.00524218231782144,-0.0712707636864787,-0.0269979447526443,0.0460157964287423,-0.189415423034275,0.195951116322618,0.155222358913186,-0.0432070016880416,-0.0432070016880416,-0.0713192441829193,0.0573779621122369,0.021807507162201,0.197201061326592,0.183708122259664,-0.0111997048871734,-0.00190814756608538,0.0664333739393961,-0.0247707379144412,-0.226542615317718,-0.0420221953575022,-0.0341306596278077,-0.00878186961938322,0.00063517944622694,-0.0366610413784749,-0.0741874148442327,0.0392567235923583,0.0479503387704772,0.0538634507476554,-0.00901680038818747,-0.0787738856004886
"910",0.00401908713456865,-0.0540095797110836,0.0700197158567147,0.106887707482387,0.0527888616782395,-0.0101963389875173,0.0398780371720771,0.242827728301901,0.166428498520408,-0.0747800961583573,-0.0140085186407638,0.0276517569821177,-0.104843136269633,0.0198011672021815,0.00513431665235919,-0.0712349153478056,-0.0266580551458319,0.0460887904107194,-0.188925650535505,0.195637528536467,0.154853169000299,-0.0429993429980239,-0.0429993429980239,-0.0714466086863651,0.0576363937195558,0.0219107653737464,0.197613608018533,0.18392206422081,-0.0115040545817749,-0.00151044031099248,0.0660085839587081,-0.0245410337863447,-0.225499663029734,-0.0424766000611056,-0.0339966292222218,-0.00840726167691594,0.000869030216441568,-0.0365248914536316,-0.0742318452185173,0.0388256472522033,0.0481394310299937,0.0541013247716683,-0.00938660222589801,-0.0785776824808076
"911",0.00385492427032505,-0.05380434964679,0.0695647240571218,0.106766131140877,0.0523763708808779,-0.0106438226241546,0.0395436825201127,0.24202455524076,0.16574572489878,-0.0749210116775547,-0.014471038905757,0.0280295627186521,-0.104898538134622,0.0196572591180898,0.00502223928062009,-0.0711877604880808,-0.0263263451839176,0.0461697481290162,-0.188425128496358,0.195306452586403,0.154449465485419,-0.0427875733297835,-0.0427875733297835,-0.0716101914279448,0.0578719071159457,0.0219734728261468,0.198018424327822,0.184115094881864,-0.0118062383876389,-0.00110110084156426,0.0656061820652642,-0.0243096498268977,-0.224424667710972,-0.0429446067325272,-0.0339155036083968,-0.00802478082260632,0.00111631933849533,-0.0364014803269177,-0.0742585687133247,0.0383890205527156,0.0483221321814643,0.054365080160261,-0.00978423424790423,-0.0783627918797061
"912",0.00370288820894082,-0.0536090152731659,0.0691145886579737,0.106639552098895,0.051975520075621,-0.0110697290224079,0.0392079984530361,0.241222358234822,0.165052007831462,-0.0750526320388732,-0.0149190388250785,0.0283763450257647,-0.104957016266832,0.0195131852642407,0.00492002247884435,-0.0711444163849397,-0.0260011040926662,0.0462541990488703,-0.187926443914427,0.194970970340677,0.154040381926968,-0.0425802387221601,-0.0425802387221601,-0.0717569945356703,0.0580596516260679,0.0219957414415925,0.198400221261821,0.184312063143475,-0.0121029588852123,-0.000689406104892488,0.0652205973480821,-0.0240963681319166,-0.223345799578721,-0.043399413628477,-0.033842214417232,-0.00767353889762354,0.0013587815408738,-0.0362783021166562,-0.0742620859909658,0.0379546013083282,0.0484954290556164,0.054636842625513,-0.0101700447347203,-0.0781381424348234
"913",0.00356331926107301,-0.0534667345901484,0.0686488061265399,0.106499645076853,0.0515317824882207,-0.0113933892033456,0.0387261741246334,0.240367514897442,0.164236039081728,-0.0751761565555201,-0.0153400480442969,0.0287574283149649,-0.104946514155748,0.0193500098910684,0.00480880112217314,-0.071053720535111,-0.025555294479288,0.0463188039610114,-0.187435176809551,0.194674162073189,0.153592898474027,-0.0423543106652094,-0.0423543106652094,-0.072468721484247,0.058434328061138,0.0221694610191433,0.198714651527592,0.184501109168731,-0.012393010083235,-0.000267710336001909,0.0653624438425885,-0.0238154128659437,-0.222139836361209,-0.0438556737470244,-0.0343883713371383,-0.00665814097361272,0.00169695752463601,-0.0361645240335546,-0.0745112850493935,0.0374762319121854,0.0483550869309817,0.0548602743590842,-0.0106220343162132,-0.0779245837205624
"914",0.0034221918581252,-0.0532973471088475,0.0681870321548195,0.106353857591458,0.0511126214058965,-0.0118460253783025,0.0383753034050899,0.239552168697472,0.163530149739722,-0.0752599494876497,-0.0158078372331387,0.0290940921836213,-0.105011277495958,0.0191829187519892,0.00474757941259938,-0.0709967360904593,-0.0252892805129805,0.046419975217407,-0.186937378346621,0.194288267644028,0.153158645990468,-0.0421188331687707,-0.0421188331687707,-0.0729017298357639,0.05873989275303,0.0222974844017515,0.199027210067231,0.184660945198276,-0.0126744138533049,0.000147428931386497,0.0651779250255876,-0.023672256840038,-0.221071222837583,-0.0443537161999428,-0.0348092585525821,-0.00681870424192697,0.00193114498960737,-0.036037420531342,-0.07424832497797,0.0370355159503318,0.0487476474793013,0.0551970436313382,-0.0109791991253992,-0.0776513926834623
"915",0.00331884694460791,-0.0531078726359781,0.0677347343844337,0.106248709131755,0.0507482203919835,-0.0122599155666642,0.0380590873141264,0.238760576478264,0.162818993684516,-0.0753661040011544,-0.0162490093381663,0.0293547796347479,-0.105081987720266,0.0190601885432246,0.00467352046644603,-0.0709655376872072,-0.0250504018907545,0.0465338991478602,-0.1864310214605,0.193918313829833,0.152709535795898,-0.041915165127475,-0.041915165127475,-0.0729726032414569,0.0587870924333469,0.0221768810077928,0.199346525964114,0.184827701113476,-0.012945737019183,0.000554468109023407,0.0647113938840854,-0.0235248652131675,-0.22001365796116,-0.0447993914980425,-0.0347484640224682,-0.00673871493204806,0.00213388016330193,-0.0359253968657876,-0.0741277150246839,0.0366394886999762,0.048988735874616,0.0555334896587676,-0.0113529114681711,-0.0773920187420193
"916",0.00321965104655641,-0.0529346735259221,0.0673048527239623,0.10612983174749,0.0504091324772078,-0.0126443056199954,0.0377380846892074,0.237991355429106,0.162113374738344,-0.0754654865250958,-0.016673878942039,0.029593575874122,-0.105152918293626,0.0189381658144259,0.00459701433449345,-0.070937616570829,-0.0247882264807463,0.0466422523496838,-0.185950887032656,0.193573187685243,0.152282520265221,-0.0417294321631032,-0.0417294321631032,-0.0729259278484363,0.0587538990616631,0.0219859575024065,0.199666925040593,0.185000089223609,-0.0132098023776943,0.000956133708379242,0.0642249866842276,-0.0233705827322941,-0.218974279720134,-0.0452202415233046,-0.0345357003506381,-0.00653793628209446,0.00234342778486809,-0.0358096053051627,-0.0740516021683228,0.036240176457145,0.0491583934213752,0.0558541526294103,-0.0117079001514147,-0.0771344049479789
"917",0.00312868958283017,-0.0527833069736506,0.0668888497153254,0.105996662545699,0.0500856161805566,-0.0130007538793637,0.0374145621411674,0.23723121946614,0.161410151338308,-0.0755536740868555,-0.0170827234237057,0.0298146000701783,-0.105220076455068,0.0188111181267832,0.00452049888654313,-0.0709111248290215,-0.0245097169299194,0.0467423163284261,-0.185486428019498,0.193241348012058,0.151870510961824,-0.0415532428287604,-0.0415532428287604,-0.0728478906990473,0.0586939277508137,0.0217696102360118,0.199972317849014,0.185169472232962,-0.0134697913188873,0.00135762842646241,0.0637713189593525,-0.0232150714752899,-0.217938296064558,-0.0456270960378361,-0.0343015920457368,-0.00628978729484783,0.00255693860922735,-0.0356886712762526,-0.0739816154690832,0.0358312538101309,0.049292996832452,0.0561664397690403,-0.0120433020525082,-0.0768731222204224
"918",0.00303016705802663,-0.0526439204566222,0.0664792850549623,0.10586032546773,0.0497668156432981,-0.0133510692667949,0.0370688958748647,0.236481589052428,0.160707659779031,-0.0756223321708971,-0.0175092083460586,0.0300340813759577,-0.105268372183358,0.0186653828762361,0.00443936651715364,-0.0708745638116057,-0.0242234703059064,0.0468353783299535,-0.185047700344885,0.192925201891986,0.1514688093977,-0.0413862040997242,-0.0413862040997242,-0.0727916845400423,0.0586267130335113,0.0215363857840782,0.200288743332404,0.185323784052933,-0.0137235197596908,0.00176201501220447,0.0633513792616689,-0.0230411576582389,-0.216908139224336,-0.0460452675289307,-0.0341098879520558,-0.00598581292166436,0.00278602456166969,-0.0355742847766742,-0.0739188124881492,0.0354107622785493,0.0494010921793435,0.0564938512594645,-0.0123794116286688,-0.0765875407649468
"919",0.00293049634674277,-0.0524968336209735,0.0660497257227784,0.105728126192805,0.049424871542083,-0.0137218627473464,0.0366793871419825,0.235710001450034,0.159972529300506,-0.0756832734136509,-0.0179782416127115,0.0302859642422139,-0.105284030846512,0.0184969654232351,0.00434749797151414,-0.0708165372423058,-0.02394617415093,0.0469344110558186,-0.184604671073546,0.192594960930215,0.151032992111808,-0.0412072924396659,-0.0412072924396659,-0.0728451479566963,0.0585997939621046,0.0213114927456545,0.200610949356771,0.185437184188426,-0.0139704806356853,0.00217194016912268,0.0629726544402266,-0.0228471083162074,-0.215846123954997,-0.046500121230655,-0.0340390891581927,-0.00562525976400643,0.0030444161367421,-0.0354823861547569,-0.0738606199362691,0.0349857522285652,0.0494992524247398,0.0568471967255981,-0.0127657404471875,-0.0762888165568327
"920",0.00285262192366164,-0.0523237569000037,0.0655935333775638,0.105595266882017,0.0490363844471042,-0.0141205189754753,0.0362580589422686,0.234884136981345,0.159191537736209,-0.075763664692905,-0.0184600017812899,0.030594855626306,-0.105283292900309,0.0183268426599849,0.00425347424687032,-0.0707396824871313,-0.0236856604678075,0.0470525506140729,-0.1841081365595,0.192217607811275,0.150529198751445,-0.0409958250091741,-0.0409958250091741,-0.073045219157786,0.0586702668447295,0.0211445808697743,0.200893728994019,0.185502644372504,-0.0142150804286062,0.0025778233765254,0.0626342095039264,-0.0226546314298484,-0.214731338288152,-0.0469876945454437,-0.0340980924120731,-0.00526584874294801,0.003317636138442,-0.035410095690049,-0.0738033703560323,0.0345737779759753,0.0496209835037135,0.0571989272844203,-0.0132151434574654,-0.0760156363109936
"921",0.00281721295032642,-0.0521417653678379,0.0651346700246425,0.10545467577852,0.0486384980180555,-0.0144972923752307,0.0358558380291227,0.234035939873719,0.158396322191517,-0.0758711032808501,-0.018883275157578,0.0308972816085014,-0.105301010357389,0.0181898844819135,0.0041811971167196,-0.0706719871262071,-0.0234474378344521,0.0471851162185792,-0.183561082139042,0.191803228853067,0.14999445409364,-0.0407650543128091,-0.0407650543128091,-0.0733018683025034,0.0587790970321784,0.0210201725146521,0.201095634226152,0.185568775586449,-0.0144511027703,0.0029624917321765,0.0623438031006409,-0.0225110080508013,-0.213602995169889,-0.0474464407018611,-0.0342171708979034,-0.00501118848345928,0.0035681770464412,-0.0353369131958219,-0.0737197362516328,0.0341911577708768,0.0497720640147072,0.0575137164522264,-0.0136605891131634,-0.0757871460711293
"922",0.00279901518540738,-0.0519802034567118,0.0647040104440415,0.105305569258501,0.0482761672306133,-0.0148321009227448,0.0354999977763617,0.233227382051033,0.157646229431381,-0.0759823230964753,-0.0192398902156352,0.031154467470531,-0.105349882677399,0.0180893747955841,0.004134101984313,-0.0706289902633869,-0.0232094951822204,0.0473100223997485,-0.183024019458069,0.191408242477419,0.149504047169101,-0.040547686579705,-0.040547686579705,-0.0734772900108567,0.0588625220167529,0.0209046691379872,0.201253427798836,0.185670561326604,-0.0146841286923605,0.0033279595443621,0.0620549505734908,-0.0224042883912631,-0.212525356090223,-0.0478567840230183,-0.034271105238976,-0.00483500711594119,0.00378324079477292,-0.0352366113022425,-0.0736207937818235,0.033824286934789,0.0499319458048602,0.0577950643770769,-0.014035417950186,-0.0755777294887244
"923",0.00278870918226702,-0.051855340020483,0.0643134093773736,0.105144773541329,0.0479652098472647,-0.0151224213509197,0.0352059934225562,0.232474937713766,0.156965842574223,-0.0760875175274633,-0.0195353610134881,0.0313581993499909,-0.105433074059603,0.0180201335390386,0.00410256900194295,-0.0706125876631681,-0.0229584136326437,0.047416400355953,-0.182516226955874,0.19105931943603,0.14908610807863,-0.0403563554842256,-0.0403563554842256,-0.0735089508294041,0.0589075410464851,0.0207884357012639,0.201385289122819,0.185809486598211,-0.0149183910587444,0.00367651263645536,0.0617393157466908,-0.0223188929784206,-0.21151610511337,-0.0482154823009092,-0.0341995947203608,-0.00471270953701979,0.00395690146019784,-0.0350953038354603,-0.0735137024529296,0.0334622284567834,0.0500919868502473,0.0580464016349343,-0.0143155072462948,-0.0753756288816708
"924",0.00272653459960437,-0.0517515225612272,0.0639443332308952,0.104989035105112,0.0476862897706265,-0.015427535690259,0.0349100280640013,0.231788440106876,0.156351355897732,-0.0761561891098447,-0.0198805369857911,0.0315636415727305,-0.105498024335078,0.0179263590293326,0.00405595897677802,-0.0705922255763512,-0.0226777972811209,0.0474935102093694,-0.182087570965859,0.19078700514783,0.148751149603831,-0.0401987308464054,-0.0401987308464054,-0.073427366162025,0.0589317550220037,0.0206578424200309,0.20159755825895,0.185950952277821,-0.0151599822607861,0.00403092907611758,0.0613507327943583,-0.0221709622121764,-0.210574542710544,-0.0485991589047938,-0.0340182621358246,-0.00446453050331102,0.0041440430658401,-0.0349332176364987,-0.0734450032784705,0.0330714461056588,0.0502175260654975,0.0583241338030309,-0.0145499375027287,-0.0751191253303208
"925",0.00262129910546357,-0.0516140661242296,0.0635346210617163,0.104848017469909,0.0473477467984425,-0.0158157920354109,0.0345182824637791,0.231051733568789,0.155685899151247,-0.0762043093198015,-0.0203662896495448,0.0318673601229725,-0.105488599710555,0.0177668185941113,0.00396766703119309,-0.0705185798700257,-0.0223960405067542,0.0475732223504424,-0.181659448554194,0.19050146562554,0.14835877792877,-0.0400238257919156,-0.0400238257919156,-0.0734837248788992,0.0590379786592557,0.0205370234295088,0.201883958751453,0.186001591320054,-0.0154062986278441,0.00440937918474006,0.060940802754099,-0.0219358412458022,-0.209575261034812,-0.0490852363130002,-0.0339458488508869,-0.00402607843848816,0.00439910531223667,-0.0348070121952811,-0.0734203186460004,0.0326537842503056,0.050322265945839,0.0586710905857034,-0.0148956828932846,-0.0748114110083429
"926",0.00255995517021056,-0.0514332200357623,0.0630792022179907,0.104706777491341,0.0469375981384825,-0.0162312605597298,0.0340808010307317,0.230211434222795,0.154925448563357,-0.0762874021131046,-0.0208638558340156,0.0322321677810615,-0.10545622476988,0.0176039113225469,0.00387644808618544,-0.0704186238399363,-0.0221493132817139,0.0476864520358144,-0.181129524352544,0.190120566862577,0.147841473718,-0.0397975013924114,-0.0397975013924114,-0.0737438775390903,0.0592379097833994,0.0204579384006267,0.202096177089767,0.185986304167246,-0.0156495336856629,0.00478573895925867,0.0605966165066914,-0.0217258581351473,-0.208473639000995,-0.0496008324588636,-0.034053763030697,-0.00363194349625553,0.00466994895139789,-0.0347186216786104,-0.0733733823919707,0.0322614476015329,0.0504606521157909,0.059017050112772,-0.0153474533232032,-0.0745426127142283
"927",0.00253287558880417,-0.0512318996372746,0.0626099878379838,0.10456444530718,0.0465042519477135,-0.0166396441560428,0.0336347276219256,0.229332464868772,0.154126022368992,-0.0763918999553634,-0.0213337084934018,0.0326027564072334,-0.105426264639656,0.0174606619748214,0.00380278731329122,-0.0703177464844093,-0.0219302965421899,0.0478197156858889,-0.180548338226763,0.189689588823906,0.14727071166701,-0.0395485057274075,-0.0395485057274075,-0.0740829863667183,0.0594604036036247,0.0203934762570578,0.202245315293901,0.185959242257214,-0.0158855851124514,0.00515202050718897,0.0602942038504795,-0.0215556942639268,-0.207338156355503,-0.050108922145357,-0.0342401125113514,-0.0033135899042383,0.00493430720743697,-0.034642548916697,-0.0733024062670173,0.0318932373529091,0.0506213024576725,0.0593475676627596,-0.0158273842272031,-0.07430249314731
"928",0.00253078465729361,-0.0510278984385694,0.0621397205918054,0.10442324368114,0.0460731912008739,-0.017023136977598,0.033180943581265,0.228442074382544,0.153300521238365,-0.0764972348295852,-0.0217802893461407,0.0329459998156303,-0.105396652192072,0.0173319971582505,0.00374626664357745,-0.0702205990325239,-0.0217329629607524,0.0479644925948024,-0.179952095963683,0.189230420857441,0.14667629082823,-0.0392939125715105,-0.0392939125715105,-0.0744463860506935,0.0596434959382961,0.0202931077259568,0.202351913212264,0.185934153656873,-0.0161108809122907,0.00551580794180325,0.0600297898972073,-0.0214213329820793,-0.206189971879286,-0.0506016673798011,-0.0344793168849799,-0.00305995198210367,0.00519436014089982,-0.0345741981221907,-0.0731992784373235,0.0315398210067896,0.0507838987786196,0.0596801908265919,-0.0163131674640092,-0.0740652159767921
"929",0.00254744243085099,-0.0508357431100629,0.0616880049016427,0.104279079891865,0.0456651728347897,-0.0173733674230856,0.0327554671859061,0.227576033086086,0.152493084284915,-0.0766038144453118,-0.0221760088920151,0.0332508321291383,-0.10538987363058,0.0172302835382905,0.00370957346109911,-0.0701405674343346,-0.0215451205369947,0.0481094640044281,-0.179360836947005,0.188773914637639,0.146099560966117,-0.039045849142717,-0.039045849142717,-0.0747715636059792,0.0597945134299796,0.0201823027073114,0.202419933532994,0.185933610961026,-0.0163257068340904,0.0058646746557251,0.0597816946650724,-0.0213234490467253,-0.205074873081551,-0.0510568580965219,-0.0346971676938598,-0.00288083031685829,0.00543185424913692,-0.0344976322265515,-0.0730764654328674,0.031203446346941,0.0509514480035426,0.0599900081687938,-0.016757965856748,-0.0738439021839552
"930",0.00258104292323136,-0.0506724931502937,0.0612701440563715,0.104125880644292,0.0453007229678495,-0.0176805089798919,0.0323896029361988,0.226758430995922,0.151744327549596,-0.0767152109995983,-0.0225011489099572,0.0335068495866552,-0.10542376116303,0.0171686813745473,0.00369249122783645,-0.0700892274745981,-0.0213503305423288,0.0482431791655161,-0.178783775520275,0.18834908981875,0.14557982644956,-0.0388161099268172,-0.0388161099268172,-0.074981029432041,0.0599159384442745,0.0200769208969195,0.202451134879724,0.18597528734742,-0.0165375160279409,0.00619421308432896,0.0595205565730538,-0.0212562949390574,-0.204022087109321,-0.051459421955927,-0.0348121878605166,-0.00277758220647495,0.00562918269977189,-0.0343888473428233,-0.0729400605311841,0.0308803940070355,0.0511291074814474,0.0602629612770388,-0.0171211721186425,-0.0736437441941788
"931",0.0025730914506944,-0.0505296455859668,0.060873138310026,0.103971818570314,0.0449658735130068,-0.0179996385367281,0.0320300135755647,0.225993317500784,0.151056933317143,-0.0767972543652836,-0.0228597226185556,0.0337660149585027,-0.105447336713358,0.0170914760078001,0.00366220836717455,-0.0700393122167268,-0.0211272497080923,0.0483511501636396,-0.178267996505864,0.187988185526676,0.145132672357464,-0.0386146950185434,-0.0386146950185434,-0.0750783372932379,0.0600246133328346,0.0199675985997378,0.202541733038669,0.186021062138624,-0.0167584063280531,0.00652580782205614,0.0591884142862111,-0.0211397478084684,-0.203029555192516,-0.0518791931905575,-0.0348118672467083,-0.00257282042029014,0.00583249513842327,-0.0342560025663267,-0.0728390153577403,0.0305337970563686,0.0512797455801599,0.0605518400135512,-0.0174378852302674,-0.0734034422016464
