"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","app_rate","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed","przm_max_pest"
"3139",0.736,17.271,0.103,3.263,0.336,3.467,2563.164,54.123,0.659,0.278,1.454,0.125,0.228,0.066,1.002,0.043,0.043,4560.245,285.698,21.033,696.955,21.004,394.684,40,179.327,0.323,0.037,0.12,0.873,0.009,22.132,1.273,59.56,1.325,0.056,12.408,0.908,0,0.1103,0.0031989,0.0026424,0.00095289,4570,4.3547073,2.5386e-14
"3140",0.772,16.765,0.346,1.05,0.156,3.406,3340.838,72.974,0.76,0.457,1.528,0.036,0.11,1.213,1.739,0.197,0.197,4374.184,185.451,24.333,419.934,23.954,216.322,40,219.661,0.194,0.813,0.78,1.162,0.015,12.145,2.042,2.512,1.172,0.132,6.59,7.36,0,0.99164,0.0057891,0.0029181,4.5448e-05,4380,0.19906224,1.5034e-13
"3141",0.776,15.946,0.357,1.826,0.798,21.363,2728.467,92.652,0.372,0.28,1.41,0.143,0.2,1.305,0.65,0.151,0.151,4158.379,234.877,21.589,6.052,20.243,223.233,40,305.778,0.116,0.268,0.55,1.388,0.024,54.102,4.546,69.2,0.391,0.041,6.277,3.325,0,5.0197,0.0047168,0.0024628,2.9198e-05,4160,0.12146368,1.1712e-12
"3142",0.768,19.84,0.352,4.118,0.151,15.68,3668.508,92.226,0.851,0.384,1.588,0.072,0.143,1.362,1.41,0.161,0.161,3762.287,181.502,21.2,583.325,20.993,193.367,40,309.504,0.36,0.287,0.405,1.659,0.009,17.486,3.812,59.027,1.344,0.13,11.505,0.387,0,4.4117,0.0022164,0.001747,0.00019876,3770,0.7493252,1.7504e-12
"3143",0.779,15.477,0.439,0.055,0.971,21.29,4134.359,90.535,0.812,0.43,1.599,0.009,0.2,0.286,0.918,0.103,0.103,5413.082,43.88,24.202,213.799,21.386,327.664,40,253.234,0.286,0.363,0.412,1.208,0.022,4.235,3.12,33.219,1.44,0.072,11.457,4.359,0.001,3.0689,0.0038293,0.002119,5.2188e-05,5410,0.28233708,1.142e-12
"3144",0.759,15.164,0.46,3.816,0.373,47.409,4986.37,84.78,0.291,0.406,1.58,0.076,0.269,0.856,0.834,0.16,0.16,1273.282,83.866,22.888,100.688,21.758,390.37,40,124.542,0.361,0.503,0.674,1.161,0.03,27.838,0.946,69.104,0.213,0.118,14.447,3.419,0,2.4313,0.0090839,0.006321,9.5772e-05,1270,0.12163044,4.3499e-13
"3145",0.764,18.113,0.116,3.965,0.62,30.737,4315.222,88.982,0.84,0.374,1.392,0.087,0.279,1.062,1.159,0.023,0.023,2743.989,361.853,22.519,119.346,22.857,232.958,40,80.232,0.05,0.7,0.621,1.336,0.008,24.423,0.215,57.398,0.308,0.066,5.124,4.754,0.001,3.2638,0.018698,0.014193,0.00020251,2750,0.5569025,9.3369e-12
"3146",0.755,18.389,0.456,0.938,0.678,34.034,2034.893,94.711,0.515,0.43,1.384,0.07,0.254,1.172,0.518,0.195,0.195,4126.372,323.017,22.183,397.577,22.531,239.532,40,24.517,0.531,0.149,0.509,1.491,0.005,48.447,4.727,63.725,1.071,0.025,11.441,2.944,0.001,4.8357,0.0018621,0.0014668,0.00023824,4150,0.988696,6.6666e-13
"3147",0.726,19.823,0.129,1.61,0.288,43.247,4131.122,51.521,0.728,0.014,1.538,0.026,0.171,0.849,1.345,0.024,0.024,3115.077,316.003,24.19,657.103,22.57,269.133,40,149.102,0.151,0.785,0.514,1.593,0.022,34.016,0.395,50.87,0.983,0.122,4.408,2.742,0.001,0,0.0063228,0.0030708,5.424e-05,3120,0.1692288,0
"3148",0.737,15.763,0.128,2.879,0.698,24.237,4532.227,86.934,0.014,0.034,1.411,0.122,0.179,1.969,1.487,0.197,0.197,4472.189,314.573,22.229,552.447,24.377,259.807,40,212.94,0.566,0.637,0.68,1.372,0.015,53.615,2.8,77.05,0.495,0.106,9.346,6.451,0,3.6279,0.0018639,0.0014082,5.2993e-05,4480,0.23740864,1.2421e-12
"3149",0.774,19.866,0.194,3.023,0.112,41.692,2232.336,82.682,0.111,0.04,1.629,0.09,0.178,0.962,1.552,0.12,0.12,3299.198,107.031,20.819,126.202,24.833,281.289,40,61.725,0.282,0.415,0.335,1.595,0.004,3.646,0.816,6.275,0.379,0.048,14.339,5.106,0,2.5804,0.0018527,0.0014474,4.448e-05,3300,0.146784,1.2189e-12
"3150",0.748,17.279,0.13,0.101,0.992,11.736,2240.833,71.136,0.14,0.025,1.443,0.111,0.12,1.61,0.68,0.199,0.199,2114.654,181.58,23.609,363.3,23.308,196.204,40,70.827,0.132,0.135,0.261,1.309,0.005,59.215,2.281,15.867,0.237,0.004,4.265,0.742,0.001,1.6569,0.011576,0.0056111,0.0003913,2120,0.829556,1.606e-13
"3151",0.739,16.557,0.176,2.783,0.713,42.192,2407.527,62.206,0.463,0.21,1.367,0.08,0.14,1.46,1.481,0.124,0.124,4804.15,142.322,24.341,451.279,20.39,167.179,40,313.305,0.224,0.289,0.738,1.41,0.026,16.026,1.952,19.601,1.105,0.128,1.812,9.116,0.001,0.49782,0.0063696,0.0025325,8.7247e-05,4810,0.41965807,6.9675e-14
"3152",0.759,15.322,0.356,2.286,0.691,30.684,2313.144,69.744,0.822,0.444,1.366,0.029,0.272,1.255,1.065,0.035,0.035,1682.485,352.368,22.209,92.541,21.541,229.921,40,93.303,0.244,0.814,0.114,0.98,0.014,3.962,0.149,74.926,0.159,0.119,12.516,9.179,0.001,0.39092,0.0042141,0.0034815,4.7466e-05,1680,0.07974288,1.6941e-13
"3153",0.766,19.407,0.381,2.28,0.709,21.859,3149.276,72.838,0.086,0.119,1.314,0.102,0.235,0.604,1.206,0.018,0.018,4763.289,191.858,21.971,583.436,20.07,413.306,40,321.704,0.103,0.026,0.581,1.267,0.01,0.064,1.507,57.486,0.536,0.038,2.518,8.588,0.001,1.1636,0.0035531,0.0025423,0.00089392,4770,4.2639984,2.3978e-12
"3154",0.761,18.992,0.122,0.029,0.58,35.278,3759.148,51.754,0.858,0.111,1.481,0.004,0.263,0.75,0.664,0.062,0.062,5154.879,205.093,24.912,584.05,22.892,100.336,40,347.963,0.4,0.139,0.683,1.127,0.03,16.414,0.974,61.918,1.21,0.023,2.028,6.573,0.001,0,0.009477,0.003198,0.00023888,5160,1.2326208,0
"3155",0.751,19.519,0.312,4.187,0.993,31.634,4363.398,65.671,0.816,0.411,1.453,0.148,0.245,1.701,1.248,0.187,0.187,2328.562,134.741,20.954,214.34,22.745,320.397,40,178.642,0.741,0.234,0.61,1.71,0.029,59.714,3.371,70.046,1.255,0.045,1.809,3.395,0.001,0.8217,0.016257,0.004516,0.00013932,2330,0.3246156,8.037e-14
"3156",0.734,19.71,0.316,2.688,0.233,43.238,4438.856,59.517,0.971,0.426,1.409,0.064,0.25,0.042,0.752,0.117,0.117,4861.145,156.727,23.923,488.655,21.808,199.83,40,127.94,0.034,0.604,0.513,1.347,0.019,0.583,0.187,6.589,1.402,0.07,9.51,5.896,0.001,0.11239,0.0062637,0.0025489,4.7866e-05,4860,0.23262876,5.7589e-15
"3157",0.758,19.812,0.454,4.868,0.266,7.944,4975.239,75.59,0.308,0.071,1.44,0.003,0.181,0.301,0.846,0.094,0.094,5051.678,110.878,20.951,180.108,21.921,259.18,40,308.681,0.452,0.395,0.511,1.241,0.015,18.014,4.307,46.268,1.243,0.099,8.751,7.974,0,0.62903,0.0025561,0.0017266,4.4109e-05,5060,0.22319154,6.8509e-14
"3158",0.726,18.858,0.288,0.154,0.58,28.926,2439.963,69.329,0.625,0.197,1.607,0.02,0.269,0.145,1.222,0.184,0.184,3620.54,364.926,22.66,96.174,24.006,143.247,40,337.836,0.228,0.646,0.509,1.288,0.01,30.798,4.34,4.711,0.235,0.109,4.482,9.103,0,0.2863,0.004545,0.0027047,2.5062e-05,3630,0.09097506,1.5822e-14
"3159",0.77,16.063,0.171,0.26,0.266,24.597,2972.328,73.29,0.857,0.294,1.566,0.031,0.108,0.808,1.673,0.156,0.156,1666.741,278.452,24.047,338.571,22.555,332.615,40,222.369,0.588,0.99,0.31,1.749,0.021,3.873,2.529,40.827,0.044,0.029,9.606,10,0,0.90802,0.011365,0.0052113,5.6462e-05,1670,0.09429154,1.5576e-13
"3160",0.772,19.507,0.232,1.325,0.585,5.698,3888.78,79.482,0.199,0.223,1.45,0.12,0.192,1.031,0.931,0.087,0.087,3531.068,240.345,24.786,537.689,22.357,128.413,40,143.898,0.607,0.083,0.359,1.329,0.004,37.182,2.793,0.479,0.859,0.09,13.448,9.52,0,2.2417,0.0018436,0.001594,0.00046126,3550,1.637473,9.5686e-13
"3161",0.763,16.468,0.291,2.632,0.376,5.438,3791.442,60.104,0.764,0.437,1.346,0.138,0.192,0.975,1.909,0.017,0.017,5250.663,238.732,23.696,413.271,22.301,223.841,40,225.697,0.204,0.635,0.176,1.755,0.019,53.114,3.908,10.864,0.559,0.12,1.087,7.417,0,0.51518,0.0063433,0.0019637,3.1551e-05,5250,0.16564275,1.1824e-12
"3162",0.726,19.83,0.108,3.291,0.118,1.496,4443.374,73.305,0.843,0.264,1.314,0.093,0.203,0.384,1.698,0.121,0.121,1952.623,12.675,20.852,416.714,23.679,385.843,40,190.124,0.541,0.521,0.577,1.052,0.021,59.234,0.238,55.057,0.777,0.052,6.148,1.043,0.001,1.2309,0.014376,0.0067916,0.00015764,1960,0.3089744,4.7275e-13
"3163",0.756,15.604,0.191,4.247,0.898,6.563,2376.415,51.496,0.054,0.051,1.387,0.011,0.214,1.092,1.743,0.119,0.119,2908.816,178.949,21.632,707.139,20.956,176.431,40,91.444,0.328,0.254,0.588,1.355,0.022,15.932,1.941,63.048,1.076,0.135,8.09,2.537,0.001,0,0.005193,0.0032189,0.00019846,2910,0.5775186,0
"3164",0.758,19.48,0.409,1.408,0.547,24.529,4336.513,79.153,0.153,0.423,1.619,0.013,0.244,0.608,0.93,0.018,0.018,5432.76,87.45,21.352,614.251,20.895,114.299,40,27.047,0.411,0.398,0.181,1.196,0.008,29.207,3.989,73.783,0.619,0.054,12.92,5.933,0,1.0236,0.001416,0.001134,7.6542e-05,5440,0.41638848,1.1611e-12
"3165",0.739,18.536,0.393,4.643,0.458,23.341,2933.4,92.8,0.438,0.2,1.421,0.076,0.171,0.06,1.476,0.083,0.083,5401.251,121.044,23.278,169.208,24.829,203.94,40,209.73,0.49,0.337,0.122,0.964,0.007,3.143,1.852,73.98,0.16,0.117,12.583,1.593,0,4.5562,0.0052217,0.0047037,0.00039082,5400,2.110428,4.5264e-12
"3166",0.721,16.338,0.422,0.123,0.113,39.076,2988.281,87.542,0.888,0.182,1.455,0.158,0.258,0.649,1.3,0.017,0.017,4674.483,103.74,20.128,659.622,22.401,240.411,40,279.979,0.5,0.907,0.431,1.562,0.021,33.065,3.398,49.046,0.207,0.093,8.976,6.474,0,3.7194,0.0030064,0.001782,4.4225e-05,4680,0.206973,1.6402e-11
"3167",0.735,18.051,0.456,3.898,0.916,22.793,4252.808,89.021,0.541,0.017,1.329,0.104,0.206,1.412,0.512,0.055,0.055,2618.305,209.324,21.33,506.551,21.218,326.917,40,158.312,0.629,0.162,0.332,1.416,0.02,34.246,0.344,68.878,0.062,0.013,4.383,1.581,0.001,3.6809,0.0312,0.016347,0.0010076,2620,2.639912,1.9116e-12
"3168",0.733,17.249,0.215,2.094,0.406,3.564,2925.603,73.844,0.555,0.283,1.336,0.045,0.234,0.307,1.866,0.149,0.149,4461.651,59.09,20.139,57.955,22.284,141.516,40,188.267,0.514,0.698,0.629,0.91,0.003,40.227,2.584,75.321,0.194,0.011,2.752,0.348,0.001,0.81866,0.0034027,0.0023727,1.8214e-05,4510,0.08214514,1.7045e-13
"3169",0.735,18.527,0.134,2.643,0.88,18.807,2185.849,91.724,0.171,0.201,1.39,0.068,0.224,1.286,1.522,0.16,0.16,1257.982,69.257,22.246,318.294,23.568,387.478,40,121.472,0.127,0.881,0.121,1.361,0.011,7.519,0.291,44.018,0.787,0.04,6.523,2.12,0,3.9692,0.0066465,0.0049037,0.00013556,1260,0.1708056,1.8895e-12
"3170",0.748,19.742,0.167,1.34,0.68,7.9,2651.519,92.633,0.412,0.21,1.436,0.049,0.265,1.047,1.195,0.056,0.056,4481.305,286.222,22.459,371.78,24.719,364.148,40,68.321,0.466,0.326,0.253,1.204,0.013,55.031,2.905,66.848,0.64,0.087,1.698,2.228,0,3.9649,0.0037987,0.0027114,0.0001915,4490,0.859835,4.8261e-12
"3171",0.729,17.277,0.367,0.112,0.589,2.126,3632.073,68.279,0.063,0.415,1.602,0.034,0.273,1.085,0.518,0.048,0.048,4356.131,289.718,21.912,53.765,21.042,137.006,40,152.927,0.114,0.348,0.554,0.978,0.022,27.516,0.165,7.988,1.317,0.113,4.589,1.682,0.001,0.27943,0.013385,0.004087,3.3063e-05,4360,0.14415468,3.1679e-14
"3172",0.74,16.727,0.426,4.95,0.904,47.139,4901.471,97.683,0.779,0.095,1.505,0.005,0.191,1.842,0.79,0.158,0.158,1333.542,273.508,24.557,72.41,20.993,398.725,40,97.685,0.6,0.713,0.228,1.1,0.001,42.822,0.555,20.439,0.669,0.096,13.001,0.257,0,5.6913,0.0085056,0.0078184,0.00054197,1350,0.7316595,1.2761e-12
"3173",0.751,16.273,0.244,1.231,0.283,27.697,4492.264,66.96,0.142,0.332,1.539,0.037,0.112,0.533,1.846,0.095,0.095,5400.806,235.975,20.757,83.449,24.767,237.503,40,62.062,0.392,0.487,0.346,1.75,0.021,16.563,0.28,31.95,1.002,0.044,13.707,1.458,0,0.52999,0.0059018,0.001885,1.6116e-05,5400,0.0870264,1.1354e-13
"3174",0.741,17.098,0.331,2.515,0.786,48.92,2462.324,51.719,0.252,0.205,1.588,0.085,0.139,0.217,1.839,0.012,0.012,5468.556,172.672,20.57,267.78,22.25,226.371,40,235.543,0.092,0.372,0.417,1.356,0.01,6.868,2.363,24.686,0.741,0.02,1.074,6.976,0.001,0.082642,0.0045835,0.0021325,5.2051e-05,5470,0.28471897,1.7992e-13
"3175",0.768,18.905,0.303,3.889,0.222,38.573,2236.492,97.339,0.716,0.116,1.524,0.076,0.169,1.688,1.753,0.1,0.1,4123.061,233.411,24.241,10.062,20.571,244.322,40,84.517,0.585,0.633,0.366,1.703,0.011,12.43,2.375,61.844,1.272,0.073,10.337,1.167,0,5.8161,0.011036,0.0074081,7.1143e-05,4120,0.29310916,5.8177e-12
"3176",0.779,19.885,0.179,3.964,0.712,17.119,4745.573,68.108,0.188,0.033,1.479,0.101,0.184,0.762,0.746,0.016,0.016,2414.838,346.041,21.66,74.094,20.804,172.679,40,0.626,0.039,0.143,0.444,1.528,0.014,35.275,4.95,73.389,0.282,0.117,3.693,1.341,0.001,0.90984,0.0044274,0.002821,8.6915e-05,2420,0.2103343,8.868e-13
"3177",0.759,17.709,0.325,0.858,0.309,40.151,3082.036,88.233,0.023,0.274,1.631,0.053,0.202,1.246,1.257,0.101,0.101,3193.646,344.579,20.756,221.831,24.553,290.817,40,181.771,0.728,0.79,0.723,1.751,0.005,49.207,0.292,48.58,0.852,0.038,1.194,0.754,0.001,2.9908,0.0040037,0.0023322,3.2885e-05,3210,0.10556085,1.5127e-12
"3178",0.728,17.992,0.407,0.346,0.834,31.869,4466.077,89.265,0.727,0.347,1.495,0.16,0.242,0.028,1.106,0.15,0.15,4302.138,193.884,22.791,114.415,20.799,220.011,40,52.934,0.563,0.636,0.463,1.608,0.011,43.965,0.368,73.198,1.3,0.059,4.87,1.362,0,4.0077,0.0026808,0.0016993,2.3569e-05,4310,0.10158239,1.3908e-12
"3179",0.722,16.659,0.299,1.17,0.433,7.986,3288.155,75.676,0.963,0.21,1.444,0.02,0.289,1.415,1.291,0.049,0.049,983.225,322.176,24.76,57.482,23.254,100.066,40,343.313,0.488,0.845,0.491,1.59,0.026,43.918,2.129,48.431,0.38,0.105,13.067,5.032,0.001,0.75138,0.016831,0.0083187,4.0057e-05,984,0.039416088,3.2303e-13
"3180",0.729,19.031,0.117,2.667,0.999,45.738,3912.339,85.097,0.151,0.261,1.541,0.08,0.13,0.657,1.913,0.103,0.103,1988.158,191.76,22.742,676.084,22.715,300.952,40,323.401,0.601,0.042,0.144,0.935,0.029,31.12,1.083,1.224,0.916,0.029,1.546,7.183,0.001,3.1451,0.011031,0.0074033,0.0020255,1990,4.030745,2.5589e-12
"3181",0.779,18.484,0.265,0.158,0.863,6.639,4851.584,53.949,0.828,0.343,1.489,0.126,0.142,0.583,0.644,0.07,0.07,2014.569,343.899,22.311,656.508,23.941,190.421,40,81.913,0.252,0.419,0.203,1.357,0.009,33.932,4.593,2.818,0.557,0.109,2.504,2.901,0.001,0.30186,0.01568,0.0059657,0.00017617,2020,0.3558634,2.9717e-14
"3182",0.727,17.789,0.295,0.977,0.782,19.978,2725.713,74.761,0.202,0.38,1.63,0.097,0.287,1.354,1.921,0.022,0.022,3467.925,131.268,24.852,285.82,21.396,342.585,40,173.377,0.465,0.821,0.549,0.974,0.026,51.558,3.84,48.263,0.192,0.012,6.884,3.865,0.001,1.2273,0.013188,0.0049105,5.6427e-05,3470,0.19580169,2.8181e-12
"3183",0.78,15.107,0.302,2.889,0.684,47.426,4937.695,71.808,0.196,0.354,1.432,0.019,0.251,0.057,0.627,0.15,0.15,4110.837,123.676,23.336,472.301,23.807,234.702,40,61.36,0.53,0.999,0.665,1.427,0.01,26.316,0.169,64.383,0.984,0.052,13.827,7.101,0,0.44683,0.002228,0.0016056,3.3003e-05,4120,0.13597236,1.9921e-14
"3184",0.777,16.763,0.401,0.596,0.779,39.967,4867.59,87.898,0.653,0.241,1.457,0.076,0.176,0.576,0.63,0.181,0.181,1371.026,231.228,23.24,577.226,23.184,404.558,40,99.876,0.272,0.444,0.289,1.732,0.014,13.731,1.794,20.541,1.143,0.133,9.588,1.215,0.001,3.3555,0.0067379,0.0045299,0.00020213,1370,0.2769181,4.9782e-13
"3185",0.762,19.213,0.463,3.528,0.635,13.152,3991.015,71.238,0.187,0.367,1.309,0.08,0.249,0.852,1.755,0.09,0.09,3793.306,265.504,21.458,93.036,20.361,311.336,40,258.903,0.499,0.816,0.587,0.914,0.014,7.248,1.593,8.754,0.096,0.125,3.93,5.506,0.001,0.8182,0.0067944,0.0038226,2.2538e-05,3800,0.0856444,2.9543e-13
"3186",0.738,18.093,0.203,0.592,0.463,24.908,4527.257,80.286,0.347,0.449,1.406,0.022,0.245,0.809,0.651,0.188,0.188,2367.203,105.102,20.148,344.625,21.154,316.64,40,300.514,0.007,0.398,0.281,1.085,0.023,9.908,3.524,0.21,0.695,0.054,5.927,9.823,0,1.2116,0.01204,0.0057823,0.00014564,2370,0.3451668,9.6232e-14
"3187",0.774,19.059,0.334,3.922,0.221,23.074,3191.336,78.46,0.355,0.186,1.611,0.072,0.113,0.127,1.472,0.107,0.107,5559.633,54.781,22.207,193.776,24.215,313.742,40,81.902,0.517,0.148,0.609,1.708,0.006,3.761,3.438,2.249,0.836,0.119,11.977,2.66,0.001,2.1244,0.002306,0.001402,9.6685e-05,5570,0.53853545,9.8335e-13
"3188",0.73,16.899,0.113,3.154,0.829,31.449,4510.653,68.04,0.059,0.029,1.565,0.145,0.216,1.416,1.259,0.172,0.172,1650.113,346.428,20.35,251.57,20.492,243.779,40,298.668,0.218,0.714,0.275,1.248,0.014,49.822,2.322,16.31,1.454,0.011,2.881,7.12,0,1.0359,0.015077,0.0069652,8.2592e-05,1650,0.1362768,1.3813e-13
"3189",0.777,16.663,0.216,3.566,0.413,20.739,2758.747,54.945,0.996,0.365,1.624,0.044,0.241,0.323,1.671,0.159,0.159,4772.924,71.82,21.847,344.757,22.05,244.122,40,76.205,0.405,0.414,0.294,1.659,0.006,57.604,4.434,14.214,1.119,0.075,11.7,1.818,0.001,2.3274e-05,0.00243,0.001533,4.9703e-05,4780,0.23758034,1.6197e-18
"3190",0.721,18.217,0.361,1.318,0.835,22.904,3951.741,54.031,0.928,0.034,1.596,0.08,0.104,1.776,1.001,0.168,0.168,4431.827,47.674,23.747,394.268,20.042,129.415,40,271.431,0.29,0.856,0.287,0.867,0.012,2.563,0.958,66.851,0.409,0.025,14.47,8.556,0.001,0.24792,0.0027859,0.0021114,4.7524e-05,4430,0.21053132,1.2119e-14
"3191",0.757,17.155,0.406,4.087,0.522,31.514,4848.465,63.289,0.291,0.142,1.543,0.073,0.163,1.511,1.989,0.084,0.084,1185.289,278.206,22.731,254.218,22.166,120.292,40,242.842,0.634,0.133,0.281,1.246,0.012,6.637,2.964,53.61,0.413,0.134,2.878,6.809,0.001,0.4381,0.0073652,0.0056465,0.00057788,1190,0.6876772,1.1248e-13
"3192",0.756,16.257,0.241,0.356,0.943,2.61,2258.56,59.889,0.072,0.104,1.326,0.023,0.22,1.178,0.765,0.075,0.075,3883.02,342.354,21.78,125.633,20.169,363.389,40,328.568,0.399,0.13,0.213,1.593,0.01,14.12,4.462,48.965,1.364,0.126,1.228,4.764,0,0.017225,0.0025686,0.0017643,9.2368e-05,3890,0.35931152,1.6231e-15
"3193",0.737,18.578,0.468,0.597,0.949,39.531,4983.58,52.528,0.636,0.056,1.335,0.038,0.187,1.713,1.734,0.103,0.103,4700.882,231.785,24.267,197.003,22.519,120.051,40,306.537,0.203,0.592,0.748,0.938,0.012,35.996,1.445,3.274,1.32,0.024,9.977,3.206,0.001,0,0.0057498,0.0031336,4.704e-05,4710,0.2215584,0
"3194",0.738,16.377,0.102,1.753,0.803,36.234,2113.205,93.609,0.597,0.256,1.339,0.102,0.273,0.322,0.524,0.175,0.175,4910.69,230.183,24.939,292.977,20.317,291.531,40,269.212,0.387,0.014,0.211,1.013,0.014,8.659,2.091,23.923,0.417,0.084,1.85,0.447,0,4.7147,0.0058637,0.003774,0.0015672,4940,7.741968,7.7265e-13
"3195",0.766,15.934,0.316,3.555,0.186,3.476,2943.34,88.107,0.303,0.199,1.564,0.075,0.195,1.507,1.424,0.159,0.159,2856.149,116.015,20.792,676.047,22.657,220.484,40,111.482,0.599,0.34,0.489,1.015,0.023,18.801,1.441,56.593,0.864,0.132,8.279,2.369,0,3.252,0.0044039,0.0032373,0.00023082,2860,0.6601452,1.1833e-12
"3196",0.751,17.192,0.238,4.733,0.574,38.637,2906.884,80.002,0.364,0.337,1.578,0.147,0.183,0.413,0.555,0.107,0.107,2214.004,302.051,21.558,38.465,21.974,333.618,40,302.483,0.64,0.187,0.71,1.269,0.011,37.705,0.335,47.554,0.271,0.069,9.195,9.333,0.001,2.6684,0.0037921,0.0028712,8.7181e-05,2220,0.19354182,5.3632e-13
"3197",0.747,15.407,0.154,3.383,0.901,27.671,4303.941,86.793,0.989,0.227,1.526,0.09,0.172,0.682,0.602,0.118,0.118,1533.874,302.841,24.152,258.527,23.83,305.673,40,108.658,0.711,0.103,0.704,1.066,0.019,16.779,2.303,48.018,0.313,0.081,4.124,5.919,0,3.3511,0.0070683,0.0054582,0.0010336,1540,1.591744,7.4247e-13
"3198",0.772,15.865,0.2,3.043,0.546,19.052,2592.655,55.614,0.072,0.251,1.64,0.013,0.231,1.121,0.915,0.175,0.175,5826.668,45.365,21.618,692.781,24.873,342.909,40,282.92,0.212,0.971,0.754,0.898,0.012,12.781,4.037,70.355,0.676,0.125,2.013,3.252,0.001,0,0.0016216,0.0013024,4.2187e-05,5830,0.24595021,0
"3199",0.725,16.038,0.136,4.791,0.204,16.753,4522.517,51.789,0.191,0.074,1.424,0.139,0.222,0.064,1.394,0.009,0.009,4901.268,289.516,24.867,578.671,22.783,289.475,40,263.176,0.05,0.432,0.545,1.53,0.012,16.902,0.037,60.939,0.49,0.067,5.16,2.067,0.001,0.092897,0.0032643,0.0018504,6.3078e-05,4900,0.3090822,2.577e-13
"3200",0.732,19.116,0.13,4.491,0.616,0.212,3739.92,63.398,0.646,0.463,1.439,0.11,0.25,0.909,1.048,0.014,0.014,4953.542,277.123,22.948,245.216,21.911,348.958,40,88.498,0.137,0.452,0.544,1.698,0.018,40.067,1.076,73.455,0.447,0.087,10.125,2.617,0.001,0.42054,0.0030066,0.0016638,3.6171e-05,4960,0.17940816,6.4369e-13
"3201",0.742,18.516,0.3,2.828,0.133,35.308,4122.641,81.957,0.18,0.375,1.611,0.085,0.138,0.578,1.277,0.131,0.131,2896.461,328.874,24.137,228.878,20.246,157.745,40,138.648,0.554,0.724,0.161,1.401,0.008,19.764,3.79,29.585,0.962,0.135,2.14,5.871,0,2.6404,0.0029846,0.0021967,4.1178e-05,2900,0.1194162,9.4815e-13
"3202",0.773,19.779,0.132,4.723,0.897,24.557,4751.415,86.091,0.953,0.008,1.642,0.13,0.23,1.392,1.351,0.037,0.037,1557.642,354.423,20.755,550.929,23.326,205.095,40,102.975,0.663,0.122,0.244,1.692,0.004,56.987,4.121,60.29,0.462,0.013,1.817,6.951,0,3.2553,0.031213,0.023887,0.0027608,1560,4.306848,5.5438e-12
"3203",0.753,19.179,0.138,3.634,0.273,9.705,2361.056,72.788,0.15,0.28,1.619,0.095,0.245,0.506,1.903,0.146,0.146,3404.209,146.656,22.105,201.53,22.171,266.723,40,262.376,0.681,0.39,0.286,1.457,0.027,0.166,1.04,27.387,0.304,0.041,0.162,8.787,0,1.1134,0.011224,0.0035635,6.1647e-05,3400,0.2095998,2.8309e-13
"3204",0.735,16.591,0.168,0.303,0.809,15.373,4247.596,79.755,0.245,0.363,1.483,0.151,0.219,0.341,0.697,0.175,0.175,5897.937,289.376,21.134,188.685,20.977,142.804,40,137.625,0.525,0.179,0.709,1.651,0.014,1.521,3.232,16.789,0.405,0.06,6.26,7.883,0.001,2.4653,0.0033412,0.0016234,6.2835e-05,5900,0.3707265,3.5755e-13
"3205",0.755,15.73,0.246,2.59,0.536,29.381,4032.36,83.475,0.207,0.326,1.563,0.142,0.237,0.774,1.446,0.054,0.054,1098.686,177.335,22.995,558.822,23.917,293.733,40,351.772,0.107,0.725,0.322,0.877,0.008,27,1.839,62.593,0.989,0.018,8.175,3.249,0,2.7572,0.0081622,0.006558,0.00035076,1100,0.385836,3.2753e-12
"3206",0.737,19.365,0.393,3.362,0.585,12.642,3725.779,63.423,0.503,0.197,1.502,0.131,0.119,0.874,0.635,0.121,0.121,2018.175,203.045,21.389,152.234,21.984,360.981,40,176.03,0.486,0.212,0.579,0.874,0.027,43.356,2.223,25.388,0.225,0.072,3.092,1.08,0,0.88949,0.026605,0.0089481,0.00024112,2020,0.4870624,1.0742e-13
"3207",0.763,19.728,0.459,3.015,0.872,5.49,3182.815,84.565,0.948,0.125,1.519,0.123,0.287,1.329,1.384,0.188,0.188,3090.049,22.176,21.736,626.507,24.88,347.413,40,364.621,0.452,0.564,0.535,1.555,0.015,18.336,3.572,47.715,0.906,0.024,10.769,7.238,0.001,2.763,0.007651,0.0043297,0.00013367,3090,0.4130403,7.3039e-13
"3208",0.739,18.738,0.267,2.668,0.872,8.766,2854.943,51.649,0.493,0.082,1.458,0.126,0.268,1.147,1.813,0.015,0.015,4359.057,356.509,23.97,406.108,22.884,169.276,40,113.25,0.54,0.565,0.547,1.699,0.021,58.622,2.327,49.402,1.17,0.094,10.31,6.98,0.001,0.031014,0.0039557,0.0020158,4.3583e-05,4360,0.19002188,5.3363e-14
