"","var","pcc"
"1","PFAC",-0.0152181521244764
"2","ANETD",0.00499551692495633
"3","uslek",0.0493184397609834
"4","uslels",0.0769634960977654
"5","uslep",0.0347684295709319
"6","slp",-0.0180537332049293
"7","hl",-0.0104384081856239
"8","CN_c",0.216851148591609
"9","uslec_c",0.0992354978954947
"10","MNGN",-0.00773142227780783
"11","bd1",0.00511390542822112
"12","fc",0.0451696207008644
"13","WP",-0.0167802695013862
"14","OC",0.00221141187204295
"15","app_rate",0.052144722486991
"16","DWRATE",-0.0053950794284752
"17","DSRATE",-0.0053950794284752
"18","kd",-0.0717714837662563
"19","aer_aq",-0.0150716022645799
"20","temp_ref_aer",0.000177139839363434
"21","anae_aq",0.0551905706930777
"22","temp_ref_anae",-0.00465944087562453
"23","photo",-0.0106055435690365
"24","RFLAT",-0.00303016395518325
"25","hydro",0.0147027422551352
"26","SOL",0.000912927199922414
"27","benthic_depth",-0.122046553895281
"28","porosity",0.00566906808715767
"29","bulk_density",-0.0624096009919977
"30","FROC2",0.000824146158197391
"31","DOC2",0.0113078271199739
"32","BNMAS",0.00901144154191588
"33","SUSED",-0.000904003661182414
"34","CHL",0.00670006872664037
"35","FROC1",0.00467532590807916
"36","DOC1",0.00952653237179675
"37","PLMAS",0.0163135906263701
"38","bf",0.0161797940599955
