"","var","pcc"
"1","PFAC",-0.014855100251581
"2","ANETD",0.0183531833863487
"3","uslek",0.103411930218885
"4","uslels",0.164018943011894
"5","uslep",0.114601971120318
"6","slp",-0.0187834574510982
"7","hl",-0.00727825454917942
"8","CN_c",0.250347572659283
"9","uslec_c",0.195500803971408
"10","MNGN",0.00255441549136192
"11","bd1",-0.00950990233586808
"12","fc",0.0559415201855989
"13","WP",-0.0308881031422944
"14","OC",-0.00412457137975474
"15","app_rate",0.128103835317791
"16","DWRATE",-0.0108096139381107
"17","DSRATE",-0.0108096139381107
"18","kd",-0.096036593557309
"19","aer_aq",-0.0312421019743844
"20","temp_ref_aer",0.00410261978069322
"21","anae_aq",0.0246159106542791
"22","temp_ref_anae",-0.00113959419273596
"23","photo",-0.00317063746880521
"24","RFLAT",-0.00621362817727929
"25","hydro",0.00229457831510706
"26","SOL",0.000932028430840223
"27","benthic_depth",-0.0560218937703016
"28","porosity",-0.0104879581178496
"29","bulk_density",-0.0636454227511671
"30","FROC2",0.0762309724001072
"31","DOC2",0.00924084542707052
"32","BNMAS",0.0113671154832422
"33","SUSED",-0.0296198712232254
"34","CHL",0.0194382342852735
"35","FROC1",-0.032764814252175
"36","DOC1",-0.0139301142839973
"37","PLMAS",-0.0204794635563431
"38","bf",0.00200246578732002
