"","var","pcc"
"1","PFAC",-0.0154597443561888
"2","ANETD",0.0031896178330631
"3","uslek",0.054349736407689
"4","uslels",0.0639969086629192
"5","uslep",0.037052388626171
"6","slp",-0.01625226923893
"7","hl",-0.00961518068560601
"8","CN_c",0.194587783914537
"9","uslec_c",0.0839214698546704
"10","MNGN",-0.00636034937664449
"11","bd1",0.00652470661215446
"12","fc",0.0334442536911184
"13","WP",-0.0223240780560602
"14","OC",0.0104774929258437
"15","app_rate",0.0529474223563949
"16","DWRATE",-0.00649473507013622
"17","DSRATE",-0.00649473507013622
"18","kd",0.014677106455657
"19","aer_aq",-0.0151143613728886
"20","temp_ref_aer",-0.000407124053711522
"21","anae_aq",0.0502965825468964
"22","temp_ref_anae",-0.0142370262743375
"23","photo",-0.00587215576775039
"24","RFLAT",-0.00229935292731742
"25","hydro",0.00416236594444382
"26","SOL",0.0041432182095233
"27","benthic_depth",-0.116187427398963
"28","porosity",-0.00130254033544306
"29","bulk_density",-0.0622056743027688
"30","FROC2",1.46492986576134e-05
"31","DOC2",0.00143854097655285
"32","BNMAS",0.012619593561356
"33","SUSED",0.00909804838899088
"34","CHL",0.00643859154232251
"35","FROC1",0.0155863095459341
"36","DOC1",-0.0011455659607802
"37","PLMAS",0.00634793225874054
"38","bf",0.00777335086710459
