"","var","pcc"
"1","PFAC",-0.0066116850796342
"2","ANETD",0.0285788751054408
"3","uslek",0.0692479317138077
"4","uslels",0.11147918804029
"5","uslep",0.0963097505600629
"6","slp",-0.0130929067187655
"7","hl",-0.0169682483785524
"8","CN_c",0.303204437938461
"9","uslec_c",0.152974152960595
"10","MNGN",0.00567791431726823
"11","bd1",0.0119914535445791
"12","fc",0.066459934287855
"13","WP",-0.0413249249934816
"14","OC",-0.00717528666494429
"15","app_rate",0.0935661711453277
"16","DWRATE",-0.0102519087660416
"17","DSRATE",-0.0102519087660416
"18","kd",-0.0667406895669393
"19","aer_aq",-0.0186299082915319
"20","temp_ref_aer",-0.00323433387211395
"21","anae_aq",0.00680039424579284
"22","temp_ref_anae",-0.000832766364198159
"23","photo",-0.0071287692245338
"24","RFLAT",-0.00645469561012169
"25","hydro",0.00751340293070998
"26","SOL",0.0075680365525283
"27","benthic_depth",0.0175849757209439
"28","porosity",-0.0194164051292553
"29","bulk_density",-0.00492047270141984
"30","FROC2",0.084352922179644
"31","DOC2",-0.00971828079737156
"32","BNMAS",0.00837326176548566
"33","SUSED",-0.0385436803933596
"34","CHL",0.0104747054394248
"35","FROC1",-0.0111851267182866
"36","DOC1",-0.0137824834622302
"37","PLMAS",-0.0369573063867971
"38","bf",0.00682698544084577
