ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2009	01-JUN-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALLECTUS G INSECTICIDE	3	BIFENTHRIN	.0048			
NO	2009	01-AUG-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALLECTUS G INSECTICIDE	9	BIFENTHRIN	.0144			
NO	2009	01-JUL-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALLECTUS G INSECTICIDE	102	BIFENTHRIN	.1632			
NO	2009	01-SEP-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BIFEN I/T INSECTICIDE/TERMITICIDE	.2365	BIFENTHRIN	.0186835			
NO	2009	01-DEC-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BIFEN I/T INSECTICIDE/TERMITICIDE	.554	BIFENTHRIN	.043766			
NO	2009	01-NOV-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BIFEN I/T INSECTICIDE/TERMITICIDE	.2027	BIFENTHRIN	.0160133			
NO	2009	01-AUG-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BIFEN I/T INSECTICIDE/TERMITICIDE	.4831	BIFENTHRIN	.0381649			
NO	2009	01-JUN-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	2.0433	BIFENTHRIN	.1614207			
NO	2009	01-AUG-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.5	BIFENTHRIN	.003			
NO	2009	01-OCT-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10.625	BIFENTHRIN	.02125			
NO	2009	01-NOV-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.5625	BIFENTHRIN	.003125			
NO	2009	01-OCT-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10.625	BIFENTHRIN	.02125			
NO	2009	01-DEC-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	144	BIFENTHRIN	.288			
NO	2009	01-SEP-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.6875	BIFENTHRIN	.001375			
NO	2009	27-JAN-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	44.9375	BIFENTHRIN	.089875			
NO	2009	01-JUN-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.3125	BIFENTHRIN	.002625			
NO	2009	04-FEB-09	SACRAMENTO	34	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	29.75	BIFENTHRIN	.0595			
