"","Depth.m..1","Ave.Conc.H20.1","Ave.Conc.benth.1","Peak.Conc.H20.1","Depth.m..2","Ave.Conc.H20.2","Ave.Conc.benth.2","Peak.Conc.H20.2","Depth.m..3","Ave.Conc.H20.3","Ave.Conc.benth.3","Peak.Conc.H20.3","Depth.m..4","Ave.Conc.H20.4","Ave.Conc.benth.4","Peak.Conc.H20.4","Depth.m..5","Ave.Conc.H20.5","Ave.Conc.benth.5","Peak.Conc.H20.5","Depth.m..6","Ave.Conc.H20.6","Ave.Conc.benth.6","Peak.Conc.H20.6","Depth.m..7","Ave.Conc.H20.7","Ave.Conc.benth.7","Peak.Conc.H20.7","Depth.m..8","Ave.Conc.H20.8","Ave.Conc.benth.8","Peak.Conc.H20.8"
"67",1,4.7248e-09,2.5723e-08,4.7646e-09,1,1.1142e-10,3.6416e-09,1.117e-10,1,2.0008e-11,1.1354e-09,2.0073e-11,1,9.7899e-09,6.66e-08,9.8693e-09,1,1.2227e-09,7.0636e-09,1.2246e-09,1,1.1136e-10,8.3521e-09,1.1205e-10,1,4.3929e-11,7.5371e-10,4.4009e-11,1,1.5672e-11,1.1622e-09,1.5727e-11
"68",1,4.6507e-09,2.5327e-08,4.6867e-09,1,1.109e-10,3.6246e-09,1.1115e-10,1,1.9885e-11,1.1283e-09,1.9946e-11,1,9.6378e-09,6.5565e-08,9.713e-09,1,1.22e-09,7.0489e-09,1.2212e-09,1,1.1006e-10,8.2553e-09,1.107e-10,1,4.3789e-11,7.5131e-10,4.3858e-11,1,1.5569e-11,1.1546e-09,1.562e-11
"69",1,4.5822e-09,2.4938e-08,4.6148e-09,1,1.104e-10,3.6077e-09,1.1064e-10,1,1.9765e-11,1.1214e-09,1.9823e-11,1,9.4908e-09,6.4548e-08,9.5626e-09,1,1.2182e-09,7.0342e-09,1.2188e-09,1,1.0883e-10,8.1601e-09,1.0943e-10,1,4.3659e-11,7.4892e-10,4.372e-11,1,1.5468e-11,1.1469e-09,1.5517e-11
"70",1,4.5134e-09,2.4556e-08,4.5483e-09,1,1.0989e-10,3.5909e-09,1.1015e-10,1,1.9643e-11,1.1145e-09,1.9704e-11,1,9.3439e-09,6.3548e-08,9.4173e-09,1,1.2158e-09,7.0196e-09,1.2171e-09,1,1.0758e-10,8.0662e-09,1.0821e-10,1,4.3521e-11,7.4654e-10,4.3591e-11,1,1.5367e-11,1.1394e-09,1.5418e-11
"71",1,4.444e-09,2.4179e-08,4.4787e-09,1,1.0938e-10,3.5742e-09,1.0963e-10,1,1.9522e-11,1.1076e-09,1.9583e-11,1,9.1987e-09,6.2562e-08,9.271e-09,1,1.2132e-09,7.005e-09,1.2145e-09,1,1.0634e-10,7.9731e-09,1.0696e-10,1,4.3382e-11,7.4416e-10,4.3451e-11,1,1.5265e-11,1.1319e-09,1.5316e-11
"72",1,4.3758e-09,2.3806e-08,4.4096e-09,1,1.0887e-10,3.5575e-09,1.0912e-10,1,1.9402e-11,1.1008e-09,1.9462e-11,1,9.0559e-09,6.159e-08,9.1269e-09,1,1.2107e-09,6.9903e-09,1.2119e-09,1,1.0511e-10,7.8806e-09,1.0572e-10,1,4.3245e-11,7.4179e-10,4.3313e-11,1,1.5164e-11,1.1244e-09,1.5215e-11
"73",1,4.3084e-09,2.3437e-08,4.3419e-09,1,1.0836e-10,3.5409e-09,1.0862e-10,1,1.9281e-11,1.0939e-09,1.9341e-11,1,8.915e-09,6.063e-08,8.985e-09,1,1.2081e-09,6.9757e-09,1.2094e-09,1,1.0389e-10,7.7887e-09,1.045e-10,1,4.3108e-11,7.3942e-10,4.3176e-11,1,1.5064e-11,1.1169e-09,1.5114e-11
"74",1,4.2411e-09,2.3073e-08,4.275e-09,1,1.0785e-10,3.5243e-09,1.0811e-10,1,1.9161e-11,1.0871e-09,1.9221e-11,1,8.7755e-09,5.9685e-08,8.8452e-09,1,1.2055e-09,6.9611e-09,1.2069e-09,1,1.0267e-10,7.6976e-09,1.0328e-10,1,4.2968e-11,7.3705e-10,4.3039e-11,1,1.4963e-11,1.1095e-09,1.5014e-11
"75",1,4.175e-09,2.2713e-08,4.2076e-09,1,1.0735e-10,3.5077e-09,1.076e-10,1,1.9041e-11,1.0803e-09,1.9101e-11,1,8.6386e-09,5.8753e-08,8.7066e-09,1,1.2029e-09,6.9464e-09,1.2041e-09,1,1.0147e-10,7.6072e-09,1.0207e-10,1,4.2831e-11,7.3469e-10,4.2899e-11,1,1.4863e-11,1.102e-09,1.4913e-11
"76",1,4.1097e-09,2.2359e-08,4.1424e-09,1,1.0684e-10,3.4913e-09,1.071e-10,1,1.8922e-11,1.0735e-09,1.8982e-11,1,8.5035e-09,5.7835e-08,8.5709e-09,1,1.2003e-09,6.9318e-09,1.2017e-09,1,1.0027e-10,7.5177e-09,1.0087e-10,1,4.2693e-11,7.3234e-10,4.2763e-11,1,1.4764e-11,1.0947e-09,1.4813e-11
"77",1,4.0453e-09,2.2009e-08,4.0773e-09,1,1.0634e-10,3.4749e-09,1.0659e-10,1,1.8803e-11,1.0668e-09,1.8862e-11,1,8.3704e-09,5.693e-08,8.4366e-09,1,1.1977e-09,6.9172e-09,1.199e-09,1,9.909e-11,7.429e-09,9.968e-11,1,4.2556e-11,7.2999e-10,4.2625e-11,1,1.4665e-11,1.0873e-09,1.4714e-11
"78",1,3.9811e-09,2.1664e-08,4.0134e-09,1,1.0583e-10,3.4585e-09,1.0609e-10,1,1.8684e-11,1.0601e-09,1.8744e-11,1,8.2387e-09,5.604e-08,8.3045e-09,1,1.195e-09,6.9026e-09,1.1964e-09,1,9.791e-11,7.3413e-09,9.8503e-11,1,4.2417e-11,7.2765e-10,4.2488e-11,1,1.4565e-11,1.08e-09,1.4615e-11
"79",1,3.9124e-09,2.1324e-08,3.9493e-09,1,1.094e-10,3.4423e-09,1.4873e-10,1,1.856e-11,1.0534e-09,1.8625e-11,1,8.1048e-09,5.5163e-08,8.1738e-09,1,1.191e-09,6.888e-09,1.1937e-09,1,9.7184e-08,7.3488e-09,5.3664e-07,1,4.2258e-11,7.2531e-10,4.2348e-11,1,1.4462e-11,1.0728e-09,1.4516e-11
"80",1,3.8546e-09,2.0989e-08,3.8787e-09,1,1.0484e-10,3.4261e-09,1.0503e-10,1,1.8451e-11,1.0468e-09,1.8502e-11,1,7.983e-09,5.4299e-08,8.0403e-09,1,1.1896e-09,6.8734e-09,1.1893e-09,1,4.9431e-10,7.2812e-09,2.2814e-09,1,4.2147e-11,7.2298e-10,4.2188e-11,1,1.4371e-11,1.0656e-09,1.4413e-11
"81",1,3.7971e-09,2.0659e-08,3.8272e-09,1,1.0435e-10,3.4099e-09,1.046e-10,1,1.8335e-11,1.0402e-09,1.8393e-11,1,7.8583e-09,5.3448e-08,7.921e-09,1,1.1876e-09,6.8589e-09,1.1889e-09,1,9.7635e-11,7.1949e-09,1.057e-10,1,4.2012e-11,7.2065e-10,4.2082e-11,1,1.4274e-11,1.0584e-09,1.4323e-11
"82",1,3.7366e-09,2.0333e-08,3.7671e-09,1,1.0385e-10,3.3938e-09,1.0411e-10,1,1.8218e-11,1.0336e-09,1.8277e-11,1,7.7343e-09,5.2609e-08,7.7963e-09,1,1.1848e-09,6.8443e-09,1.1863e-09,1,9.4824e-11,7.1092e-09,9.5435e-11,1,4.1874e-11,7.1833e-10,4.1945e-11,1,1.4177e-11,1.0512e-09,1.4226e-11
"83",1,3.6781e-09,2.001e-08,3.7066e-09,1,1.0337e-10,3.3778e-09,1.0361e-10,1,1.8104e-11,1.0271e-09,1.816e-11,1,7.6134e-09,5.1782e-08,7.6731e-09,1,1.1824e-09,6.8298e-09,1.1835e-09,1,9.3698e-11,7.0242e-09,9.4248e-11,1,4.1743e-11,7.1602e-10,4.1807e-11,1,1.4082e-11,1.0441e-09,1.4129e-11
"84",1,3.6171e-09,1.9691e-08,3.6492e-09,1,1.0286e-10,3.3618e-09,1.0313e-10,1,1.7985e-11,1.0205e-09,1.8046e-11,1,7.4909e-09,5.0966e-08,7.5533e-09,1,1.1791e-09,6.8152e-09,1.1813e-09,1,9.2531e-11,6.9396e-09,9.3138e-11,1,4.1597e-11,7.137e-10,4.1677e-11,1,1.3984e-11,1.037e-09,1.4035e-11
"85",1,3.5599e-09,1.9376e-08,3.5866e-09,1,1.0239e-10,3.3458e-09,1.0261e-10,1,1.7872e-11,1.014e-09,1.7927e-11,1,7.3743e-09,5.0161e-08,7.4311e-09,1,1.1769e-09,6.8006e-09,1.1776e-09,1,9.1438e-11,6.8555e-09,9.196e-11,1,4.1471e-11,7.1139e-10,4.1528e-11,1,1.389e-11,1.0299e-09,1.3936e-11
"86",1,3.5041e-09,1.9064e-08,3.5322e-09,1,1.019e-10,3.3299e-09,1.0215e-10,1,1.7758e-11,1.0075e-09,1.7815e-11,1,7.258e-09,4.9367e-08,7.3159e-09,1,1.1746e-09,6.786e-09,1.1758e-09,1,9.0337e-11,6.7723e-09,9.0888e-11,1,4.1338e-11,7.0908e-10,4.1405e-11,1,1.3795e-11,1.0229e-09,1.3843e-11
"87",1,3.4478e-09,1.8757e-08,3.4759e-09,1,1.0142e-10,3.314e-09,1.0166e-10,1,1.7643e-11,1.001e-09,1.77e-11,1,7.1431e-09,4.8587e-08,7.2003e-09,1,1.1721e-09,6.7714e-09,1.1734e-09,1,8.9237e-11,6.6899e-09,8.9786e-11,1,4.1203e-11,7.0678e-10,4.1271e-11,1,1.3701e-11,1.0159e-09,1.3748e-11
"88",1,3.3924e-09,1.8456e-08,3.4198e-09,1,1.0094e-10,3.2983e-09,1.0118e-10,1,1.753e-11,9.9454e-10,1.7586e-11,1,7.0303e-09,4.7818e-08,7.0863e-09,1,1.1696e-09,6.7568e-09,1.1708e-09,1,8.8154e-11,6.6086e-09,8.8692e-11,1,4.107e-11,7.0448e-10,4.1136e-11,1,1.3607e-11,1.0089e-09,1.3654e-11
"89",1,3.3376e-09,1.8159e-08,3.3651e-09,1,1.0045e-10,3.2826e-09,1.007e-10,1,1.7417e-11,9.8815e-10,1.7473e-11,1,6.9188e-09,4.7062e-08,6.9744e-09,1,1.167e-09,6.7423e-09,1.1683e-09,1,8.7079e-11,6.5283e-09,8.7617e-11,1,4.0936e-11,7.022e-10,4.1004e-11,1,1.3513e-11,1.002e-09,1.356e-11
"90",1,1.4409e-08,1.7896e-08,3.2096e-08,1,4.5399e-09,3.2798e-09,4.7154e-08,1,1.1311e-09,9.835e-10,1.7138e-08,1,5.7578e-08,4.6865e-08,4.2575e-07,1,1.5333e-09,6.7282e-09,2.4789e-09,1,6.0895e-07,7.0223e-09,3.4708e-06,1,1.6756e-10,7.0017e-10,1.2746e-09,1,1.3414e-11,9.9512e-10,1.3467e-11
"91",1,4.316e-09,1.7627e-08,6.0302e-09,1,9.9934e-11,3.2656e-09,1.0013e-10,1,1.7226e-11,9.7733e-10,1.7264e-11,1,6.7955e-09,4.6201e-08,6.8686e-09,1,1.1736e-09,6.7139e-09,1.2034e-09,1,2.2462e-09,7.0548e-09,1.1927e-08,1,4.0691e-11,6.9793e-10,4.0777e-11,1,1.3329e-11,9.8834e-10,1.3367e-11
"92",1,3.2952e-09,1.7348e-08,3.4873e-09,1,9.9466e-11,3.2501e-09,9.9702e-11,1,1.7117e-11,9.7111e-10,1.7172e-11,1,6.6859e-09,4.5473e-08,6.739e-09,1,1.1603e-09,6.6996e-09,1.1624e-09,1,1.02e-10,6.9705e-09,1.4312e-10,1,4.0558e-11,6.9568e-10,4.0623e-11,1,1.3239e-11,9.8163e-10,1.3285e-11
"93",1,3.1495e-09,1.7072e-08,3.1905e-09,1,9.9001e-11,3.2347e-09,9.923e-11,1,1.7009e-11,9.6493e-10,1.7062e-11,1,6.5812e-09,4.4757e-08,6.633e-09,1,1.1577e-09,6.6853e-09,1.1588e-09,1,9.1916e-11,6.8868e-09,9.2631e-11,1,4.043e-11,6.9343e-10,4.0492e-11,1,1.315e-11,9.7496e-10,1.3194e-11
