"","Depth.m..1","Ave.Conc.H20.1","Ave.Conc.benth.1","Peak.Conc.H20.1","Depth.m..2","Ave.Conc.H20.2","Ave.Conc.benth.2","Peak.Conc.H20.2","Depth.m..3","Ave.Conc.H20.3","Ave.Conc.benth.3","Peak.Conc.H20.3","Depth.m..4","Ave.Conc.H20.4","Ave.Conc.benth.4","Peak.Conc.H20.4","Depth.m..5","Ave.Conc.H20.5","Ave.Conc.benth.5","Peak.Conc.H20.5","Depth.m..6","Ave.Conc.H20.6","Ave.Conc.benth.6","Peak.Conc.H20.6","Depth.m..7","Ave.Conc.H20.7","Ave.Conc.benth.7","Peak.Conc.H20.7","Depth.m..8","Ave.Conc.H20.8","Ave.Conc.benth.8","Peak.Conc.H20.8"
"1226",1,1.1306e-08,6.1575e-08,1.1426e-08,1,3.5983e-10,1.176e-08,3.6081e-10,1,9.8751e-11,5.6025e-09,9.9156e-11,1,1.2974e-08,8.8396e-08,1.3039e-08,1,6.0577e-09,3.5164e-08,6.0668e-09,1,1.8135e-10,1.3594e-08,1.8283e-10,1,2.5123e-10,4.3101e-09,2.5169e-10,1,2.812e-10,2.0852e-08,2.8241e-10
"1227",1,1.1072e-08,6.0295e-08,1.1188e-08,1,3.579e-10,1.1696e-08,3.5885e-10,1,9.7948e-11,5.5567e-09,9.8347e-11,1,1.2751e-08,8.6825e-08,1.2865e-08,1,6.042e-09,3.5073e-08,6.0494e-09,1,1.7845e-10,1.3375e-08,1.7988e-10,1,2.5032e-10,4.2944e-09,2.5077e-10,1,2.7882e-10,2.0675e-08,2.8e-10
"1228",1,1.0842e-08,5.9036e-08,1.0957e-08,1,3.5597e-10,1.1633e-08,3.5694e-10,1,9.7144e-11,5.5111e-09,9.7546e-11,1,1.2524e-08,8.528e-08,1.2638e-08,1,6.0261e-09,3.4982e-08,6.0344e-09,1,1.7556e-10,1.3159e-08,1.77e-10,1,2.4941e-10,4.2787e-09,2.4987e-10,1,2.7643e-10,2.0498e-08,2.7762e-10
"1229",1,1.0614e-08,5.7801e-08,1.0728e-08,1,3.5402e-10,1.157e-08,3.55e-10,1,9.6343e-11,5.4658e-09,9.6744e-11,1,1.2301e-08,8.3761e-08,1.2412e-08,1,6.0098e-09,3.4891e-08,6.0182e-09,1,1.727e-10,1.2945e-08,1.7413e-10,1,2.4848e-10,4.263e-09,2.4895e-10,1,2.7406e-10,2.0322e-08,2.7525e-10
"1230",1,1.0393e-08,5.66e-08,1.0502e-08,1,3.5211e-10,1.1508e-08,3.5306e-10,1,9.5555e-11,5.4212e-09,9.5946e-11,1,1.2623e-08,8.228e-08,1.7309e-08,1,5.9951e-09,3.4801e-08,6.0018e-09,1,1.6991e-10,1.2737e-08,1.7129e-10,1,2.4758e-10,4.2475e-09,2.4803e-10,1,2.7172e-10,2.0149e-08,2.7288e-10
"1231",1,1.0181e-08,5.5441e-08,1.0285e-08,1,3.5023e-10,1.1446e-08,3.5116e-10,1,9.4786e-11,5.3775e-09,9.5166e-11,1,1.186e-08,8.0829e-08,1.1883e-08,1,5.9819e-09,3.4712e-08,5.9877e-09,1,1.6722e-10,1.2535e-08,1.6855e-10,1,2.4669e-10,4.2321e-09,2.4712e-10,1,2.6944e-10,1.998e-08,2.7057e-10
"1232",1,9.9785e-09,5.432e-08,1.0077e-08,1,3.484e-10,1.1385e-08,3.493e-10,1,9.4037e-11,5.3347e-09,9.4406e-11,1,1.1665e-08,7.9413e-08,1.1767e-08,1,5.9695e-09,3.4624e-08,5.9749e-09,1,1.6463e-10,1.2339e-08,1.659e-10,1,2.4582e-10,4.2168e-09,2.4624e-10,1,2.6722e-10,1.9814e-08,2.6831e-10
"1233",1,9.7793e-09,5.3233e-08,9.8788e-09,1,3.4655e-10,1.1325e-08,3.4748e-10,1,9.3293e-11,5.2926e-09,9.3664e-11,1,1.2157e-08,7.8036e-08,1.8689e-08,1,5.9555e-09,3.4537e-08,5.9627e-09,1,1.6208e-10,1.2148e-08,1.6335e-10,1,2.4493e-10,4.2017e-09,2.4538e-10,1,2.6501e-10,1.965e-08,2.6611e-10
"1234",1,9.5865e-09,5.2187e-08,9.6808e-09,1,3.4473e-10,1.1266e-08,3.4563e-10,1,9.2567e-11,5.2516e-09,9.2925e-11,1,1.1243e-08,7.6687e-08,1.1177e-08,1,5.9427e-09,3.4452e-08,5.9481e-09,1,1.5961e-10,1.1964e-08,1.6082e-10,1,2.4406e-10,4.1868e-09,2.4449e-10,1,2.6285e-10,1.9491e-08,2.6392e-10
"1235",1,9.4034e-09,5.1188e-08,9.4928e-09,1,3.4294e-10,1.1207e-08,3.4383e-10,1,9.1867e-11,5.2119e-09,9.2212e-11,1,1.1075e-08,7.5377e-08,1.1169e-08,1,5.931e-09,3.4368e-08,5.9361e-09,1,1.5726e-10,1.1788e-08,1.5841e-10,1,2.432e-10,4.1721e-09,2.4363e-10,1,2.6077e-10,1.9336e-08,2.618e-10
"1236",1,9.2029e-09,5.0226e-08,9.3142e-09,1,3.409e-10,1.115e-08,3.4206e-10,1,9.1128e-11,5.1731e-09,9.1523e-11,1,1.2908e-08,7.4127e-08,3.7245e-08,1,5.9062e-09,3.4285e-08,5.9246e-09,1,1.5475e-10,1.1618e-08,1.5611e-10,1,2.5374e-10,4.1576e-09,3.9879e-10,1,2.5856e-10,1.9185e-08,2.5974e-10
"1237",1,9.0395e-09,4.9286e-08,9.105e-09,1,3.394e-10,1.1093e-08,3.3999e-10,1,9.0502e-11,5.1348e-09,9.0786e-11,1,1.0583e-08,7.287e-08,9.7912e-09,1,5.8992e-09,3.4203e-08,5.8952e-09,1,1.5269e-10,1.1451e-08,1.5359e-10,1,2.4101e-10,4.1432e-09,2.3711e-10,1,2.567e-10,1.9036e-08,2.5753e-10
"1238",1,8.884e-09,4.8356e-08,8.9638e-09,1,3.3773e-10,1.1036e-08,3.3856e-10,1,8.9839e-11,5.0965e-09,9.0168e-11,1,1.0526e-08,7.1634e-08,1.0615e-08,1,5.8902e-09,3.4121e-08,5.8959e-09,1,1.5056e-10,1.1285e-08,1.5164e-10,1,2.407e-10,4.1288e-09,2.4109e-10,1,2.5472e-10,1.8886e-08,2.557e-10
"1239",1,8.7175e-09,4.743e-08,8.8018e-09,1,3.3599e-10,1.0979e-08,3.3686e-10,1,8.9162e-11,5.0579e-09,8.9502e-11,1,1.0346e-08,7.041e-08,1.0436e-08,1,5.8754e-09,3.4038e-08,5.8836e-09,1,1.4836e-10,1.1119e-08,1.4947e-10,1,2.3987e-10,4.1143e-09,2.4028e-10,1,2.5271e-10,1.8736e-08,2.5372e-10
"1240",1,8.5473e-09,4.6504e-08,8.6332e-09,1,3.3423e-10,1.0921e-08,3.3512e-10,1,8.8475e-11,5.019e-09,8.8821e-11,1,1.0332e-08,6.9199e-08,1.2871e-08,1,5.8587e-09,3.3954e-08,5.8678e-09,1,1.4613e-10,1.0951e-08,1.4726e-10,1,2.3901e-10,4.0997e-09,2.3944e-10,1,2.5066e-10,1.8585e-08,2.5169e-10
"1241",1,8.3767e-09,4.5583e-08,8.4622e-09,1,3.3246e-10,1.0864e-08,3.3335e-10,1,8.7782e-11,4.9798e-09,8.813e-11,1,9.9688e-09,6.7997e-08,9.9091e-09,1,5.8422e-09,3.3869e-08,5.8508e-09,1,1.4389e-10,1.0784e-08,1.4502e-10,1,2.3815e-10,4.0851e-09,2.3859e-10,1,2.4861e-10,1.8433e-08,2.4964e-10
"1242",1,8.2076e-09,4.4667e-08,8.2923e-09,1,3.3069e-10,1.0806e-08,3.3158e-10,1,8.7088e-11,4.9403e-09,8.7437e-11,1,9.8142e-09,6.6809e-08,9.9021e-09,1,5.8254e-09,3.3784e-08,5.8345e-09,1,1.4166e-10,1.0616e-08,1.4278e-10,1,2.3729e-10,4.0704e-09,2.3772e-10,1,2.4655e-10,1.8281e-08,2.4759e-10
"1243",1,8.0386e-09,4.3749e-08,8.1235e-09,1,3.2892e-10,1.0748e-08,3.2981e-10,1,8.6385e-11,4.9004e-09,8.6739e-11,1,9.7043e-09,6.5631e-08,1.1518e-08,1,5.8081e-09,3.3697e-08,5.8174e-09,1,1.3941e-10,1.0447e-08,1.4054e-10,1,2.3643e-10,4.0557e-09,2.3687e-10,1,2.4447e-10,1.8126e-08,2.4552e-10
"1244",1,7.8695e-09,4.2835e-08,7.9545e-09,1,3.2712e-10,1.069e-08,3.2803e-10,1,8.5674e-11,4.8602e-09,8.6032e-11,1,9.4465e-09,6.4461e-08,9.3834e-09,1,5.7907e-09,3.361e-08,5.8e-09,1,1.3715e-10,1.0278e-08,1.3828e-10,1,2.3556e-10,4.0408e-09,2.36e-10,1,2.4237e-10,1.7971e-08,2.4343e-10
"1245",1,7.6998e-09,4.1924e-08,7.7855e-09,1,3.2531e-10,1.0632e-08,3.2623e-10,1,8.4956e-11,4.8196e-09,8.5319e-11,1,9.2965e-09,6.3304e-08,1.0941e-08,1,5.7722e-09,3.3522e-08,5.7825e-09,1,1.3487e-10,1.0108e-08,1.3602e-10,1,2.3467e-10,4.0259e-09,2.3512e-10,1,2.4025e-10,1.7815e-08,2.4132e-10
"1246",1,7.5311e-09,4.1013e-08,7.6157e-09,1,3.2351e-10,1.0573e-08,3.2442e-10,1,8.4232e-11,4.7785e-09,8.4597e-11,1,9.1003e-09,6.2154e-08,9.0018e-09,1,5.7536e-09,3.3432e-08,5.7637e-09,1,1.3259e-10,9.9373e-09,1.3373e-10,1,2.3379e-10,4.0109e-09,2.3423e-10,1,2.3812e-10,1.7657e-08,2.3919e-10
"1247",1,7.3605e-09,4.0097e-08,7.4474e-09,1,3.2167e-10,1.0513e-08,3.2261e-10,1,8.3492e-11,4.7367e-09,8.3867e-11,1,8.956e-09,6.101e-08,9.0418e-09,1,5.7336e-09,3.3341e-08,5.7451e-09,1,1.3027e-10,9.7643e-09,1.3144e-10,1,2.3288e-10,3.9957e-09,2.3335e-10,1,2.3595e-10,1.7497e-08,2.3705e-10
"1248",1,7.1931e-09,3.9184e-08,7.2756e-09,1,3.1986e-10,1.0454e-08,3.2075e-10,1,8.2753e-11,4.6945e-09,8.3121e-11,1,8.7392e-09,5.9877e-08,9.7206e-09,1,5.7161e-09,3.3249e-08,5.7245e-09,1,1.2796e-10,9.5907e-09,1.2911e-10,1,2.3201e-10,3.9804e-09,2.3244e-10,1,2.3378e-10,1.7336e-08,2.3486e-10
"1249",1,7.0249e-09,3.8277e-08,7.1105e-09,1,3.18e-10,1.0394e-08,3.1895e-10,1,8.1999e-11,4.6521e-09,8.2381e-11,1,8.6021e-09,5.8754e-08,8.5356e-09,1,5.697e-09,3.3155e-08,5.708e-09,1,1.2563e-10,9.4171e-09,1.2681e-10,1,2.3109e-10,3.9651e-09,2.3157e-10,1,2.3158e-10,1.7174e-08,2.3269e-10
"1250",1,6.86e-09,3.7381e-08,6.9412e-09,1,3.1618e-10,1.0334e-08,3.1708e-10,1,8.1251e-11,4.6095e-09,8.1624e-11,1,8.3641e-09,5.7646e-08,9.2373e-09,1,5.6797e-09,3.3062e-08,5.6879e-09,1,1.2334e-10,9.2445e-09,1.2447e-10,1,2.302e-10,3.9497e-09,2.3064e-10,1,2.2939e-10,1.7011e-08,2.3048e-10
"1251",1,6.6993e-09,3.65e-08,6.779e-09,1,3.1437e-10,1.0274e-08,3.1527e-10,1,8.0506e-11,4.5671e-09,8.0878e-11,1,8.2757e-09,5.6554e-08,8.1779e-09,1,5.6635e-09,3.2968e-08,5.6717e-09,1,1.2107e-10,9.0739e-09,1.222e-10,1,2.2932e-10,3.9344e-09,2.2976e-10,1,2.2722e-10,1.685e-08,2.283e-10
"1252",1,6.5394e-09,3.563e-08,6.6198e-09,1,3.1253e-10,1.0215e-08,3.1346e-10,1,7.9757e-11,4.5246e-09,8.0133e-11,1,8.1418e-09,5.5478e-08,8.2213e-09,1,5.6454e-09,3.2873e-08,5.6553e-09,1,1.1881e-10,8.9044e-09,1.1995e-10,1,2.2842e-10,3.919e-09,2.2887e-10,1,2.2503e-10,1.6688e-08,2.2613e-10
"1253",1,6.3811e-09,3.4772e-08,6.46e-09,1,3.1069e-10,1.0155e-08,3.1162e-10,1,7.9006e-11,4.4821e-09,7.9382e-11,1,7.8966e-09,5.4417e-08,8.3871e-09,1,5.6277e-09,3.2778e-08,5.6367e-09,1,1.1656e-10,8.7363e-09,1.1768e-10,1,2.2751e-10,3.9036e-09,2.2797e-10,1,2.2285e-10,1.6526e-08,2.2394e-10
"1254",1,6.2257e-09,3.3931e-08,6.3031e-09,1,3.0886e-10,1.0095e-08,3.0978e-10,1,7.8259e-11,4.4398e-09,7.8633e-11,1,7.8142e-09,5.3373e-08,7.7644e-09,1,5.6102e-09,3.2683e-08,5.6192e-09,1,1.1434e-10,8.5705e-09,1.1545e-10,1,2.266e-10,3.8882e-09,2.2706e-10,1,2.2068e-10,1.6366e-08,2.2176e-10
"1255",1,6.0748e-09,3.3106e-08,6.1493e-09,1,3.0706e-10,1.0036e-08,3.0795e-10,1,7.752e-11,4.3977e-09,7.7888e-11,1,7.6814e-09,5.2347e-08,7.7561e-09,1,5.5936e-09,3.2588e-08,5.6017e-09,1,1.1217e-10,8.407e-09,1.1325e-10,1,2.2572e-10,3.8728e-09,2.2615e-10,1,2.1853e-10,1.6206e-08,2.196e-10
"1256",1,5.9267e-09,3.2294e-08,6.0005e-09,1,3.0525e-10,9.9767e-09,3.0615e-10,1,7.6781e-11,4.3557e-09,7.7151e-11,1,7.4286e-09,5.1336e-08,7.8219e-09,1,5.5765e-09,3.2492e-08,5.5854e-09,1,1.1002e-10,8.2451e-09,1.1109e-10,1,2.2481e-10,3.8574e-09,2.2531e-10,1,2.1638e-10,1.6046e-08,2.1745e-10
"1257",1,5.7785e-09,3.149e-08,5.8532e-09,1,3.0342e-10,9.9173e-09,3.0435e-10,1,7.6036e-11,4.3135e-09,7.6412e-11,1,7.3672e-09,5.0335e-08,7.3128e-09,1,5.5574e-09,3.2396e-08,5.5681e-09,1,1.0786e-10,8.0836e-09,1.0895e-10,1,2.2392e-10,3.842e-09,2.2436e-10,1,2.1422e-10,1.5886e-08,2.1531e-10
"1258",1,5.6313e-09,3.069e-08,5.7049e-09,1,3.0159e-10,9.8575e-09,3.0251e-10,1,7.5286e-11,4.2708e-09,7.5662e-11,1,7.1115e-09,4.9344e-08,7.4778e-09,1,5.538e-09,3.2298e-08,5.5483e-09,1,1.0571e-10,7.922e-09,1.0679e-10,1,2.2301e-10,3.8264e-09,2.2347e-10,1,2.1204e-10,1.5725e-08,2.1313e-10
"1259",1,5.484e-09,2.9897e-08,5.5584e-09,1,2.9973e-10,9.7975e-09,3.0068e-10,1,7.4525e-11,4.2279e-09,7.4909e-11,1,7.0735e-09,4.8363e-08,7.001e-09,1,5.5177e-09,3.2199e-08,5.5289e-09,1,1.0354e-10,7.7607e-09,1.0464e-10,1,2.2208e-10,3.8108e-09,2.2256e-10,1,2.0984e-10,1.5562e-08,2.1095e-10
"1260",1,5.339e-09,2.9113e-08,5.4112e-09,1,2.9788e-10,9.7373e-09,2.9881e-10,1,7.3766e-11,4.1848e-09,7.4147e-11,1,6.8174e-09,4.7394e-08,7.1328e-09,1,5.498e-09,3.21e-08,5.5083e-09,1,1.014e-10,7.6e-09,1.0247e-10,1,2.2116e-10,3.7951e-09,2.2162e-10,1,2.0764e-10,1.54e-08,2.0874e-10
"1261",1,5.1945e-09,2.8337e-08,5.2676e-09,1,2.96e-10,9.6769e-09,2.9696e-10,1,7.2997e-11,4.1415e-09,7.3385e-11,1,6.7887e-09,4.6436e-08,6.7153e-09,1,5.4771e-09,3.1999e-08,5.4888e-09,1,9.9246e-11,7.44e-09,1.0033e-10,1,2.2021e-10,3.7793e-09,2.207e-10,1,2.0542e-10,1.5236e-08,2.0654e-10
"1262",1,5.054e-09,2.7575e-08,5.1231e-09,1,2.9415e-10,9.6166e-09,2.9507e-10,1,7.2236e-11,4.0983e-09,7.2615e-11,1,6.6706e-09,4.5494e-08,6.7391e-09,1,5.4587e-09,3.1899e-08,5.4674e-09,1,9.7138e-11,7.282e-09,9.8182e-11,1,2.1929e-10,3.7635e-09,2.1975e-10,1,2.0323e-10,1.5074e-08,2.0432e-10
"1263",1,4.9177e-09,2.6833e-08,4.9854e-09,1,2.9232e-10,9.5566e-09,2.9324e-10,1,7.1481e-11,4.0555e-09,7.1858e-11,1,6.5351e-09,4.4571e-08,6.6025e-09,1,5.4412e-09,3.1798e-08,5.4501e-09,1,9.507e-11,7.1271e-09,9.6099e-11,1,2.1837e-10,3.7478e-09,2.1884e-10,1,2.0105e-10,1.4913e-08,2.0214e-10
"1264",1,4.7837e-09,2.6104e-08,4.8508e-09,1,2.9048e-10,9.4967e-09,2.914e-10,1,7.0728e-11,4.0127e-09,7.1106e-11,1,6.2956e-09,4.366e-08,6.5184e-09,1,5.4218e-09,3.1697e-08,5.4324e-09,1,9.3028e-11,6.9739e-09,9.4051e-11,1,2.1745e-10,3.732e-09,2.1791e-10,1,1.9888e-10,1.4752e-08,1.9997e-10
"1265",1,4.6518e-09,2.538e-08,4.7174e-09,1,2.8865e-10,9.4364e-09,2.8956e-10,1,6.9972e-11,3.9696e-09,7.035e-11,1,6.2531e-09,4.2758e-08,6.2092e-09,1,5.4023e-09,3.1594e-08,5.4124e-09,1,9.1e-11,6.8207e-09,9.2011e-11,1,2.1655e-10,3.7162e-09,2.1699e-10,1,1.9671e-10,1.459e-08,1.978e-10
"1266",1,4.5198e-09,2.4659e-08,4.5863e-09,1,2.8679e-10,9.3756e-09,2.8773e-10,1,6.9203e-11,3.926e-09,6.959e-11,1,6.1365e-09,4.1864e-08,6.2029e-09,1,5.3813e-09,3.149e-08,5.393e-09,1,8.8956e-11,6.6672e-09,8.9984e-11,1,2.1561e-10,3.7002e-09,2.1608e-10,1,1.945e-10,1.4426e-08,1.9561e-10
"1267",1,4.3882e-09,2.3942e-08,4.4541e-09,1,2.8492e-10,9.3143e-09,2.8586e-10,1,6.8426e-11,3.8818e-09,6.8817e-11,1,5.9045e-09,4.0975e-08,6.1011e-09,1,5.3598e-09,3.1385e-08,5.3714e-09,1,8.6907e-11,6.5131e-09,8.7934e-11,1,2.1467e-10,3.684e-09,2.1514e-10,1,1.9227e-10,1.426e-08,1.9339e-10
"1268",1,4.2569e-09,2.3228e-08,4.3229e-09,1,2.8302e-10,9.2525e-09,2.8398e-10,1,6.7638e-11,3.837e-09,6.8035e-11,1,5.8609e-09,4.0093e-08,5.823e-09,1,5.3375e-09,3.1277e-08,5.3498e-09,1,8.4848e-11,6.3587e-09,8.5883e-11,1,2.1371e-10,3.6677e-09,2.142e-10,1,1.9001e-10,1.4093e-08,1.9115e-10
"1269",1,4.1259e-09,2.2521e-08,4.1918e-09,1,2.811e-10,9.1904e-09,2.8207e-10,1,6.684e-11,3.7919e-09,6.7242e-11,1,5.6346e-09,3.922e-08,5.8323e-09,1,5.3148e-09,3.1168e-08,5.3273e-09,1,8.2783e-11,6.2045e-09,8.3821e-11,1,2.1273e-10,3.6512e-09,2.1323e-10,1,1.8773e-10,1.3925e-08,1.8888e-10
"1270",1,3.9974e-09,2.1825e-08,4.0613e-09,1,2.7918e-10,9.128e-09,2.8014e-10,1,6.6041e-11,3.7467e-09,6.6441e-11,1,5.6033e-09,3.8357e-08,5.5543e-09,1,5.2933e-09,3.1058e-08,5.3044e-09,1,8.074e-11,6.0516e-09,8.1759e-11,1,2.1176e-10,3.6347e-09,2.1225e-10,1,1.8545e-10,1.3756e-08,1.8659e-10
"1271",1,3.8705e-09,2.1138e-08,3.9343e-09,1,2.7725e-10,9.0653e-09,2.7823e-10,1,6.5238e-11,3.7011e-09,6.5643e-11,1,5.3829e-09,3.7505e-08,5.5701e-09,1,5.2703e-09,3.0947e-08,5.2833e-09,1,7.8708e-11,5.8995e-09,7.973e-11,1,2.1078e-10,3.6181e-09,2.1128e-10,1,1.8316e-10,1.3586e-08,1.8431e-10
"1272",1,3.7469e-09,2.0459e-08,3.8078e-09,1,2.7535e-10,9.0023e-09,2.7629e-10,1,6.4435e-11,3.6553e-09,6.4835e-11,1,5.3542e-09,3.6661e-08,5.3053e-09,1,5.2496e-09,3.0834e-08,5.2596e-09,1,7.6704e-11,5.7481e-09,7.7697e-11,1,2.0983e-10,3.6013e-09,2.103e-10,1,1.8087e-10,1.3416e-08,1.8201e-10
"1273",1,3.6235e-09,1.9792e-08,3.6861e-09,1,2.7338e-10,8.9391e-09,2.7439e-10,1,6.362e-11,3.6094e-09,6.4032e-11,1,5.2464e-09,3.5831e-08,5.3085e-09,1,5.2263e-09,3.0721e-08,5.2398e-09,1,7.4691e-11,5.5984e-09,7.5708e-11,1,2.0881e-10,3.5845e-09,2.0934e-10,1,1.7855e-10,1.3245e-08,1.7973e-10
"1274",1,3.5015e-09,1.9138e-08,3.5625e-09,1,2.714e-10,8.8759e-09,2.724e-10,1,6.2805e-11,3.5635e-09,6.3215e-11,1,5.0421e-09,3.5011e-08,5.1923e-09,1,5.2026e-09,3.0606e-08,5.2153e-09,1,7.27e-11,5.4504e-09,7.3697e-11,1,2.078e-10,3.5676e-09,2.0832e-10,1,1.7623e-10,1.3075e-08,1.774e-10
"1275",1,3.3841e-09,1.8501e-08,3.442e-09,1,2.6947e-10,8.8127e-09,2.7043e-10,1,6.2e-11,3.5178e-09,6.2402e-11,1,4.9957e-09,3.4207e-08,4.9715e-09,1,5.1815e-09,3.0491e-08,5.1919e-09,1,7.0762e-11,5.3052e-09,7.1723e-11,1,2.0682e-10,3.5507e-09,2.0731e-10,1,1.7395e-10,1.2905e-08,1.7509e-10
"1276",1,3.2723e-09,1.7883e-08,3.327e-09,1,2.6759e-10,8.7499e-09,2.6851e-10,1,6.1208e-11,3.4725e-09,6.16e-11,1,4.8926e-09,3.342e-08,4.9491e-09,1,5.1631e-09,3.0376e-08,5.1715e-09,1,6.8885e-11,5.1632e-09,6.9808e-11,1,2.0587e-10,3.5339e-09,2.0633e-10,1,1.717e-10,1.2737e-08,1.7281e-10
"1277",1,3.1631e-09,1.7282e-08,3.2175e-09,1,2.6567e-10,8.6873e-09,2.6663e-10,1,6.0417e-11,3.4276e-09,6.0812e-11,1,4.6931e-09,3.2648e-08,4.8399e-09,1,5.1434e-09,3.0262e-08,5.1537e-09,1,6.7036e-11,5.0243e-09,6.7956e-11,1,2.0489e-10,3.5171e-09,2.0538e-10,1,1.6946e-10,1.2571e-08,1.7058e-10
"1278",1,3.0554e-09,1.6697e-08,3.1093e-09,1,2.6375e-10,8.6248e-09,2.6472e-10,1,5.9628e-11,3.3829e-09,6.0024e-11,1,4.6561e-09,3.189e-08,4.626e-09,1,5.1217e-09,3.0147e-08,5.1334e-09,1,6.5213e-11,4.8881e-09,6.6124e-11,1,2.0389e-10,3.5003e-09,2.044e-10,1,1.6722e-10,1.2405e-08,1.6834e-10
"1279",1,2.9502e-09,1.6125e-08,3.0026e-09,1,2.6183e-10,8.5623e-09,2.6279e-10,1,5.8842e-11,3.3383e-09,5.9236e-11,1,4.4638e-09,3.1145e-08,4.616e-09,1,5.0991e-09,3.0031e-08,5.1113e-09,1,6.3421e-11,4.7538e-09,6.4316e-11,1,2.0291e-10,3.4834e-09,2.034e-10,1,1.6499e-10,1.224e-08,1.6611e-10
"1280",1,2.8457e-09,1.556e-08,2.8984e-09,1,2.5988e-10,8.4993e-09,2.6087e-10,1,5.8046e-11,3.2933e-09,5.8449e-11,1,4.4358e-09,3.0406e-08,4.3976e-09,1,5.074e-09,2.9913e-08,5.0885e-09,1,6.1631e-11,4.6201e-09,6.2534e-11,1,2.0188e-10,3.4664e-09,2.0242e-10,1,1.6273e-10,1.2074e-08,1.6388e-10
"1281",1,2.7424e-09,1.5002e-08,2.7941e-09,1,2.5792e-10,8.4358e-09,2.5891e-10,1,5.7244e-11,3.2479e-09,5.7648e-11,1,4.3409e-09,2.9675e-08,4.3951e-09,1,5.0489e-09,2.9794e-08,5.0624e-09,1,5.985e-11,4.4869e-09,6.0742e-11,1,2.0088e-10,3.4492e-09,2.0138e-10,1,1.6046e-10,1.1906e-08,1.6161e-10
"1282",1,2.6428e-09,1.446e-08,2.6918e-09,1,2.5597e-10,8.3725e-09,2.5694e-10,1,5.6448e-11,3.2028e-09,5.6844e-11,1,4.1588e-09,2.8958e-08,4.2892e-09,1,5.0279e-09,2.9674e-08,5.0376e-09,1,5.8108e-11,4.3566e-09,5.8969e-11,1,1.9987e-10,3.432e-09,2.0038e-10,1,1.5822e-10,1.1739e-08,1.5933e-10
"1283",1,2.5479e-09,1.3938e-08,2.5945e-09,1,2.5407e-10,8.3097e-09,2.5501e-10,1,5.5669e-11,3.1585e-09,5.6056e-11,1,4.1234e-09,2.8259e-08,4.0975e-09,1,5.0084e-09,2.9555e-08,5.0179e-09,1,5.6429e-11,4.2304e-09,5.7258e-11,1,1.9886e-10,3.4149e-09,1.9937e-10,1,1.5602e-10,1.1576e-08,1.5711e-10
"1284",1,2.4556e-09,1.3432e-08,2.5015e-09,1,2.5216e-10,8.2471e-09,2.5312e-10,1,5.4894e-11,3.1144e-09,5.5281e-11,1,4.0336e-09,2.7575e-08,4.0838e-09,1,4.9868e-09,2.9435e-08,4.9985e-09,1,5.4786e-11,4.1067e-09,5.5605e-11,1,1.979e-10,3.3979e-09,1.9836e-10,1,1.5383e-10,1.1413e-08,1.5492e-10
"1285",1,2.3652e-09,1.2936e-08,2.4102e-09,1,2.5025e-10,8.1843e-09,2.5121e-10,1,5.4117e-11,3.0702e-09,5.4506e-11,1,3.8687e-09,2.6899e-08,3.9848e-09,1,4.964e-09,2.9315e-08,4.9761e-09,1,5.3164e-11,3.9846e-09,5.3972e-11,1,1.9691e-10,3.3807e-09,1.974e-10,1,1.5164e-10,1.125e-08,1.5273e-10
"1286",1,2.276e-09,1.2451e-08,2.3206e-09,1,2.4831e-10,8.1214e-09,2.4929e-10,1,5.3336e-11,3.026e-09,5.3728e-11,1,3.8275e-09,2.6234e-08,3.8115e-09,1,4.9405e-09,2.9193e-08,4.9531e-09,1,5.1555e-11,3.8644e-09,5.2359e-11,1,1.9589e-10,3.3635e-09,1.9641e-10,1,1.4943e-10,1.1087e-08,1.5054e-10
"1287",1,2.1893e-09,1.1983e-08,2.2324e-09,1,2.4636e-10,8.0587e-09,2.4734e-10,1,5.2561e-11,2.9823e-09,5.2949e-11,1,3.664e-09,2.5584e-08,3.789e-09,1,4.9179e-09,2.9072e-08,4.9294e-09,1,4.9981e-11,3.7473e-09,5.0764e-11,1,1.9486e-10,3.3463e-09,1.9538e-10,1,1.4725e-10,1.0926e-08,1.4834e-10
"1288",1,2.1076e-09,1.1535e-08,2.1472e-09,1,2.4449e-10,7.9968e-09,2.454e-10,1,5.1809e-11,2.9395e-09,5.218e-11,1,3.6385e-09,2.4952e-08,3.6077e-09,1,4.8995e-09,2.8952e-08,4.9072e-09,1,4.848e-11,3.6345e-09,4.9214e-11,1,1.9389e-10,3.3292e-09,1.9436e-10,1,1.4513e-10,1.0769e-08,1.4617e-10
"1289",1,2.0308e-09,1.1107e-08,2.0682e-09,1,2.4266e-10,7.9357e-09,2.4355e-10,1,5.1077e-11,2.8976e-09,5.1438e-11,1,3.4859e-09,2.4339e-08,3.6042e-09,1,4.8828e-09,2.8833e-08,4.8902e-09,1,4.7047e-11,3.526e-09,4.7749e-11,1,1.9291e-10,3.3124e-09,1.934e-10,1,1.4307e-10,1.0614e-08,1.4409e-10
