"","var","pcc"
"1","PFAC",0.0741191555599976
"2","ANETD",-0.0763015603885398
"3","uslek",0.120576029003569
"4","uslels",0.168111838894397
"5","uslep",0.140660076849197
"6","slp",0.00745169682305628
"7","hl",0.0594067518331709
"8","CN_c",0.330624969427873
"9","uslec_c",0.251987428249091
"10","MNGN",-0.0205753431282296
"11","depth",-0.00760719174211907
"12","COVMAX",0.0327394224309487
"13","HTMAX",-0.0948181912868716
"14","holdup",0.040569343494542
"15","bd1",-0.0606582546829764
"16","fc",-0.0556902691204161
"17","WP",-0.0563793073515471
"18","OC",-0.0274793417792806
"19","dep",-0.408387945256965
"20","app_rate",0.390030867732118
"21","app_eff",0.334791353449406
"22","DWRATE",-0.0515568001277645
"23","DSRATE",-0.0515568001277645
"24","kd",0.0372320125188747
"25","aer_aq",-0.0544320628955642
"26","temp_ref_aer",-0.0122468657736058
"27","anae_aq",0.0990062418194195
"28","temp_ref_anae",-0.04351011970001
"29","photo",0.00528964000213076
"30","RFLAT",0.0166295427720753
"31","hydro",-0.0361229551207164
"32","SOL",0.0153558693125858
"33","benthic_depth",-0.0467710780189355
"34","porosity",-0.0670802043830005
"35","bulk_density",-0.0371785452186693
"36","FROC2",0.0500560821220028
"37","DOC2",0.0446209843306181
"38","BNMAS",-0.045721089517693
"39","SUSED",-0.0410210071474094
"40","CHL",0.0154902319069161
"41","FROC1",-0.0671832130691113
"42","DOC1",0.103373541267002
"43","PLMAS",0.000631830331948073
"44","bf",-0.0289398043494646
