"","var","pcc"
"1","PFAC",-0.00663698275850236
"2","ANETD",0.0001866140794108
"3","uslek",-0.0107809479783563
"4","uslels",-0.0232306600710902
"5","uslep",0.00553748199969889
"6","slp",0.00101016102746176
"7","hl",-0.0151522875901668
"8","CN_c",0.99507784474445
"9","uslec_c",-0.0315871962105431
"10","MNGN",-0.00865368412446068
"11","depth",0.00235824152020476
"12","COVMAX",-0.00998493148304219
"13","HTMAX",-0.00215791071990855
"14","holdup",-0.00116108831031408
"15","bd1",0.0211712789443407
"16","fc",0.709926459688495
"17","WP",-0.937653651667387
"18","OC",-0.00638392467925305
"19","dep",0.0361954089651901
"20","app_rate",0.00799147358853162
"21","app_eff",0.0116645654377043
"22","DWRATE",-0.00230670912591505
"23","DSRATE",-0.00230670912591505
"24","kd",0.0102236670749399
"25","aer_aq",0.0111577131819222
"26","temp_ref_aer",-0.0102117123216468
"27","anae_aq",0.00912346956901589
"28","temp_ref_anae",0.0217817912604821
"29","photo",-0.016399726043748
"30","RFLAT",-0.01139072422368
"31","hydro",-0.000760512466244489
"32","SOL",0.00617275026554941
"33","benthic_depth",0.00134791707609758
"34","porosity",0.00750686405922335
"35","bulk_density",0.0158391932198358
"36","FROC2",0.0192842407703603
"37","DOC2",0.000268688689860652
"38","BNMAS",-0.00467038939976836
"39","SUSED",-0.0186254223933923
"40","CHL",-0.0120659642341388
"41","FROC1",-0.0110734870775148
"42","DOC1",0.0224496226794474
"43","PLMAS",-0.00896791883314711
"44","bf",0.016245522021486
