"","YYYY.1","MM.1","DD.1","RUNF0.1","ESLS0.1","RFLX1.1","EFLX1.1","DCON1.1","INFL0.1","YYYY.2","MM.2","DD.2","RUNF0.2","ESLS0.2","RFLX1.2","EFLX1.2","DCON1.2","INFL0.2","YYYY.3","MM.3","DD.3","RUNF0.3","ESLS0.3","RFLX1.3","EFLX1.3","DCON1.3","INFL0.3","YYYY.4","MM.4","DD.4","RUNF0.4","ESLS0.4","RFLX1.4","EFLX1.4","DCON1.4","INFL0.4","YYYY.5","MM.5","DD.5","RUNF0.5","ESLS0.5","RFLX1.5","EFLX1.5","DCON1.5","INFL0.5","YYYY.6","MM.6","DD.6","RUNF0.6","ESLS0.6","RFLX1.6","EFLX1.6","DCON1.6","INFL0.6","YYYY.7","MM.7","DD.7","RUNF0.7","ESLS0.7","RFLX1.7","EFLX1.7","DCON1.7","INFL0.7","YYYY.8","MM.8","DD.8","RUNF0.8","ESLS0.8","RFLX1.8","EFLX1.8","DCON1.8","INFL0.8"
"697",2000,11,27,0,0,0,0,2.7857e-11,32.246,2000,11,27,0,0,0,0,8.867e-25,0,2000,11,27,0,0,0,0,3.9128e-18,18.49,2000,11,27,0,0,0,0,7.2638e-24,4.3771,2000,11,27,0,0,0,0,1.5143e-16,13.98,2000,11,27,0,0,0,0,8.9579e-12,0,2000,11,27,0,0,0,0,3.2882e-27,1.755,2000,11,27,0,0,0,0,4.6096e-09,18.336
"698",2000,11,28,0,0,0,0,2.6235e-11,32.246,2000,11,28,0,0,0,0,8.0876e-25,0,2000,11,28,0,0,0,0,3.722e-18,18.49,2000,11,28,0,0,0,0,6.7456e-24,4.3771,2000,11,28,0,0,0,0,1.4607e-16,13.98,2000,11,28,0,0,0,0,8.8599e-12,0,2000,11,28,0,0,0,0,3.0233e-27,1.755,2000,11,28,0,0,0,0,4.5138e-09,18.336
"699",2000,11,29,0,0,0,0,2.4707e-11,32.246,2000,11,29,0,0,0,0,7.3767e-25,0,2000,11,29,0,0,0,0,3.5404e-18,18.49,2000,11,29,0,0,0,0,6.2645e-24,4.3771,2000,11,29,0,0,0,0,1.4091e-16,13.98,2000,11,29,0,0,0,0,8.763e-12,0,2000,11,29,0,0,0,0,2.7797e-27,1.755,2000,11,29,0,0,0,0,4.42e-09,18.336
"700",2000,11,30,0,0,0,0,2.3268e-11,32.246,2000,11,30,0,0,0,0,6.7284e-25,0,2000,11,30,0,0,0,0,3.3678e-18,18.49,2000,11,30,0,0,0,0,5.8177e-24,4.3771,2000,11,30,0,0,0,0,1.3593e-16,13.98,2000,11,30,0,0,0,0,8.6671e-12,0,2000,11,30,0,0,0,0,2.5558e-27,1.755,2000,11,30,0,0,0,0,4.3281e-09,18.336
"701",2000,12,1,0,0,0,0,2.1913e-11,32.246,2000,12,1,0,0,0,0,6.137e-25,0,2000,12,1,0,0,0,0,3.2035e-18,18.49,2000,12,1,0,0,0,0,5.4027e-24,4.3771,2000,12,1,0,0,0,0,1.3112e-16,13.98,2000,12,1,0,0,0,0,8.5723e-12,0,2000,12,1,0,0,0,0,2.3499e-27,1.755,2000,12,1,0,0,0,0,4.2382e-09,18.336
"702",2000,12,2,0,0,0,0,2.0637e-11,32.246,2000,12,2,0,0,0,0,5.5976e-25,0,2000,12,2,0,0,0,0,3.0473e-18,18.49,2000,12,2,0,0,0,0,5.0173e-24,4.3771,2000,12,2,0,0,0,0,1.2648e-16,13.98,2000,12,2,0,0,0,0,8.4785e-12,0,2000,12,2,0,0,0,0,2.1605e-27,1.755,2000,12,2,0,0,0,0,4.1501e-09,18.336
"703",2000,12,3,0,0,0,0,1.9435e-11,32.246,2000,12,3,0,0,0,0,5.1056e-25,0,2000,12,3,0,0,0,0,2.8987e-18,18.49,2000,12,3,0,0,0,0,4.6594e-24,4.3771,2000,12,3,0,0,0,0,1.2201e-16,13.98,2000,12,3,0,0,0,0,8.3858e-12,0,2000,12,3,0,0,0,0,1.9865e-27,1.755,2000,12,3,0,0,0,0,4.0639e-09,18.336
"704",2000,12,4,0,0,0,0,1.8303e-11,32.246,2000,12,4,0,0,0,0,4.6568e-25,0,2000,12,4,0,0,0,0,2.7573e-18,18.49,2000,12,4,0,0,0,0,4.3271e-24,4.3771,2000,12,4,0,0,0,0,1.177e-16,13.98,2000,12,4,0,0,0,0,8.294e-12,0,2000,12,4,0,0,0,0,1.8264e-27,1.755,2000,12,4,0,0,0,0,3.9794e-09,18.336
"705",2000,12,5,0,0,0,0,1.7237e-11,32.246,2000,12,5,0,0,0,0,4.2475e-25,0,2000,12,5,0,0,0,0,2.6228e-18,18.49,2000,12,5,0,0,0,0,4.0185e-24,4.3771,2000,12,5,0,0,0,0,1.1353e-16,13.98,2000,12,5,0,0,0,0,8.2033e-12,0,2000,12,5,0,0,0,0,1.6793e-27,1.755,2000,12,5,0,0,0,0,3.8967e-09,18.336
"706",2000,12,6,0,0,0,0,1.6234e-11,32.246,2000,12,6,0,0,0,0,3.8742e-25,0,2000,12,6,0,0,0,0,2.4949e-18,18.49,2000,12,6,0,0,0,0,3.7318e-24,4.3771,2000,12,6,0,0,0,0,1.0952e-16,13.98,2000,12,6,0,0,0,0,8.1135e-12,0,2000,12,6,0,0,0,0,1.544e-27,1.755,2000,12,6,0,0,0,0,3.8157e-09,18.336
"707",2000,12,7,0,0,0,0,1.5288e-11,32.246,2000,12,7,0,0,0,0,3.5337e-25,0,2000,12,7,0,0,0,0,2.3732e-18,18.49,2000,12,7,0,0,0,0,3.4656e-24,4.3771,2000,12,7,0,0,0,0,1.0565e-16,13.98,2000,12,7,0,0,0,0,8.0248e-12,0,2000,12,7,0,0,0,0,1.4196e-27,1.755,2000,12,7,0,0,0,0,3.7364e-09,18.336
"708",2000,12,8,0,0,0,0,1.4398e-11,32.246,2000,12,8,0,0,0,0,3.2231e-25,0,2000,12,8,0,0,0,0,2.2575e-18,18.49,2000,12,8,0,0,0,0,3.2184e-24,4.3771,2000,12,8,0,0,0,0,1.0191e-16,13.98,2000,12,8,0,0,0,0,7.937e-12,0,2000,12,8,0,0,0,0,1.3052e-27,1.755,2000,12,8,0,0,0,0,3.6588e-09,18.336
"709",2000,12,9,0,0,0,0,1.356e-11,32.246,2000,12,9,0,0,0,0,2.9398e-25,0,2000,12,9,0,0,0,0,2.1474e-18,18.49,2000,12,9,0,0,0,0,2.9889e-24,4.3771,2000,12,9,0,0,0,0,9.8308e-17,13.98,2000,12,9,0,0,0,0,7.8502e-12,0,2000,12,9,0,0,0,0,1.2e-27,1.755,2000,12,9,0,0,0,0,3.5828e-09,18.336
"710",2000,12,10,0,0,0,0,1.277e-11,32.246,2000,12,10,0,0,0,0,2.6814e-25,0,2000,12,10,0,0,0,0,2.0427e-18,18.49,2000,12,10,0,0,0,0,2.7757e-24,4.3771,2000,12,10,0,0,0,0,9.4832e-17,13.98,2000,12,10,0,0,0,0,7.7643e-12,0,2000,12,10,0,0,0,0,1.1034e-27,1.755,2000,12,10,0,0,0,0,3.5083e-09,18.336
"711",2000,12,11,0,0,0,0,1.2026e-11,32.246,2000,12,11,0,0,0,0,2.4457e-25,0,2000,12,11,0,0,0,0,1.943e-18,18.49,2000,12,11,0,0,0,0,2.5777e-24,4.3771,2000,12,11,0,0,0,0,9.1479e-17,13.98,2000,12,11,0,0,0,0,7.6794e-12,0,2000,12,11,0,0,0,0,1.0145e-27,1.755,2000,12,11,0,0,0,0,3.4354e-09,18.336
"712",2000,12,12,0,0,0,0,1.1326e-11,32.246,2000,12,12,0,0,0,0,2.2307e-25,0,2000,12,12,0,0,0,0,1.8483e-18,18.49,2000,12,12,0,0,0,0,2.3938e-24,4.3771,2000,12,12,0,0,0,0,8.8244e-17,13.98,2000,12,12,0,0,0,0,7.5953e-12,0,2000,12,12,0,0,0,0,9.3273e-28,1.755,2000,12,12,0,0,0,0,3.364e-09,18.336
"713",2000,12,13,0,0,0,0,1.0666e-11,32.246,2000,12,13,0,0,0,0,2.0347e-25,0,2000,12,13,0,0,0,0,1.7581e-18,18.49,2000,12,13,0,0,0,0,2.2231e-24,4.3771,2000,12,13,0,0,0,0,8.5124e-17,13.98,2000,12,13,0,0,0,0,7.5123e-12,0,2000,12,13,0,0,0,0,8.5758e-28,1.755,2000,12,13,0,0,0,0,3.2941e-09,18.336
"714",2000,12,14,0,0,0,0,1.0045e-11,32.246,2000,12,14,0,0,0,0,1.8558e-25,0,2000,12,14,0,0,0,0,1.6724e-18,18.49,2000,12,14,0,0,0,0,2.0645e-24,4.3771,2000,12,14,0,0,0,0,8.2114e-17,13.98,2000,12,14,0,0,0,0,7.4301e-12,0,2000,12,14,0,0,0,0,7.8849e-28,1.755,2000,12,14,0,0,0,0,3.2257e-09,18.336
"715",2000,12,15,0,0,0,0,9.4601e-12,32.246,2000,12,15,0,0,0,0,1.6927e-25,0,2000,12,15,0,0,0,0,1.5908e-18,18.49,2000,12,15,0,0,0,0,1.9173e-24,4.3771,2000,12,15,0,0,0,0,7.9211e-17,13.98,2000,12,15,0,0,0,0,7.3488e-12,0,2000,12,15,0,0,0,0,7.2496e-28,1.755,2000,12,15,0,0,0,0,3.1586e-09,18.336
"716",2000,12,16,0,0,0,0,8.9092e-12,32.246,2000,12,16,0,0,0,0,1.5439e-25,0,2000,12,16,0,0,0,0,1.5132e-18,18.49,2000,12,16,0,0,0,0,1.7805e-24,4.3771,2000,12,16,0,0,0,0,7.641e-17,13.98,2000,12,16,0,0,0,0,7.2684e-12,0,2000,12,16,0,0,0,0,6.6655e-28,1.755,2000,12,16,0,0,0,0,3.093e-09,18.336
"717",2000,12,17,0,0,0,0,8.3904e-12,32.246,2000,12,17,0,0,0,0,1.4082e-25,0,2000,12,17,0,0,0,0,1.4394e-18,18.49,2000,12,17,0,0,0,0,1.6535e-24,4.3771,2000,12,17,0,0,0,0,7.3708e-17,13.98,2000,12,17,0,0,0,0,7.1889e-12,0,2000,12,17,0,0,0,0,6.1285e-28,1.755,2000,12,17,0,0,0,0,3.0287e-09,18.336
"718",2000,12,18,0,0,0,0,7.9018e-12,32.246,2000,12,18,0,0,0,0,1.2845e-25,0,2000,12,18,0,0,0,0,1.3692e-18,18.49,2000,12,18,0,0,0,0,1.5356e-24,4.3771,2000,12,18,0,0,0,0,7.1102e-17,13.98,2000,12,18,0,0,0,0,7.1102e-12,0,2000,12,18,0,0,0,0,5.6347e-28,1.755,2000,12,18,0,0,0,0,2.9658e-09,18.336
"719",2000,12,19,0,0,0,0,7.4416e-12,32.246,2000,12,19,0,0,0,0,1.1716e-25,0,2000,12,19,0,0,0,0,1.3025e-18,18.49,2000,12,19,0,0,0,0,1.426e-24,4.3771,2000,12,19,0,0,0,0,6.8587e-17,13.98,2000,12,19,0,0,0,0,7.0325e-12,0,2000,12,19,0,0,0,0,5.1807e-28,1.755,2000,12,19,0,0,0,0,2.9041e-09,18.336
"720",2000,12,20,0,0,0,0,7.0083e-12,32.246,2000,12,20,0,0,0,0,1.0686e-25,0,2000,12,20,0,0,0,0,1.2389e-18,18.49,2000,12,20,0,0,0,0,1.3243e-24,4.3771,2000,12,20,0,0,0,0,6.6162e-17,13.98,2000,12,20,0,0,0,0,6.9555e-12,0,2000,12,20,0,0,0,0,4.7633e-28,1.755,2000,12,20,0,0,0,0,2.8438e-09,18.336
"721",2000,12,21,0,0,0,0,6.6001e-12,32.246,2000,12,21,0,0,0,0,9.7466e-26,0,2000,12,21,0,0,0,0,1.1785e-18,18.49,2000,12,21,0,0,0,0,1.2299e-24,4.3771,2000,12,21,0,0,0,0,6.3823e-17,13.98,2000,12,21,0,0,0,0,6.8794e-12,0,2000,12,21,0,0,0,0,4.3796e-28,1.755,2000,12,21,0,0,0,0,2.7847e-09,18.336
"722",2000,12,22,0,0,0,0,6.2158e-12,32.246,2000,12,22,0,0,0,0,8.8899e-26,0,2000,12,22,0,0,0,0,1.121e-18,18.49,2000,12,22,0,0,0,0,1.1421e-24,4.3771,2000,12,22,0,0,0,0,6.1566e-17,13.98,2000,12,22,0,0,0,0,6.8042e-12,0,2000,12,22,0,0,0,0,4.0267e-28,1.755,2000,12,22,0,0,0,0,2.7268e-09,18.336
"723",2000,12,23,0,0,0,0,5.8538e-12,32.246,2000,12,23,0,0,0,0,8.1086e-26,0,2000,12,23,0,0,0,0,1.0664e-18,18.49,2000,12,23,0,0,0,0,1.0607e-24,4.3771,2000,12,23,0,0,0,0,5.9389e-17,13.98,2000,12,23,0,0,0,0,6.7297e-12,0,2000,12,23,0,0,0,0,3.7023e-28,1.755,2000,12,23,0,0,0,0,2.6702e-09,18.336
"724",2000,12,24,0,0,0,0,5.5129e-12,32.246,2000,12,24,0,0,0,0,7.3959e-26,0,2000,12,24,0,0,0,0,1.0144e-18,18.49,2000,12,24,0,0,0,0,9.8501e-25,4.3771,2000,12,24,0,0,0,0,5.7289e-17,13.98,2000,12,24,0,0,0,0,6.6561e-12,0,2000,12,24,0,0,0,0,3.404e-28,1.755,2000,12,24,0,0,0,0,2.6147e-09,18.336
"725",2000,12,25,0,0,0,0,5.1918e-12,32.246,2000,12,25,0,0,0,0,6.7458e-26,0,2000,12,25,0,0,0,0,9.6489e-19,18.49,2000,12,25,0,0,0,0,9.1475e-25,4.3771,2000,12,25,0,0,0,0,5.5263e-17,13.98,2000,12,25,0,0,0,0,6.5833e-12,0,2000,12,25,0,0,0,0,3.1297e-28,1.755,2000,12,25,0,0,0,0,2.5603e-09,18.336
"726",2000,12,26,0,0,0,0,4.8895e-12,32.246,2000,12,26,0,0,0,0,6.1529e-26,0,2000,12,26,0,0,0,0,9.1783e-19,18.49,2000,12,26,0,0,0,0,8.495e-25,4.3771,2000,12,26,0,0,0,0,5.3309e-17,13.98,2000,12,26,0,0,0,0,6.5113e-12,0,2000,12,26,0,0,0,0,2.8776e-28,1.755,2000,12,26,0,0,0,0,2.5071e-09,18.336
"727",2000,12,27,0,0,0,0,4.6048e-12,32.246,2000,12,27,0,0,0,0,5.6121e-26,0,2000,12,27,0,0,0,0,8.7306e-19,18.49,2000,12,27,0,0,0,0,7.8891e-25,4.3771,2000,12,27,0,0,0,0,5.1424e-17,13.98,2000,12,27,0,0,0,0,6.44e-12,0,2000,12,27,0,0,0,0,2.6457e-28,1.755,2000,12,27,0,0,0,0,2.455e-09,18.336
"728",2000,12,28,0,0,0,0,4.3366e-12,32.246,2000,12,28,0,0,0,0,5.1188e-26,0,2000,12,28,0,0,0,0,8.3048e-19,18.49,2000,12,28,0,0,0,0,7.3264e-25,4.3771,2000,12,28,0,0,0,0,4.9606e-17,13.98,2000,12,28,0,0,0,0,6.3696e-12,0,2000,12,28,0,0,0,0,2.4326e-28,1.755,2000,12,28,0,0,0,0,2.404e-09,18.336
"729",2000,12,29,0,0,0,0,4.0841e-12,32.246,2000,12,29,0,0,0,0,4.6689e-26,0,2000,12,29,0,0,0,0,7.8998e-19,18.49,2000,12,29,0,0,0,0,6.8038e-25,4.3771,2000,12,29,0,0,0,0,4.7852e-17,13.98,2000,12,29,0,0,0,0,6.2999e-12,0,2000,12,29,0,0,0,0,2.2366e-28,1.755,2000,12,29,0,0,0,0,2.354e-09,18.336
"730",2000,12,30,0,0,0,0,3.8462e-12,32.246,2000,12,30,0,0,0,0,4.2585e-26,0,2000,12,30,0,0,0,0,7.5145e-19,18.49,2000,12,30,0,0,0,0,6.3185e-25,4.3771,2000,12,30,0,0,0,0,4.616e-17,13.98,2000,12,30,0,0,0,0,6.231e-12,0,2000,12,30,0,0,0,0,2.0564e-28,1.755,2000,12,30,0,0,0,0,2.3051e-09,18.336
"731",2000,12,31,0,0,0,0,3.6222e-12,32.246,2000,12,31,0,0,0,0,3.8842e-26,0,2000,12,31,0,0,0,0,7.1481e-19,18.49,2000,12,31,0,0,0,0,5.8678e-25,4.3771,2000,12,31,0,0,0,0,4.4528e-17,13.98,2000,12,31,0,0,0,0,6.1628e-12,0,2000,12,31,0,0,0,0,1.8907e-28,1.755,2000,12,31,0,0,0,0,2.2572e-09,18.336
"732",2001,1,1,0,0,0,0,3.4113e-12,32.246,2001,1,1,0,0,0,0,3.5428e-26,0,2001,1,1,0,0,0,0,6.7994e-19,18.49,2001,1,1,0,0,0,0,5.4493e-25,4.3771,2001,1,1,0,0,0,0,4.2953e-17,13.98,2001,1,1,0,0,0,0,6.0954e-12,0,2001,1,1,0,0,0,0,1.7384e-28,1.755,2001,1,1,0,0,0,0,2.2103e-09,18.336
"733",2001,1,2,0,0,0,0,3.2126e-12,32.246,2001,1,2,0,0,0,0,3.2314e-26,0,2001,1,2,0,0,0,0,6.4678e-19,18.49,2001,1,2,0,0,0,0,5.0606e-25,4.3771,2001,1,2,0,0,0,0,4.1434e-17,13.98,2001,1,2,0,0,0,0,6.0287e-12,0,2001,1,2,0,0,0,0,1.5983e-28,1.755,2001,1,2,0,0,0,0,2.1644e-09,18.336
"734",2001,1,3,0,0,0,0,3.0255e-12,32.246,2001,1,3,0,0,0,0,2.9474e-26,0,2001,1,3,0,0,0,0,6.1524e-19,18.49,2001,1,3,0,0,0,0,4.6996e-25,4.3771,2001,1,3,0,0,0,0,3.9969e-17,13.98,2001,1,3,0,0,0,0,5.9628e-12,0,2001,1,3,0,0,0,0,1.4695e-28,1.755,2001,1,3,0,0,0,0,2.1194e-09,18.336
"735",2001,1,4,0,0,0,0,2.8493e-12,32.246,2001,1,4,0,0,0,0,2.6883e-26,0,2001,1,4,0,0,0,0,5.8523e-19,18.49,2001,1,4,0,0,0,0,4.3644e-25,4.3771,2001,1,4,0,0,0,0,3.8556e-17,13.98,2001,1,4,0,0,0,0,5.8975e-12,0,2001,1,4,0,0,0,0,1.3511e-28,1.755,2001,1,4,0,0,0,0,2.0754e-09,18.336
"736",2001,1,5,0,0,0,0,2.6834e-12,32.246,2001,1,5,0,0,0,0,2.452e-26,0,2001,1,5,0,0,0,0,5.5669e-19,18.49,2001,1,5,0,0,0,0,4.0531e-25,4.3771,2001,1,5,0,0,0,0,3.7193e-17,13.98,2001,1,5,0,0,0,0,5.833e-12,0,2001,1,5,0,0,0,0,1.2423e-28,1.755,2001,1,5,0,0,0,0,2.0322e-09,18.336
"737",2001,1,6,0,0,0,0,2.5271e-12,32.246,2001,1,6,0,0,0,0,2.2365e-26,0,2001,1,6,0,0,0,0,5.2954e-19,18.49,2001,1,6,0,0,0,0,3.764e-25,4.3771,2001,1,6,0,0,0,0,3.5878e-17,13.98,2001,1,6,0,0,0,0,5.7692e-12,0,2001,1,6,0,0,0,0,1.1422e-28,1.755,2001,1,6,0,0,0,0,1.99e-09,18.336
"738",2001,1,7,0,0,0,0,2.38e-12,32.246,2001,1,7,0,0,0,0,2.0399e-26,0,2001,1,7,0,0,0,0,5.0372e-19,18.49,2001,1,7,0,0,0,0,3.4955e-25,4.3771,2001,1,7,0,0,0,0,3.4609e-17,13.98,2001,1,7,0,0,0,0,5.7061e-12,0,2001,1,7,0,0,0,0,1.0502e-28,1.755,2001,1,7,0,0,0,0,1.9487e-09,18.336
"739",2001,1,8,0,0,0,0,4.6675e-12,33.793,2001,1,8,0,0,0,0,3.3243e-26,0,2001,1,8,0.017576,0.90176,1.2512e-26,4.9286e-41,5.041e-19,18.564,2001,1,8,0.40158,1.0264,1.9747e-27,2.2579e-42,5.3039e-25,4.3771,2001,1,8,0.002252,0.53032,2.5781e-30,1.4738e-49,3.7242e-17,14.183,2001,1,8,0,0,0,0,5.6437e-12,0,2001,1,8,0.27933,22.599,2.0188e-31,7.7289e-46,9.6556e-29,1.755,2001,1,8,0.18472,64.167,2.7382e-21,5.53e-35,2.1592e-09,18.61
"740",2001,1,9,0,0,0,0,4.3957e-12,33.793,2001,1,9,0,0,0,0,3.0321e-26,0,2001,1,9,0,0,0,0,4.7951e-19,18.564,2001,1,9,0,0,0,0,4.9256e-25,4.3771,2001,1,9,0,0,0,0,3.5925e-17,14.183,2001,1,9,0,0,0,0,5.5819e-12,0,2001,1,9,0,0,0,0,8.8777e-29,1.755,2001,1,9,0,0,0,0,2.1144e-09,18.61
"741",2001,1,10,0,0,0,0,7.5825e-12,35.158,2001,1,10,0,0,0,0,5.9363e-25,0,2001,1,10,0.0036688,0.11658,8.1069e-28,2.2029e-42,4.1926e-18,19.93,2001,1,10,0.28552,0.65968,5.3032e-28,4.3874e-43,4.3949e-24,4.3771,2001,1,10,0.025475,12.294,7.5828e-30,3.9553e-49,1.159e-16,15.523,2001,1,10,0,0,0,0,5.5209e-12,0,2001,1,10,0.14893,9.7383,3.3695e-32,9.1005e-47,5.5242e-24,1.755,2001,1,10,0.042882,9.4805,2.3985e-22,3.3946e-36,4.6355e-09,19.942
"742",2001,1,11,0,0,0,0,8.2755e-12,35.571,2001,1,11,0,0,0,0,7.5978e-25,0,2001,1,11,0,0,0,0,5.4735e-18,20.346,2001,1,11,2.8403e-05,3.7776e-06,3.2369e-32,1.4111e-47,6.2234e-24,4.3771,2001,1,11,0,0,0,0,1.4279e-16,15.937,2001,1,11,0,0,0,0,5.4605e-12,0,2001,1,11,0,0,0,0,9.053e-24,1.755,2001,1,11,0,0,0,0,5.4984e-09,20.364
"743",2001,1,12,0,0,0,0,8.4939e-12,35.82,2001,1,12,0,0,0,0,8.3696e-25,0,2001,1,12,0,0,0,0,6.2237e-18,20.597,2001,1,12,0,0,0,0,7.2906e-24,4.3771,2001,1,12,0,0,0,0,1.5849e-16,16.186,2001,1,12,0,0,0,0,5.4007e-12,0,2001,1,12,0,0,0,0,1.1164e-23,1.755,2001,1,12,0,0,0,0,6.0163e-09,20.618
"744",2001,1,13,0,0,0,0,7.9992e-12,35.82,2001,1,13,0,0,0,0,7.634e-25,0,2001,1,13,0,0,0,0,5.9202e-18,20.597,2001,1,13,0,0,0,0,6.7706e-24,4.3771,2001,1,13,0,0,0,0,1.5289e-16,16.186,2001,1,13,0,0,0,0,5.3417e-12,0,2001,1,13,0,0,0,0,1.0264e-23,1.755,2001,1,13,0,0,0,0,5.8912e-09,20.618
"745",2001,1,14,0,0,0,0,7.5334e-12,35.82,2001,1,14,0,0,0,0,6.963e-25,0,2001,1,14,0,0,0,0,5.6314e-18,20.597,2001,1,14,0,0,0,0,6.2877e-24,4.3771,2001,1,14,0,0,0,0,1.4748e-16,16.186,2001,1,14,0,0,0,0,5.2832e-12,0,2001,1,14,0,0,0,0,9.4372e-24,1.755,2001,1,14,0,0,0,0,5.7688e-09,20.618
"746",2001,1,15,0,0,0,0,7.0947e-12,35.82,2001,1,15,0,0,0,0,6.351e-25,0,2001,1,15,0,0,0,0,5.3568e-18,20.597,2001,1,15,0,0,0,0,5.8392e-24,4.3771,2001,1,15,0,0,0,0,1.4227e-16,16.186,2001,1,15,0,0,0,0,5.2254e-12,0,2001,1,15,0,0,0,0,8.6768e-24,1.755,2001,1,15,0,0,0,0,5.6489e-09,20.618
"747",2001,1,16,0,0,0,0,6.6815e-12,35.82,2001,1,16,0,0,0,0,5.7928e-25,0,2001,1,16,0,0,0,0,5.0955e-18,20.597,2001,1,16,0,0,0,0,5.4227e-24,4.3771,2001,1,16,0,0,0,0,1.3724e-16,16.186,2001,1,16,0,0,0,0,5.1683e-12,0,2001,1,16,0,0,0,0,7.9777e-24,1.755,2001,1,16,0,0,0,0,5.5315e-09,20.618
"748",2001,1,17,0,0,0,0,6.2924e-12,35.82,2001,1,17,0,0,0,0,5.2836e-25,0,2001,1,17,0,0,0,0,4.847e-18,20.597,2001,1,17,0,0,0,0,5.0359e-24,4.3771,2001,1,17,0,0,0,0,1.3238e-16,16.186,2001,1,17,0,0,0,0,5.1117e-12,0,2001,1,17,0,0,0,0,7.335e-24,1.755,2001,1,17,0,0,0,0,5.4166e-09,20.618
"749",2001,1,18,0,0,0,0,5.926e-12,35.82,2001,1,18,0,0,0,0,4.8192e-25,0,2001,1,18,0,0,0,0,4.6106e-18,20.597,2001,1,18,0,0,0,0,4.6767e-24,4.3771,2001,1,18,0,0,0,0,1.277e-16,16.186,2001,1,18,0,0,0,0,5.0558e-12,0,2001,1,18,0,0,0,0,6.744e-24,1.755,2001,1,18,0,0,0,0,5.304e-09,20.618
"750",2001,1,19,0,0,0,0,5.5809e-12,35.82,2001,1,19,0,0,0,0,4.3956e-25,0,2001,1,19,0,0,0,0,4.3858e-18,20.597,2001,1,19,0,0,0,0,4.3431e-24,4.3771,2001,1,19,0,0,0,0,1.2319e-16,16.186,2001,1,19,0,0,0,0,5.0005e-12,0,2001,1,19,0,0,0,0,6.2007e-24,1.755,2001,1,19,0,0,0,0,5.1938e-09,20.618
"751",2001,1,20,0,0,0,0,5.2559e-12,35.82,2001,1,20,0,0,0,0,4.0093e-25,0,2001,1,20,0,0,0,0,4.1719e-18,20.597,2001,1,20,0,0,0,0,4.0333e-24,4.3771,2001,1,20,0,0,0,0,1.1883e-16,16.186,2001,1,20,0,0,0,0,4.9458e-12,0,2001,1,20,0,0,0,0,5.7011e-24,1.755,2001,1,20,0,0,0,0,5.0859e-09,20.618
"752",2001,1,21,0,0,0,0,4.9498e-12,35.82,2001,1,21,0,0,0,0,3.6569e-25,0,2001,1,21,0,0,0,0,3.9684e-18,20.597,2001,1,21,0,0,0,0,3.7456e-24,4.3771,2001,1,21,0,0,0,0,1.1463e-16,16.186,2001,1,21,0,0,0,0,4.8917e-12,0,2001,1,21,0,0,0,0,5.2418e-24,1.755,2001,1,21,0,0,0,0,4.9802e-09,20.618
"753",2001,1,22,0,0,0,0,4.6615e-12,35.82,2001,1,22,0,0,0,0,3.3355e-25,0,2001,1,22,0,0,0,0,3.7749e-18,20.597,2001,1,22,0,0,0,0,3.4785e-24,4.3771,2001,1,22,0,0,0,0,1.1058e-16,16.186,2001,1,22,0,0,0,0,4.8382e-12,0,2001,1,22,0,0,0,0,4.8194e-24,1.755,2001,1,22,0,0,0,0,4.8767e-09,20.618
"754",2001,1,23,0,0,0,0,4.7553e-12,36.052,2001,1,23,0,0,0,0,3.5039e-25,0,2001,1,23,0,0,0,0,4.0231e-18,20.762,2001,1,23,0,0,0,0,3.7912e-24,4.3771,2001,1,23,0,0,0,0,1.1547e-16,16.331,2001,1,23,0,0,0,0,4.7852e-12,0,2001,1,23,0,0,0,0,5.6279e-24,1.755,2001,1,23,0,0,0,0,5.228e-09,20.828
"755",2001,1,24,0.47057,7.7312,4.2794e-40,6.6061e-58,1.0324e-11,37.825,2001,1,24,0.62041,72.706,1.6628e-29,2.5323e-42,4.6881e-24,0,2001,1,24,0.51331,211.8,4.4511e-27,1.4335e-41,1.2055e-16,22.494,2001,1,24,0.5932,6.5266,4.4642e-29,4.2364e-44,1.0169e-21,4.3771,2001,1,24,0.54596,764.97,4.7486e-30,1.5784e-49,1.3638e-15,18.029,2001,1,24,0.79769,47.412,5.3878e-18,6.9765e-32,9.0095e-11,0,2001,1,24,0.44669,22.581,2.49e-33,1.7431e-48,1.8774e-21,1.8945,2001,1,24,0.33263,159.99,1.3917e-22,1.0773e-36,2.4117e-08,22.747
"756",2001,1,25,0.02196,0.1325,6.3393e-42,6.6177e-60,1.3979e-11,38.791,2001,1,25,0.054428,2.6925,7.4677e-31,7.0398e-44,9.0822e-24,0,2001,1,25,0.030084,4.7021,1.0445e-28,2.125e-43,2.4538e-16,23.455,2001,1,25,0.04774,0.2058,1.5588e-30,8.863e-46,2.1812e-21,4.3771,2001,1,25,0.03693,18.47,1.0914e-31,2.3331e-51,2.7171e-15,18.982,2001,1,25,0.10538,2.5533,3.6861e-19,2.6787e-33,3.7761e-10,0,2001,1,25,0.017866,0.31441,3.8364e-35,1.701e-50,3.7326e-21,2.8718,2001,1,25,0.0034882,0.38755,6.5961e-25,3.1007e-39,3.9833e-08,23.738
