ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2013	01-AUG-13	EL DORADO	09	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.3998	BIFENTHRIN	.0315842			
NO	2013	01-JUL-13	EL DORADO	09	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.5996	BIFENTHRIN	.0473684			
NO	2013	01-NOV-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	1.3622	BIFENTHRIN	.1076138			
NO	2013	01-JAN-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	4.4708	BIFENTHRIN	.3531932			
NO	2013	01-SEP-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.5449	BIFENTHRIN	.0430471			
NO	2013	01-AUG-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.2724	BIFENTHRIN	.0215196			
NO	2013	01-APR-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.1992	BIFENTHRIN	.0157368			
NO	2013	01-JUN-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2013	01-MAY-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	1.1951	BIFENTHRIN	.0944129			
NO	2013	01-JUL-13	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2013	01-MAR-13	EL DORADO	09	LANDSCAPE MAINTENANCE	QUALI PRO BIFENTHRIN I/T 7.9 F INSECTICIDE/TERMITICIDE	86.4821	BIFENTHRIN	6.8320859			
NO	2013	01-JUN-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	2	BIFENTHRIN	.004			
NO	2013	01-MAY-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	2	BIFENTHRIN	.004			
NO	2013	01-OCT-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PROFESSIONAL INSECTICIDE	2.5495	BIFENTHRIN	.2014105			
NO	2013	01-AUG-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PROFESSIONAL INSECTICIDE	.0664	BIFENTHRIN	.0052456			
NO	2013	01-AUG-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	2.0824	BIFENTHRIN	.1645096			
NO	2013	01-MAY-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	1.0748	BIFENTHRIN	.0849092			
NO	2013	01-APR-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.9673	BIFENTHRIN	.0764167			
NO	2013	01-JUL-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	2.0421	BIFENTHRIN	.1613259			
NO	2013	01-JUN-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	2.6869	BIFENTHRIN	.2122651			
NO	2013	01-JUL-13	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR TERMITICIDE/INSECTICIDE	27.1251	BIFENTHRIN	2.1428829			
NO	2013	01-JUN-13	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.6081	BIFENTHRIN	.0480399			
NO	2013	01-MAY-13	EL DORADO	09	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.1148	BIFENTHRIN	.0880692			
