"","var","pcc"
"1","PFAC",0.00204210709870632
"2","ANETD",0.0156992454839455
"3","uslek",0.141493043022356
"4","uslels",0.224767764619286
"5","uslep",0.168421344428648
"6","slp",0.00313938674061913
"7","hl",-0.000951707623525168
"8","CN_c",0.506081166869646
"9","uslec_c",0.251351210616688
"10","MNGN",0.0049427292886809
"11","bd1",0.00371089803540041
"12","fc",-0.021019648315253
"13","WP",0.00461551547080696
"14","OC",0.012889943475821
"15","app_rate",0.21527231584365
"16","DWRATE",-0.0127444368164485
"17","DSRATE",-0.0127444368164485
"18","kd",0.0129854342288038
"19","aer_aq",-0.00464465510818234
"20","temp_ref_aer",0.0150506117687136
"21","anae_aq",0.134099018462691
"22","temp_ref_anae",0.0263756405956739
"23","photo",-0.0117894496218321
"24","RFLAT",-0.00730942075163345
"25","hydro",-0.0170644990724695
"26","SOL",0.00650701915846435
"27","benthic_depth",-0.419259285728709
"28","porosity",0.0083055324525531
"29","bulk_density",-0.126375931054684
"30","FROC2",0.0271817787563291
"31","DOC2",0.000981418241831903
"32","BNMAS",-0.0123849943331419
"33","SUSED",-0.00148195904275323
"34","CHL",-0.00500915115706666
"35","FROC1",-0.00905860497878986
"36","DOC1",-0.0195979013451458
"37","PLMAS",-0.0228044109781286
"38","bf",-0.00726881445315527
