"","var","pcc"
"1","PFAC",0.0432547073249062
"2","ANETD",0.0157060263254514
"3","uslek",0.265481272580688
"4","uslels",0.421736761396243
"5","uslep",0.349924446357885
"6","slp",0.0181800213350756
"7","hl",-0.0258830036732899
"8","CN_c",0.556751669433229
"9","uslec_c",0.430567176102272
"10","MNGN",-0.0234038775874265
"11","bd1",0.00547238930099386
"12","fc",0.00353484393309852
"13","WP",0.015485720735467
"14","OC",-0.00474139966329356
"15","app_rate",0.355716882103759
"16","DWRATE",-0.013923460551249
"17","DSRATE",-0.013923460551249
"18","kd",-0.244606393009957
"19","aer_aq",-0.0180474765723114
"20","temp_ref_aer",-0.0086293431390782
"21","anae_aq",-0.00970153458230911
"22","temp_ref_anae",0.0162319004280115
"23","photo",-0.0134413614350637
"24","RFLAT",-0.0185047388999406
"25","hydro",0.0279822312181482
"26","SOL",0.0138936376920616
"27","benthic_depth",-0.00632686388220686
"28","porosity",0.0180182733103144
"29","bulk_density",-0.0232935456049266
"30","FROC2",0.335513351052472
"31","DOC2",-0.0129147900611726
"32","BNMAS",0.00524992712457795
"33","SUSED",-0.134364336910427
"34","CHL",-0.00481555192210604
"35","FROC1",-0.12040185651502
"36","DOC1",-0.112268396910619
"37","PLMAS",-0.128669239662934
"38","bf",-0.0142685319945873
