"","var","pcc"
"1","PFAC",0.0163838867395114
"2","ANETD",-0.000915436352761316
"3","uslek",0.243259692275001
"4","uslels",0.406909871019513
"5","uslep",0.325256233660742
"6","slp",0.0181571257315829
"7","hl",-0.0249447914430997
"8","CN_c",0.436448422483332
"9","uslec_c",0.417271822995099
"10","MNGN",-0.0128647491383104
"11","bd1",0.0043424406003113
"12","fc",-0.0202178881614083
"13","WP",0.0226629311532906
"14","OC",0.00453745884072547
"15","app_rate",0.342654823772897
"16","DWRATE",-0.0093527044094639
"17","DSRATE",-0.0093527044094639
"18","kd",-0.310423611854142
"19","aer_aq",-0.00835697926928738
"20","temp_ref_aer",0.00135822051232931
"21","anae_aq",0.0410093430797603
"22","temp_ref_anae",0.0234661704084846
"23","photo",-0.000113671269215824
"24","RFLAT",-0.0135706451989191
"25","hydro",0.0105121901644435
"26","SOL",0.00425791377496502
"27","benthic_depth",-0.226690695740252
"28","porosity",0.0223667643528234
"29","bulk_density",-0.0716831842337489
"30","FROC2",0.238968819260442
"31","DOC2",0.00498634793903825
"32","BNMAS",0.00161963326538622
"33","SUSED",-0.0907889755387953
"34","CHL",-0.00591915767028599
"35","FROC1",-0.0886006463884366
"36","DOC1",-0.0922033993386549
"37","PLMAS",-0.0812563667134999
"38","bf",-0.0101113588637047
