ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2011	01-JUN-11	EL DORADO	09	LANDSCAPE MAINTENANCE	ALLECTUS GC SC INSECTICIDE	12.7474	BIFENTHRIN	.254948			
NO	2011	01-JUL-11	EL DORADO	09	LANDSCAPE MAINTENANCE	ALOFT LC G	1	BIFENTHRIN	.00125			
NO	2011	01-AUG-11	EL DORADO	09	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	.9994	BIFENTHRIN	.0789526			
NO	2011	01-MAR-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.7303	BIFENTHRIN	.0576937			
NO	2011	01-APR-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	7.7016	BIFENTHRIN	.6084264			
NO	2011	01-JUN-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2011	01-OCT-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2011	01-AUG-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.4647	BIFENTHRIN	.0367113			
NO	2011	01-JUL-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.2656	BIFENTHRIN	.0209824			
NO	2011	01-MAY-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	2.7553	BIFENTHRIN	.2176687			
NO	2011	01-SEP-11	EL DORADO	09	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.7967	BIFENTHRIN	.0629393			
NO	2011	01-SEP-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR GC GRANULAR INSECTICIDE	35	BIFENTHRIN	.07			
NO	2011	01-MAR-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	3.25	BIFENTHRIN	.0065			
NO	2011	01-MAY-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	1.3125	BIFENTHRIN	.002625			
NO	2011	01-OCT-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	1	BIFENTHRIN	.002			
NO	2011	01-FEB-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	3.1875	BIFENTHRIN	.006375			
NO	2011	01-AUG-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR PROFESSIONAL INSECTICIDE	2.337	BIFENTHRIN	.184623			
NO	2011	01-SEP-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	1.7196	BIFENTHRIN	.1358484			
NO	2011	01-OCT-11	EL DORADO	09	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.5374	BIFENTHRIN	.0424546			
NO	2011	01-NOV-11	EL DORADO	09	RIGHTS OF WAY	MP400-EXT	5.3487	BIFENTHRIN	.00213948			
NO	2011	01-OCT-11	EL DORADO	09	RIGHTS OF WAY	MP400-EXT	256.7373	BIFENTHRIN	.10269492			
