ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2013	01-APR-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALLECTUS G INSECTICIDE	6	BIFENTHRIN	.0096			
NO	2013	01-SEP-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALOFT GC SC	4.649	BIFENTHRIN	.571827			
NO	2013	01-APR-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	ALOFT GC SC	2.3245	BIFENTHRIN	.2859135			
NO	2013	01-JUL-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	.4087	BIFENTHRIN	.0322873			
NO	2013	01-SEP-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	.8854	BIFENTHRIN	.0699466			
NO	2013	01-NOV-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	10.3801	BIFENTHRIN	.8200279			
NO	2013	01-DEC-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	2.7925	BIFENTHRIN	.2206075			
NO	2013	01-AUG-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	.6811	BIFENTHRIN	.0538069			
NO	2013	01-MAY-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	1.226	BIFENTHRIN	.096854			
NO	2013	01-OCT-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	7.4036	BIFENTHRIN	.5848844			
NO	2013	01-JUN-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	BISECT L	.2724	BIFENTHRIN	.0215196			
NO	2013	01-FEB-13	SACRAMENTO	34	LANDSCAPE MAINTENANCE	CAPTURE 2 EC-CAL	.0952	BIFENTHRIN	.0238952			
