YEAR,DATE,COUNTY_NAME,COMTRS,SITE_NAME,PRODUCT_NAME,POUNDS_PRODUCT_APPLIED,CHEMICAL_NAME,POUNDS_CHEMICAL_APPLIED
2009,1/28/2009,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,26.1545,BIFENTHRIN,2.0662055
2009,1/28/2009,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR CA GRANULAR INSECTICIDE,75,BIFENTHRIN,0.15
2009,1/28/2009,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR TERMITICIDE/INSECTICIDE,17.0598,BIFENTHRIN,1.3477242
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,ALLECTUS G INSECTICIDE,16,BIFENTHRIN,0.0256
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,ALLECTUS G INSECTICIDE,16,BIFENTHRIN,0.0256
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,BIFEN I/T INSECTICIDE/TERMITICIDE,0.4669,BIFENTHRIN,0.0368851
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,BIFEN I/T INSECTICIDE/TERMITICIDE,0.4669,BIFENTHRIN,0.0368851
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,147.1931,BIFENTHRIN,0.2943862
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,147.1931,BIFENTHRIN,0.2943862
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,QUALI PRO BIFENTHRIN I/T 7.9 F INSECTICIDE/TERMITICIDE,0.0676,BIFENTHRIN,0.0053404
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,TALSTAR PL GRANULAR INSECTICIDE,1.25,BIFENTHRIN,0.0025
2009,1/30/2009,PLACER,31,LANDSCAPE MAINTENANCE,TALSTAR PL GRANULAR INSECTICIDE,1.25,BIFENTHRIN,0.0025
2009,1/30/2009,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.4054,BIFENTHRIN,0.0320266
2009,1/30/2009,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,1.8918,BIFENTHRIN,0.1494522
2009,1/30/2009,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,1.5202,BIFENTHRIN,0.1200958
