ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED
NO	2012	01-SEP-12	SACRAMENTO	34	LANDSCAPE MAINTENANCE	TRANSPORT GHP INSECTICIDE	.075	BIFENTHRIN	.0204525
NO	2012	01-JUN-12	SACRAMENTO	34	LANDSCAPE MAINTENANCE	WISDOM GC GRANULAR	40	BIFENTHRIN	.08
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	92.2926	BIFENTHRIN	7.2911154
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3513	BIFENTHRIN	.1067527
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	102.8731	BIFENTHRIN	8.1269749
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	116.7508	BIFENTHRIN	9.2233132
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3175	BIFENTHRIN	.1040825
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8783	BIFENTHRIN	.0693857
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	117.1967	BIFENTHRIN	9.2585393
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	105.7378	BIFENTHRIN	8.3532862
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	98.5085	BIFENTHRIN	7.7821715
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	89.0495	BIFENTHRIN	7.0349105
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	118.6426	BIFENTHRIN	9.3727654
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	136.2768	BIFENTHRIN	10.7658672
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	117.6967	BIFENTHRIN	9.2980393
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.4864	BIFENTHRIN	.1174256
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	143.4386	BIFENTHRIN	11.3316494
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	144.7899	BIFENTHRIN	11.4384021
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3175	BIFENTHRIN	.1040825
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1550.5	BIFENTHRIN	3.101
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	895.25	BIFENTHRIN	1.7905
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	368.25	BIFENTHRIN	.7365
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	169.5	BIFENTHRIN	.339
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	707.025	BIFENTHRIN	1.41405
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	938.7	BIFENTHRIN	1.8774
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	565.85	BIFENTHRIN	1.1317
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1746.1	BIFENTHRIN	3.4922
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1.8438	BIFENTHRIN	.0036876
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	.7813	BIFENTHRIN	.0015626
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	.8173	BIFENTHRIN	.0645667
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	304.2684	BIFENTHRIN	24.0372036
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	45.9448	BIFENTHRIN	3.6296392
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	172.6199	BIFENTHRIN	13.6369721
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	3.1331	BIFENTHRIN	.2475149
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	1.4303	BIFENTHRIN	.1129937
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	179.5945	BIFENTHRIN	14.1879655
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	2.6563	BIFENTHRIN	.2098477
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	1.4984	BIFENTHRIN	.1183736
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	.8173	BIFENTHRIN	.0645667
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	1.226	BIFENTHRIN	.096854
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	146.3782	BIFENTHRIN	11.5638778
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	305.6546	BIFENTHRIN	24.1467134
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	20.4455	BIFENTHRIN	1.6151945
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	285.3984	BIFENTHRIN	22.5464736
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	2.8607	BIFENTHRIN	.2259953
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	165.471	BIFENTHRIN	13.072209
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	106.7732	BIFENTHRIN	8.4350828
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	351.6409	BIFENTHRIN	27.7796311
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	187.0921	BIFENTHRIN	14.7802759
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	9.0669	BIFENTHRIN	.7162851
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	1.7028	BIFENTHRIN	.1345212
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	.6811	BIFENTHRIN	.0538069
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	140.7114	BIFENTHRIN	11.1162006
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	2.7244	BIFENTHRIN	.2152276
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	26.1545	BIFENTHRIN	2.0662055
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	182.2099	BIFENTHRIN	14.3945821
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	69.7454	BIFENTHRIN	5.5098866
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	43.5909	BIFENTHRIN	3.4436811
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	144.8961	BIFENTHRIN	11.4467919
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	85.5	BIFENTHRIN	.171
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3704	BIFENTHRIN	.0007408
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	27	BIFENTHRIN	.054
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10.5	BIFENTHRIN	.021
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.6614	BIFENTHRIN	.0013228
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	8.2	BIFENTHRIN	.0164
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	7	BIFENTHRIN	.014
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	74.5	BIFENTHRIN	.149
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	3	BIFENTHRIN	.006
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	235.51	BIFENTHRIN	.47102
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	11.5	BIFENTHRIN	.023
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.5	BIFENTHRIN	.003
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.9063	BIFENTHRIN	.0018126
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	60	BIFENTHRIN	.12
NO	2012	01-SEP-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5.5	BIFENTHRIN	.011
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3704	BIFENTHRIN	.0007408
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	9	BIFENTHRIN	.018
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	24	BIFENTHRIN	.048
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3131	BIFENTHRIN	.0006262
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	73.4	BIFENTHRIN	.1468
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4	BIFENTHRIN	.008
NO	2012	01-JUL-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4	BIFENTHRIN	.008
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4.5	BIFENTHRIN	.009
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3042	BIFENTHRIN	.0006084
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.1406	BIFENTHRIN	.0022812
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	8	BIFENTHRIN	.016
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.5	BIFENTHRIN	.001
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	191.25	BIFENTHRIN	.3825
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	11	BIFENTHRIN	.022
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3086	BIFENTHRIN	.0006172
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10	BIFENTHRIN	.02
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	2	BIFENTHRIN	.004
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	3	BIFENTHRIN	.006
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	261.7	BIFENTHRIN	.5234
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	10.5	BIFENTHRIN	.021
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	46	BIFENTHRIN	.092
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3704	BIFENTHRIN	.0007408
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.3131	BIFENTHRIN	.0006262
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	463	BIFENTHRIN	.926
NO	2012	01-JUN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.0938	BIFENTHRIN	.0001876
NO	2012	01-AUG-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.5732	BIFENTHRIN	.0011464
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	86	BIFENTHRIN	.172
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	15.75	BIFENTHRIN	.0315
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.25	BIFENTHRIN	.0005
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	352	BIFENTHRIN	.704
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	8	BIFENTHRIN	.016
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	837.5	BIFENTHRIN	1.675
NO	2012	01-FEB-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	130	BIFENTHRIN	.26
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	25	BIFENTHRIN	.05
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	202	BIFENTHRIN	.404
NO	2012	01-OCT-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	234	BIFENTHRIN	.468
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.3131	BIFENTHRIN	.0006262
NO	2012	01-APR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	16.75	BIFENTHRIN	.0335
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	125	BIFENTHRIN	.25
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	3.75	BIFENTHRIN	.0075
NO	2012	01-DEC-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	84	BIFENTHRIN	.168
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	25.5	BIFENTHRIN	.051
NO	2012	01-MAY-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	15	BIFENTHRIN	.03
NO	2012	01-NOV-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	.3042	BIFENTHRIN	.0006084
NO	2012	01-JAN-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	482.25	BIFENTHRIN	.9645
NO	2012	01-MAR-12	SACRAMENTO	34	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK PL GRANULAR INSECTICIDE	150	BIFENTHRIN	.3
