YEAR,DATE,COUNTY_NAME,COMTRS,SITE_NAME,PRODUCT_NAME,POUNDS_PRODUCT_APPLIED,CHEMICAL_NAME,POUNDS_CHEMICAL_APPLIED
2013,01/01/13,EL DORADO,9,LANDSCAPE MAINTENANCE,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,4.4708,BIFENTHRIN,0.3531932
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,1.081,BIFENTHRIN,0.085399
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,BISECT L,26.5802,BIFENTHRIN,2.0998358
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,BISECT L,8.1733,BIFENTHRIN,0.6456907
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,HY-END BIFEN S,171.75,BIFENTHRIN,0.3435
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,7,BIFENTHRIN,0.014
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,0.4409,BIFENTHRIN,0.0008818
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,5.5967,BIFENTHRIN,0.4421393
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,2.9982,BIFENTHRIN,0.2368578
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,0.0167,BIFENTHRIN,0.0013193
2013,01/01/13,EL DORADO,9,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,0.2665,BIFENTHRIN,0.0210535
